0.30234571081014927-0.000013616529783664361*I	0.10469140951692235-0.000012115618117321089*I	0.04205963447717516-9.440913398307145*^-6*I	0.019518026820095465-7.404861027791658*^-6*I	0.010265210658280578-5.9716037828654975*^-6*I	0.005969988630848823-4.941736618851881*^-6*I	0.003752667056243711-4.172129815131668*^-6*I	0.002503686883517827-3.574485019253716*^-6*I	0.00174901305416753-3.0946501863538448*^-6*I	0.0012665007002026427-2.698403909969961*^-6*I	0.0009434280282771573-2.3632900928952837*^-6*I	0.0007186305491312056-2.074023898603383*^-6*I	0.0005569981859298934-1.8198505665366934*^-6*I	0.0004373957171073508-1.5929749577073199*^-6*I	0.00034657222813933773-1.3875940697440298*^-6*I	0.00027592006648089775-1.1992805685020111*^-6*I	0.00021966765132955585-1.0245775387894012*^-6*I	0.00017382969797840944-8.607242665368583*^-7*I	0.00013557469977955943-7.054655177923532*^-7*I	0.00010283070759936768-5.569152339040223*^-7*I	0.00007403134761100969-4.1345630125338856*^-7*I	0.00004794626961227813-2.736644645204776*^-7*I	0.000023563027292770133-1.36248354648878*^-7*I
0.10469140951692239-0.000012115618117321089*I	0.3444053452873244-0.0000230574431819715*I	0.12420943633701782-0.000019520479145112746*I	0.05232484513545576-0.00001541251718117265*I	0.025488015450944285-0.000012346597646643544*I	0.014017877714524278-0.00001014373359799717*I	0.008473675514366645-8.516221638105599*^-6*I	0.005501680110411241-7.2667800014855195*^-6*I	0.003770187583720471-6.272888929223681*^-6*I	0.0026924410824446885-5.457940279249133*^-6*I	0.0019851312493338485-4.772427808573343*^-6*I	0.001500426214207051-4.1831406594319775*^-6*I	0.0011560262662385571-3.666998856310704*^-6*I	0.0009035704140692313-3.207444636280723*^-6*I	0.0007133157835882485-2.7922555262093312*^-6*I	0.0005662398794688936-2.4121716085334303*^-6*I	0.0004497497644593072-2.06000483503887*^-6*I	0.00035524235110911533-1.730043056581754*^-6*I	0.00027666040557777706-1.41763950044088*^-6*I	0.00020960604739056907-1.1189218190457415*^-6*I	0.00015077697721164579-8.305796984244999*^-7*I	0.0000975943749037798-5.497046559022665*^-7*I	0.00004794626961227813-2.736644645204777*^-7*I
0.042059634477175166-9.440913398307152*^-6*I	0.12420943633701785-0.000019520479145112756*I	0.3546705559456051-0.000029029046964837024*I	0.1301794249678667-0.00002446221576396465*I	0.056077512191699486-0.00001958464699630432*I	0.027991702334462132-0.000015921082665897262*I	0.015766890768691824-0.000013238383784351015*I	0.009740176214569305-0.000011214625548075568*I	0.006445108138688404-9.630070094380804*^-6*I	0.0044888181328516805-8.346912827827066*^-6*I	0.0032494392683745823-7.2777908457858235*^-6*I	0.0024225269664412013-6.365402766280666*^-6*I	0.0018469984423463899-5.57073472917601*^-6*I	0.001431946332719455-4.866279424812715*^-6*I	0.001123238065398787-4.232022175070126*^-6*I	0.0008871454815666581-3.6529797927461903*^-6*I	0.0007018145792484528-3.1176371263257856*^-6*I	0.0005525804720586745-2.6169200689428915*^-6*I	0.00042927369872012476-2.1434993578351423*^-6*I	0.00032460667519005503-1.6913039649613582*^-6*I	0.00023316907468333921-1.25517017369462*^-6*I	0.00015077697721164579-8.305796984245003*^-7*I	0.0000740313476110097-4.134563012533889*^-7*I
0.019518026820095475-7.404861027791656*^-6*I	0.05232484513545576-0.000015412517181172655*I	0.13017942496786675-0.00002446221576396465*I	0.3584232230018488-0.0000332011767799687*I	0.13268311185138454-0.00002803670078321835*I	0.057826525245866976-0.000022679297182658173*I	0.02925820303466475-0.000018619486575867216*I	0.01671031879696899-0.000015601673877246307*I	0.010458806763700507-0.000013288649446678955*I	0.007002106324618298-0.000011449920660917496*I	0.004926213849959028-9.939887785534385*^-6*I	0.0035960114965139216-8.665384915529859*^-6*I	0.002698447032922099-7.5646833347826784*^-6*I	0.0020666660936759455-6.595312267965411*^-6*I	0.0016057760306978637-5.727003691349572*^-6*I	0.0012588127651783456-4.937487692862476*^-6*I	0.0009899761891660253-4.2098950266502076*^-6*I	0.000775845926859462-3.531093427579169*^-6*I	0.0006005267416709524-2.8905845334633664*^-6*I	0.0004528367260128947-2.2797477124840186*^-6*I	0.0003246066751900549-1.6913039649613574*^-6*I	0.00020960604739056902-1.1189218190457415*^-6*I	0.00010283070759936764-5.569152339040222*^-7*I
0.01026521065828058-5.971603782865502*^-6*I	0.025488015450944288-0.000012346597646643539*I	0.05607751219169946-0.000019584646996304325*I	0.1326831118513845-0.000028036700783218354*I	0.36017223605601617-0.00003629582696632251*I	0.13394961255158702-0.000030735104693188305*I	0.058769953274144124-0.00002504258727555344*I	0.029976833583795964-0.000020693510474470613*I	0.017267316982898878-0.000017421524443783006*I	0.010896202480807858-0.000014881624404386272*I	0.007348678552757634-0.000012837514730661524*I	0.005202133916439925-0.000011139168354036395*I	0.0038156791478434755-9.689962454319255*^-6*I	0.0028722767309005063-8.425407601319533*^-6*I	0.002202240793455502-7.300777785757758*^-6*I	0.0017086067382972297-6.283918925253586*^-6*I	0.0013328441127893544-5.350943994115858*^-6*I	0.0010379224587783017-4.483559491170682*^-6*I	0.000799408954152231-3.667341782228043*^-6*I	0.0006005267416709516-2.8905845334633635*^-6*I	0.0004292736987201241-2.143499357835139*^-6*I	0.00027666040557777663-1.4176395004408787*^-6*I	0.00013557469977955924-7.054655177923525*^-7*I
0.0059699886308488236-4.941736618851885*^-6*I	0.014017877714524297-0.000010143733597997178*I	0.027991702334462132-0.00001592108266589727*I	0.05782652524586702-0.000022679297182658173*I	0.1339496125515871-0.0000307351046931883*I	0.36111566408429346-0.0000386591170592178*I	0.13466824310071834-0.00003280912859179167*I	0.05932695146007405-0.000026862437842090148*I	0.030414229300903328-0.000022286485432177927*I	0.017613889211038226-0.000018809118513527038*I	0.011172122547288757-0.00001608090497288828*I	0.007568346204087193-0.000013862092269450934*I	0.005375963614418338-0.000011999892620573254*I	0.003951253847623035-0.000010395427972111603*I	0.002975107438499873-8.982322835223548*^-6*I	0.002276272141066511-7.714234087011137*^-6*I	0.0017565530079095065-6.557583389774056*^-6*I	0.0013564071400821226-5.487192348764726*^-6*I	0.0010379224587783007-4.483559491170672*^-6*I	0.0007758459268594603-3.531093427579161*^-6*I	0.0005525804720586733-2.616920068942884*^-6*I	0.0003552423511091144-1.7300430565817495*^-6*I	0.00017382969797840906-8.607242665368564*^-7*I
0.003752667056243711-4.172129815131672*^-6*I	0.008473675514366648-8.516221638105597*^-6*I	0.01576689076869182-0.000013238383784351015*I	0.02925820303466475-0.00001861948657586721*I	0.05876995327414412-0.000025042587275553442*I	0.13466824310071826-0.00003280912859179167*I	0.36167266227022316-0.000040478967625754493*I	0.1351056388178257-0.00003440210354949901*I	0.059673523688213395-0.000028250031911834183*I	0.03069014936738423-0.000023485766000679942*I	0.017833556862367782-0.000019833696052316433*I	0.01134595224526717-0.00001694162923942514*I	0.007703920903866753-0.000014567557787243282*I	0.005478794322017704-0.00001255680785447727*I	0.004025285195234042-0.000010808884273364986*I	0.0030230537081121487-9.255987299744015*^-6*I	0.0022998351683592793-7.850482441660007*^-6*I	0.0017565530079095048-6.55758338977405*^-6*I	0.0013328441127893518-5.3509439941158445*^-6*I	0.0009899761891660219-4.209895026650194*^-6*I	0.0007018145792484505-3.1176371263257716*^-6*I	0.00044974976445930564-2.0600048350388615*^-6*I	0.00021966765132955512-1.0245775387893974*^-6*I
0.0025036868835178255-3.5744850192537175*^-6*I	0.005501680110411244-7.266780001485515*^-6*I	0.009740176214569293-0.000011214625548075563*I	0.016710318796968993-0.0000156016738772463*I	0.029976833583795964-0.000020693510474470596*I	0.05932695146007404-0.00002686243784209014*I	0.1351056388178257-0.00003440210354949902*I	0.3620192344983628-0.000041866561695498567*I	0.13538155888430664-0.00003560138411800107*I	0.05989319133954297-0.000029274609450623616*I	0.030863979065362642-0.00002434649026721683*I	0.017969131562147342-0.00002053916157010881*I	0.011448782952866535-0.000017498544473329183*I	0.007777952251477761-0.000014981014088496672*I	0.005526740591629978-0.000012830472318997746*I	0.004048848222526809-0.000010945132628013858*I	0.0030230537081121465-9.255987299744011*^-6*I	0.0022762721410665068-7.714234087011124*^-6*I	0.0017086067382972249-6.283918925253567*^-6*I	0.001258812765178341-4.937487692862454*^-6*I	0.0008871454815666544-3.6529797927461725*^-6*I	0.0005662398794688913-2.4121716085334197*^-6*I	0.00027592006648089666-1.1992805685020059*^-6*I
0.0017490130541675296-3.094650186353843*^-6*I	0.003770187583720469-6.27288892922368*^-6*I	0.006445108138688401-9.630070094380808*^-6*I	0.010458806763700503-0.000013288649446678955*I	0.017267316982898868-0.000017421524443782992*I	0.030414229300903314-0.00002228648543217793*I	0.05967352368821338-0.000028250031911834183*I	0.1353815588843066-0.000035601384118001065*I	0.36223890214969223-0.000042891139234288005*I	0.13555538858228505-0.00003646210838453793*I	0.06002876603932253-0.000029980074968415964*I	0.03096680977296202-0.000024903405501120846*I	0.018043162909758347-0.000020952617871362186*I	0.01149672922247881-0.000017772208937849646*I	0.007801515278770526-0.000015117262443145532*I	0.005526740591629976-0.000012830472318997726*I	0.004025285195234036-0.000010808884273364963*I	0.002975107438499865-8.98232283522352*^-6*I	0.0022022407934554947-7.300777785757726*^-6*I	0.0016057760306978563-5.727003691349541*^-6*I	0.0011232380653987816-4.2320221750701*^-6*I	0.0007133157835882452-2.7922555262093156*^-6*I	0.00034657222813933616-1.3875940697440221*^-6*I
0.0012665007002026424-2.6984039099699603*^-6*I	0.002692441082444687-5.457940279249133*^-6*I	0.004488818132851679-8.346912827827066*^-6*I	0.007002106324618298-0.000011449920660917496*I	0.010896202480807853-0.000014881624404386267*I	0.017613889211038205-0.000018809118513527035*I	0.03069014936738422-0.000023485766000679952*I	0.05989319133954296-0.00002927460945062362*I	0.13555538858228508-0.000036462108384537935*I	0.3623744768494718-0.00004359660475208034*I	0.13565821928988445-0.00003701902361844195*I	0.06010279738693355-0.000030393531269669355*I	0.031014756042574292-0.000025177069965641312*I	0.018066725937051113-0.000021088866226011058*I	0.011496729222478803-0.000017772208937849622*I	0.0077779522514777495-0.000014981014088496633*I	0.005478794322017692-0.000012556807854477232*I	0.003951253847623022-0.00001039542797211156*I	0.0028722767309004933-8.425407601319485*^-6*I	0.002066666093675934-6.595312267965368*^-6*I	0.0014319463327194465-4.866279424812682*^-6*I	0.000903570414069226-3.2074446362807005*^-6*I	0.00043739571710734837-1.5929749577073089*^-6*I
