0.5047054987889039-0.43169101107310803*I	-0.04482893038230013-0.38730102319974463*I	-0.20824691485840863-0.04489471754726046*I	-0.036818105362091284+0.11570138766791727*I	0.07608081615670009+0.017932955212739247*I	0.009048579010059395-0.05665887263757337*I	-0.04446628276891142-0.0014764473442096426*I	0.0008183631397116647+0.03564531233064897*I	0.029603341607138355-0.004985311434661123*I	-0.00520130819692096-0.024068573197261675*I	-0.020766261858079244+0.007934125574677684*I	0.007254999685418991+0.016567708393689262*I	0.01482187710375385-0.009187060041153492*I	-0.008137380312092804-0.011235504954735475*I	-0.010530831124274068+0.009489890568156365*I	0.008362732612118706+0.007233870391502182*I	0.007304498726653775-0.009209397837148598*I	-0.008187676931026205-0.004137261160236599*I	-0.00481479650380308+0.008564704782746407*I	0.007764841419207218+0.0017315525913025969*I	0.002865932472556126-0.007669077110183408*I	-0.007190824589077546+0.00012836284446081215*I	-0.0013284775207067045+0.006606606312874681*I	0.00653997963922934-0.001541247769114785*I	0.00013184442504736945-0.005448862095445099*I	-0.005835705472165205+0.002570785597014871*I	0.0008097193104510216+0.004253751363010808*I	0.005124838696060734-0.003257007993478041*I	-0.0015424284060181924-0.0030555670580531195*I	-0.004439891741352353+0.0036502472850808644*I	0.0020830292567132207+0.001903206894114592*I	0.00376476402749232-0.0037758913584576663*I	-0.0024933822069642024-0.0008256813590533275*I	-0.0031263124631805083+0.003658792438236285*I	0.0027952006327013027-0.00017241400881128533*I	0.0025297774458952708-0.0033695182523014585*I	-0.003007198063753259+0.0010215921038811055*I	-0.001968852172291302+0.0029012847511888486*I	0.0031551162489616706-0.0017223776008078529*I	0.001446504483863162-0.0022850771429749734*I	-0.0032461764076509546+0.002278138227861622*I	-0.0009458230021149004+0.0015820990930430696*I	0.0033017984858954392-0.002651259082130552*I	0.00046175418573605656-0.0008118267812223931*I	-0.0033365619252867518+0.0028344428472799332*I
-0.04482893038231348-0.387301023199747*I	0.29645858393046864-0.47658572862037724*I	-0.08164703574442245-0.2715996355318431*I	-0.1321660987017266-0.026961762334535334*I	-0.027769526352031754+0.05904251503033728*I	0.03161453338779465+0.016456507868528016*I	0.009866942149773324-0.02101356030692849*I	-0.014862941161764707-0.006461758778874673*I	-0.00438294505717801+0.011576739133389694*I	0.008837079749113526+0.0029488141400296855*I	0.002053691488554261-0.00750086480355322*I	-0.005944384754289705-0.001252934466455004*I	-0.0008823806266650938+0.005332203438975631*I	0.004291045979469012+0.0003028305270245392*I	0.0002253523000029632-0.004001634563221423*I	-0.0032263323976546476+0.00028049273100362305*I	0.0001750556810522922+0.0030966092312489377*I	0.0024897022228189867-0.000644693054421156*I	-0.00042283551183131663-0.0024057085689481667*I	-0.0019488640312436795+0.0008956276725521597*I	0.0005740168301411007+0.0018599154357534565*I	0.0015374549518634615-0.0010624707973181783*I	-0.0006508449498293582-0.001412884924659785*I	-0.001196633095637388+0.0011577442174299352*I	0.0007042741670870929+0.0010295378279100474*I	0.0009415637355218845-0.0011951107324137508*I	-0.0007108667760861044-0.0006862223964371152*I	-0.0007327090955641184+0.001198184304981707*I	0.0006849469546893563+0.00039323929162239364*I	0.0005406008506637393-0.001152360163922392*I	-0.0006751277138875638-0.00012564407336557659*I	-0.0004103529502697239+0.001077525535065199*I	0.0006384515642988563-0.00011709892022476738*I	0.0003018184257268778-0.000998095367870477*I	-0.0005965350172913113+0.00028927418592980135*I	-0.000211997431057025+0.0008491780950662351*I	0.0005609252735977351-0.00046823350111290603*I	0.00014791818520401201-0.0007007854969195655*I	-0.0005223476884243185+0.0006162076082284717*I	-0.00009106015867634492+0.0005557606270731321*I	0.0005006814817628831-0.000702978049907947*I	0.00005562207825615765-0.00037312085424225203*I	-0.0004840688163743165+0.0007702723118441917*I	-0.000034763439392588875+0.00018318376516261975*I	0.0004617541857322993-0.0008118267812183277*I
-0.20824691485842992-0.044894717547270514*I	-0.08164703574443422-0.2715996355318516*I	0.3725394000871447-0.4586527734076655*I	-0.0725984567343676-0.3282585081694393*I	-0.1766323814706294-0.028438209678759614*I	-0.02695116321231431+0.09468782736097564*I	0.06121787499493974+0.011471196433861498*I	0.0046656339528814515-0.0450821335041843*I	-0.03562920301978609+0.0014723667958253075*I	0.002872054628305298+0.02814444752711316*I	0.023658956852906702-0.0062382459010869706*I	-0.006083688823533788-0.018736369758254875*I	-0.01647521587857982+0.008236956101731599*I	0.0074803519854302215+0.012566073830497872*I	0.011595544706090952-0.008906567310122286*I	-0.007962324631064095-0.008138895723474605*I	-0.008041128901490831+0.008845197513724989*I	0.00793989710025187+0.004828161822528397*I	0.00535563469538721-0.008313770164624246*I	-0.007613660100894468-0.0022773457245049383*I	-0.0032773415519399387+0.007502233985412449*I	0.007113996469388502+0.000318667666630598*I	0.0016692993769402923-0.006511332892762219*I	-0.00648655042196642+0.0011579006723690612*I	-0.0003869137851666072+0.005411495580469832*I	0.005829112863163638-0.0022274701655294266*I	-0.0006008646704862-0.004250677790430013*I	-0.005150758517448696+0.002964024888672832*I	0.001350320161118763+0.003101391199119043*I	0.004449710982152802-0.0033826520668180484*I	-0.001952781356314943-0.0019780415229659195*I	-0.0038014401770783534+0.003533148364872424*I	0.0023848476824150375+0.0009051115262515736*I	0.003168229010179247-0.0034866171725292136*I	-0.002705379638032601+0.000023496736010151378*I	-0.002565387189587439+0.0031905589371221377*I	0.0029431188178972753-0.0008731995057293166*I	0.002007429757462357-0.002753310644067589*I	-0.0030982582224293267+0.0015773527309664002*I	-0.001468170690516445+0.0021983067013011384*I	0.0032107383272364344-0.002095498455022504*I	0.0009624356675067052-0.0015148048310977998*I	-0.0032809398470271525+0.0024613219930558973*I	-0.0004840688163740913+0.0007702723118468172*I	0.003301798485895513-0.0026512590821210907*I
-0.036818105362097314+0.11570138766790142*I	-0.13216609870172252-0.026961762334549614*I	-0.07259845673435533-0.3282585081694402*I	0.32807311731825506-0.46012922075188867*I	-0.07178009359464384-0.29261319583880524*I	-0.14702903986348334-0.03342352111343*I	-0.03215247140921228+0.07061925416372093*I	0.04045161313690263+0.019405322008565106*I	0.011920633638333466-0.02851442511045806*I	-0.02080732591604037-0.00771469324529148*I	-0.005265325683837756+0.016908942572408575*I	0.013128125728572042+0.0032516446670927185*I	0.0022790437885428674-0.011502499366744114*I	-0.009170717151947793-0.0009724417354273546*I	-0.0007073249456086642+0.008428812670240898*I	0.006780748202290246-0.00034186252739232796*I	-0.00019748321182528011-0.006407343132180956*I	-0.005175196428881458+0.001176120403533014*I	0.0007490725112189334+0.0049565246669776575*I	0.004027157174696284-0.0017071638517592433*I	-0.0010736804616614303-0.0038185934936245877*I	-0.003145497126877092+0.002053371889967212*I	0.0012782909972434454+0.0028894532636551356*I	0.0024790186873944633-0.002257581529723956*I	-0.0013617117259214417-0.002099107321071445*I	-0.0019293421912058818+0.0023559285224464743*I	0.0013892211217884027+0.001422777119565884*I	0.0014821645862018193-0.0023474708963085347*I	-0.0013859944899699704-0.0008118664697794277*I	-0.0011430620458358412+0.0022757098400686287*I	0.001323398518993315+0.00027614037141734585*I	0.0008424192763943632-0.0021504555317768967*I	-0.0012716627311900645+0.00016363011257409268*I	-0.0006223503813440391+0.0019267036301364394*I	0.0011993768378913776-0.0005853324213336271*I	0.0004497366109355597-0.0016988808647829404*I	-0.0011188827057140272+0.0009054817941694836*I	-0.0003030575897334383+0.0014049387221518642*I	0.0010616067553716265-0.001171211551008056*I	0.0002035402634816826-0.0010739063511449737*I	-0.0010064165047807612+0.0013864799200964373*I	-0.00012582359805841852+0.0007389443922605692*I	0.0009624356675035264-0.0015148048311115294*I	0.00005562207826663698-0.00037312085424079486*I	-0.000945823002099222+0.0015820990930583978*I
0.07608081615671114+0.017932955212729983*I	-0.02776952635201196+0.05904251503032941*I	-0.17663238147060506-0.028438209678748973*I	-0.07178009359462603-0.29261319583878026*I	0.35767645892540517-0.46511453218653626*I	-0.07698140179153834-0.3166817690360452*I	-0.16779530172152188-0.025489395538719244*I	-0.024897471723767432+0.0871869625574459*I	0.05527349024063831+0.010218261967437314*I	0.0037832533261805204-0.03974993006518166*I	-0.031338157040384895+0.0017751973228695415*I	0.003097406928231352+0.02414281296390548*I	0.020432624455206834-0.005957753170079047*I	-0.005908633142478847-0.015639760527014636*I	-0.01398551365572775+0.00759226304729566*I	0.007057516473642323+0.010160365261539551*I	0.009646680674901173-0.008010939637572597*I	-0.0073883078008582445-0.0062789802877192165*I	-0.006503673949571011+0.007782726716411889*I	0.007289052150450122+0.0034152768978737064*I	0.004159001599753662-0.007156025947194809*I	-0.006909385933810369-0.001247807896602671*I	-0.0023357778164245003+0.006307123252995818*I	0.006403129693283948-0.000367554729790985*I	0.0009365902813474572-0.00531314858775073*I	-0.0058016034673016685+0.0015511399640140559*I	0.0001536870654836909+0.004259135416551742*I	0.005153985149269493-0.0023531142388999423*I	-0.0010112176207545376-0.0031731522553664626*I	-0.004512306953130743+0.002846925968450792*I	0.0016521385868790695+0.002103295831252309*I	0.0038531759648897696-0.0030933778808846036*I	-0.0021647787873615657-0.0011288634278950535*I	-0.003240514903479375+0.0030649148637630647*I	0.0025327658676280625+0.00020432602933451028*I	0.0026458813217751344-0.00287040956429278*I	-0.0027964397966867274+0.0005792573630966201*I	-0.002064705707806277+0.00248758088722453*I	0.002998740896172111-0.0012463203599699139*I	0.0015233609411048545-0.001983038332225042*I	-0.003133021661815023+0.001760536496128538*I	-0.0010064165047892475+0.0013864799200764596*I	0.0032107383272306045-0.002095498455040616*I	0.0005006814817814785-0.0007029780499025541*I	-0.00324617640762237+0.0022781382278793394*I
0.009048579010065476-0.05665887263757072*I	0.03161453338780008+0.016456507868530576*I	-0.0269511632123069+0.09468782736099181*I	-0.14702903986346813-0.03342352111338732*I	-0.07698140179152306-0.3166817690360058*I	0.336910197067372-0.4571804066118154*I	-0.06972640210608697-0.3001140606423177*I	-0.15297342461777422-0.03467645557985036*I	-0.03303485203589186+0.07595145760271282*I	0.04474265911634196+0.019708152535585808*I	0.012145985938300886-0.03251605967369188*I	-0.024033658313717034-0.00743420051429979*I	-0.00509027000278194+0.020005551803639495*I	0.015617827951416998+0.002606951612643055*I	0.0018562082767484883-0.013908207935720444*I	-0.0111195811831534-0.00007681406288897304*I	-0.0001333081154358098+0.010288728105994589*I	0.00831820315417131-0.0014043333247027005*I	-0.0008483281616499476-0.007820228056825619*I	-0.006371829524514742+0.002333864620983468*I	0.0014533466783166144+0.005986062494902549*I	0.004968720910225939-0.002902274584167178*I	-0.001784547237752401-0.004504815890051318*I	-0.0038782062224538153+0.0032515561949719232*I	0.001963237951926325+0.0032826925552996845*I	0.003019619538059225-0.0034099416936425853*I	-0.0020368394398103604-0.0022247513944479657*I	-0.002339695141480952+0.003433454057501889*I	0.002027672686083071+0.0013056781993386142*I	0.0017839830119276948-0.0033455662641796945*I	-0.0019825295072599947-0.0005225922838544479*I	-0.001355059476888146+0.0031248879351255497*I	0.0018843237925975735-0.0001920931297084187*I	0.0009903374616070824-0.002851241028710213*I	-0.0017940104195964396+0.0007798377207933482*I	-0.0007134105399878516+0.0024824642572063424*I	0.0017000583196879627-0.0012883104712424584*I	0.0005053586892106072-0.0020720017190265665*I	-0.00160295152208583+0.0016757541060116168*I	-0.00033782102912676825+0.0015881224873125755*I	0.0015233609410981537-0.0019830383322308135*I	0.00020354026346283525-0.001073906351154849*I	-0.0014681706905343207+0.0021983067013027257*I	-0.00009106015867280722+0.0005557606270907535*I	0.0014465044838794794-0.0022850771429565875*I
-0.04446628276891858-0.0014764473442070026*I	0.009866942149758732-0.021013560306925656*I	0.06121787499492331+0.011471196433868151*I	-0.03215247140921851+0.07061925416374332*I	-0.1677953017215128-0.025489395538685216*I	-0.06972640210607489-0.30011406064229273*I	0.3517320741711254-0.46636746665295276*I	-0.0778637824181953-0.31134956559704485*I	-0.1635042557420458-0.025186565011690563*I	-0.02467211942374229+0.08318532799421285*I	0.052047157843032855+0.010498754698425901*I	0.00395830900729756-0.036653320833947595*I	-0.02884845481751148+0.001130504268429016*I	0.002674571416426254+0.021737104394933444*I	0.01848376042396246-0.005062125497544626*I	-0.0053346163123569835-0.0137798450912693*I	-0.012448058703901027+0.0065297922499707286*I	0.0064066715237625265+0.008747480336870136*I	0.008450047579219843-0.006853195420147625*I	-0.006684033633785433-0.0052494424598024635*I	-0.005562110214034231+0.0065876159840158165*I	0.006578185374388055+0.002729054501464482*I	0.0034262925042086055-0.005957841642175115*I	-0.006224438979100678-0.0008545686049444931*I	-0.0017951769657325472+0.005154763089091388*I	0.005728001979422832-0.0004931988031557773*I	0.0005262373310902129-0.004235623052685762*I	-0.005163151903008368+0.001434041043798231*I	0.0004555054911901748+0.003261040048693197*I	0.004557450131947114-0.0020638400529660776*I	-0.0012232150518421644-0.002323974160307806*I	-0.003951381679551071+0.0023786924673193746*I	0.0018000567720809918+0.0014025103343093097*I	0.0033308282764777006-0.0024771702726734445*I	-0.0022558389460094657-0.0005731028008288988*I	-0.002739833421674807+0.002361936813850101*I	0.0025883879459193183-0.00016879482491654905*I	0.00216181250540696-0.002100137252453573*I	-0.0028312032360985114+0.0007624411282644585*I	-0.0016029515220993384+0.00167575410601664*I	0.002998740896143666-0.0012463203599609564*I	0.00106160675533355-0.001171211550994891*I	-0.0030982582224663587+0.0015773527309844032*I	-0.0005223476884499597+0.0006162076082492058*I	0.003155116248949652-0.0017223776007928423*I
0.000818363139703804+0.0356453123306447*I	-0.014862941161781064-0.006461758778873078*I	0.0046656339528573-0.04508213350418455*I	0.04045161313687954+0.019405322008552998*I	-0.024897471723778864+0.08718696255743355*I	-0.15297342461777155-0.03467645557984322*I	-0.07786378241819082-0.31134956559703036*I	0.34120124304685046-0.45687757608479096*I	-0.06950104980605774-0.3041156952055359*I	-0.1561997570153835-0.03439596284883973*I	-0.0328597963547808+0.0790480668339676*I	0.047232361339215954+0.019063459481161126*I	0.011723150426503097-0.0349217682426533*I	-0.025982522344960356-0.006538572841761936*I	-0.00451625317267318+0.02186546723938571*I	0.01715528290322887+0.0015444808153221128*I	0.0012053633268687975-0.015321092860387998*I	-0.012316214278824223+0.0010809301545246397*I	0.0005709660516372236+0.01131826593388573*I	0.009259766889692808-0.002599444057124171*I	-0.0015591949377269806-0.00850645045324641*I	-0.007104538620060483+0.00353204892600655*I	0.0021382936330323625+0.006379301786576011*I	0.005509321760920136-0.00405463474804986*I	-0.0024596749516148366-0.004630459963397961*I	-0.004288559172710667+0.004329081730046303*I	0.0026016895162192136+0.0031655936350878508*I	0.0033214379637624813-0.004408037061496891*I	-0.002633374457130643-0.0019354772085088713*I	-0.0025516925725541954+0.004282632152565629*I	0.002588597959682169+0.0008374446982140476*I	0.0019319011971406636-0.004046351761113623*I	-0.00250487719567429+0.00009361532436732676*I	-0.0014461196355468732+0.0036806485622055862*I	0.0023850052743947968-0.0008950711796036413*I	0.0010459595399059287-0.0032243618829468816*I	-0.0022780792359408074+0.0015501100326356532*I	-0.0007481739793785092+0.0026656480223714234*I	0.002161812505398248-0.0021001372524484386*I	0.0005053586891730103-0.0020720017190105538*I	-0.002064705707865088+0.0024875808872459335*I	-0.0003030575897877513+0.0014049387221694092*I	0.0020074297574207327-0.002753310644056149*I	0.00014791818516739693-0.0007007854969064124*I	-0.0019688521723175145+0.0029012847512003698*I
0.02960334160714314-0.004985311434657789*I	-0.004382945057190628+0.011576739133403006*I	-0.035629203019818236+0.0014723667958324927*I	0.01192063363830511-0.028514425110477946*I	0.0552734902406273+0.010218261967404826*I	-0.033034852035897254+0.07595145760270235*I	-0.16350425574205796-0.025186565011679787*I	-0.06950104980606805-0.30411569520552706*I	0.34850574177349575-0.46608697392194937*I	-0.07768872673712104-0.30825295636578587*I	-0.16101455351922728-0.025831258066103216*I	-0.02509495493558812+0.08077961942526433*I	0.05009829381177705+0.011394382370972792*I	0.004532325837426822-0.03479340539819709*I	-0.02731099986567201+0.00006803347111143711*I	0.002023726466571508+0.02032421947027564*I	0.01728712732832452-0.003904381280114567*I	-0.004630342145242568-0.012750307263362234*I	-0.011506494968350281+0.005334681517554203*I	0.005695804747686416+0.008061257940438563*I	0.007717338483655675-0.0056550111151474555*I	-0.005999086679091293-0.004856203168155312*I	-0.005021509363360309+0.005435255820112136*I	0.005903057660506147+0.0026034104281070646*I	0.003015939553937962-0.004880316107104953*I	-0.005585987414810768-0.0009716675251592782*I	-0.0014933585400280455+0.004156667721233046*I	0.0051314669621028-0.00020392461721983288*I	0.00031423990002117284-0.0033864449576214532*I	-0.004602226629388618+0.0009658075426781211*I	0.0006034236764361932+0.00256025455176851*I	0.004035102443556512-0.0014476324447311832*I	-0.0013142752105015252-0.001768213533213189*I	-0.0034507001977758228+0.0016757144174394337*I	0.001855678850355195+0.0010293894800880012*I	0.002846759460123276-0.0017068979608207832*I	-0.00229060238538848-0.00038991903566267064*I	-0.0022780792359399058+0.0015501100326371677*I	0.002588387945905817-0.00016879482490656748*I	0.0017000583196452312-0.0012883104712224282*I	-0.0027964397967416227+0.0005792573631139349*I	-0.0011188827057513917+0.0009054817941778248*I	0.002943118817877829-0.000873199505724324*I	0.0005609252735800931-0.00046823350110287114*I	-0.0030071980637683127+0.0010215921038904396*I
-0.005201308196905634-0.0240685731972414*I	0.008837079749093358+0.0029488141400533354*I	0.002872054628254255+0.028144447527120812*I	-0.020807325916060635-0.0077146932453032386*I	0.0037832533262024412-0.03974993006519555*I	0.0447426591163505+0.01970815253558414*I	-0.02467211942377411+0.08318532799421822*I	-0.15619975701541478-0.03439596284883689*I	-0.07768872673712542-0.3082529563657856*I	0.34369094526966504-0.4575222691392192*I	-0.06992388531791664-0.30652140377448694*I	-0.15814862104665992-0.033500335176283036*I	-0.03228577952466146+0.08090798226973109*I	0.048769816291066824+0.018000988683854323*I	0.011072305476668098-0.03633465316730628*I	-0.027179155440584343-0.005380828624332154*I	-0.0038119790055489043+0.022895005067294597*I	0.018096846638787682+0.0003493700829149152*I	0.0004944965507935883-0.016007315256806622*I	-0.013048923374394113+0.0022791144595285923*I	0.0012559130063296393+0.011711505225520636*I	0.009800367740367688-0.0037518042210537357*I	-0.002234322651616623-0.008632094526637228*I	-0.007514891570349977+0.004609574461043465*I	0.0027767451973115696+0.006262202866336019*I	0.005811140186633617-0.005052730115918727*I	-0.003056209968920672-0.004341185777459986*I	-0.004500556603779972+0.0051782598251174*I	0.0031626147898237253+0.002697360133976475*I	0.0034693561489925204-0.005108822558411586*I	-0.0031557221455290403-0.0013192696002681397*I	-0.0026427527312193806+0.004838392779656175*I	0.00308927944144662+0.00013446664832103805*I	0.0019875232753974507-0.004419472615347907*I	-0.002988946012050208+0.0008638876362142009*I	-0.00148088307494537+0.003863832327370168*I	0.0028467594601159106-0.0017068979608187965*I	0.0010459595398904632-0.003224361882941874*I	-0.002739833421695263+0.0023619368138635636*I	-0.0007134105400071482+0.0024824642572227893*I	0.002645881321764728-0.0028704095642832278*I	0.0004497366109330325-0.0016988808647727593*I	-0.002565387189586008+0.0031905589371398063*I	-0.00021199743105547664+0.0008491780950838432*I	0.002529777445897108-0.003369518252293563*I
