0.7401863382336638-0.35435367670957774*I	0.3634683080215838-0.3686177302671494*I	0.08128889966814268-0.4786860468633779*I	-0.06974295344801595-0.18790502492840927*I	-0.23888918395816577+0.0540137162298282*I	-0.1633054304998635+0.10283731502942234*I	-0.13019137270302886+0.17838228519361626*I	-0.13094491003750122+0.3002936303708801*I	-0.16577415334476084+0.500268224953569*I	-0.30684657316919817+0.2071148196600029*I	-0.28883062954142735-0.08623313340910777*I	-0.10996457271887917-0.5252995818257085*I	-0.04092567451319987-0.622268871110888*I	0.30938825175416707-0.43214756046267305*I
0.36346830802158286-0.36861773026714845*I	0.7332534176685639-0.4093866419488814*I	0.2937253545735663-0.5565227551955569*I	0.026835655552350346-0.2838907737434065*I	-0.2330483839478802-0.08506770989898643*I	-0.17537744575487765+0.007870417201332497*I	-0.1633054304998636+0.10283731502942223*I	-0.19370311090631703+0.22452558422211177*I	-0.274486052706835+0.4045711350014598*I	-0.378139050748692+0.08374402733197006*I	-0.34706819244006193-0.13027973723729608*I	-0.09621411960913488-0.5644346385142135*I	-0.1640446289862974-0.5888294120212307*I	0.08822182023324028-0.42365308162407184*I
0.08128889966814037-0.47868604686337607*I	0.2937253545735652-0.5565227551955564*I	0.5825860539436367-0.7790260073431243*I	0.13041992407370195-0.4536854401661344*I	-0.2877916569930538-0.24629004543993205*I	-0.23304838394788036-0.08506770989898627*I	-0.23888918395816586+0.0540137162298283*I	-0.3068465731691975+0.20711481966000234*I	-0.4546047828861867+0.41403509154446017*I	-0.5477560559255791-0.017891131794825155*I	-0.49553045739938917-0.20823377956642558*I	-0.10742289413391395-0.7503323226283757*I	-0.3297563040546301-0.708502004519993*I	-0.10996457271888156-0.5252995818257067*I
-0.06974295344801927-0.18790502492840638*I	0.026835655552347237-0.28389077374340405*I	0.13041992407369848-0.45368544016613166*I	0.5578759719136839-0.40151622474754756*I	0.13041992407370204-0.45368544016613466*I	0.02683565555235029-0.28389077374340677*I	-0.06974295344801593-0.18790502492840938*I	-0.1844359398423734-0.1407815568901433*I	-0.34706819244005915-0.13027973723729874*I	-0.2899172305154512-0.3399090542921026*I	-0.4385306816931335-0.1842582770197702*I	-0.2899172305154559-0.3399090542920985*I	-0.34706819244006626-0.1302797372372925*I	-0.1844359398423781-0.1407815568901392*I
-0.2388891839581713+0.05401371622983246*I	-0.2330483839478863-0.08506770989898187*I	-0.28779165699306164-0.24629004543992628*I	0.1304199240736983-0.45368544016613194*I	0.5825860539436365-0.7790260073431247*I	0.29372535457356613-0.5565227551955576*I	0.0812888996681426-0.478686046863378*I	-0.10996457271887754-0.5252995818257101*I	-0.3297563040546233-0.7085020045199987*I	-0.10742289413391157-0.750332322628378*I	-0.49553045739939083-0.20823377956642458*I	-0.5477560559255876-0.017891131794818882*I	-0.4546047828861957+0.4140350915444674*I	-0.30684657316920405+0.2071148196600074*I
-0.16330543049986745+0.1028373150294253*I	-0.17537744575488212+0.00787041720133587*I	-0.23304838394788618-0.08506770989898185*I	0.02683565555234718-0.2838907737434042*I	0.2937253545735653-0.5565227551955565*I	0.7332534176685638-0.40938664194888186*I	0.3634683080215838-0.3686177302671495*I	0.08822182023324253-0.4236530816240739*I	-0.16404462898629335-0.5888294120212342*I	-0.09621411960913415-0.5644346385142145*I	-0.3470681924400635-0.13027973723729505*I	-0.378139050748698+0.0837440273319747*I	-0.274486052706841+0.40457113500146497*I	-0.19370311090632134+0.22452558422211538*I
-0.1301913727030322+0.17838228519361868*I	-0.16330543049986748+0.10283731502942518*I	-0.23888918395817138+0.05401371622983231*I	-0.06974295344801942-0.1879050249284066*I	0.08128889966814037-0.4786860468633763*I	0.3634683080215829-0.36861773026714884*I	0.7401863382336636-0.35435367670957785*I	0.309388251754168-0.43214756046267383*I	-0.040925674513197625-0.6222688711108897*I	-0.10996457271888-0.5252995818257081*I	-0.28883062954142896-0.08623313340910657*I	-0.3068465731692034+0.2071148196600067*I	-0.1657741533447654+0.5002682249535726*I	-0.1309449100375046+0.30029363037088264*I
-0.1309449100375046+0.30029363037088297*I	-0.1937031109063213+0.22452558422211544*I	-0.30684657316920394+0.2071148196600074*I	-0.184435939842378-0.14078155689013955*I	-0.10996457271888144-0.5252995818257071*I	0.08822182023324034-0.42365308162407256*I	0.30938825175416707-0.4321475604626734*I	0.6110388434872236-0.552969466196394*I	0.07161483147357797-0.8175023292568283*I	-0.1522532847773519-0.6227534128691582*I	-0.30568040701022503-0.06463602733023976*I	-0.3153549160956675+0.3843047804423241*I	-0.10021356067482401+0.7260184759782753*I	-0.10226241514147613+0.45412492592507614*I
-0.16577415334476517+0.5002682249535727*I	-0.27448605270684096+0.4045711350014649*I	-0.45460478288619544+0.41403509154446716*I	-0.34706819244006604-0.13027973723729291*I	-0.3297563040546301-0.7085020045199936*I	-0.1640446289862973-0.5888294120212315*I	-0.04092567451319978-0.6222688711108881*I	0.07161483147357692-0.8175023292568273*I	0.20285694387640932-1.2252792315263943*I	-0.2340655755366486-0.8821383565870665*I	-0.40200062669894643-0.05987485639793638*I	-0.4058939676850493+0.6613824486480357*I	-0.06078109562793452+1.1405235094012616*I	-0.1002135606748238+0.726018475978275*I
-0.3068465731692034+0.20711481966000717*I	-0.37813905074869786+0.08374402733197492*I	-0.5477560559255874-0.017891131794818438*I	-0.28991723051545604-0.3399090542920988*I	-0.10742289413391388-0.7503323226283762*I	-0.09621411960913484-0.5644346385142144*I	-0.10996457271887926-0.525299581825709*I	-0.1522532847773498-0.6227534128691599*I	-0.23406557553664442-0.8821383565870702*I	0.143430642614208-0.7914180986232309*I	-0.33427913621146915-0.15611988060879392*I	-0.5698706160144942+0.21567629349824133*I	-0.4058939676850497+0.6613824486480363*I	-0.31535491609566757+0.3843047804423243*I
