0.4046131176541996-0.07029634117402578*I	0.18264349343941652-0.11372478951531158*I	0.08105724261649129-0.11371626200793093*I	0.02960114272535049-0.07027790036262205*I
0.18264349343941652-0.11372478951531159*I	0.4856703602706909-0.1840126031819567*I	0.21224463616476696-0.18400268987793364*I	0.0810572426164913-0.11371626200793096*I
0.0810572426164913-0.11371626200793096*I	0.212244636164767-0.18400268987793367*I	0.48567036027069094-0.18401260318195675*I	0.18264349343941655-0.11372478951531165*I
0.029601142725350492-0.07027790036262208*I	0.08105724261649133-0.11371626200793099*I	0.18264349343941658-0.11372478951531166*I	0.4046131176541997-0.0702963411740258*I
