0.4328702853544541-0.09992920953831118*I	0.15773574049453723-0.16166310299959014*I	0.01626593082575612-0.16164674157856151*I	-0.0238097791673358-0.09989726405378063*I
0.15773574049453726-0.1616631029995902*I	0.4491362161802103-0.26157595111687276*I	0.13392596132720141-0.26156036705337077*I	0.016265930825756142-0.16164674157856151*I
0.016265930825756118-0.16164674157856151*I	0.1339259613272014-0.2615603670533707*I	0.4491362161802102-0.2615759511168726*I	0.1577357404945372-0.16166310299959005*I
-0.0238097791673358-0.09989726405378059*I	0.01626593082575612-0.16164674157856146*I	0.1577357404945372-0.16166310299959002*I	0.43287028535445415-0.0999292095383111*I
