0.3014827489643654-0.00001261955627552963*I	0.10278893044761006-0.000010081095514801782*I	0.038680879221171-6.280325513798009*^-6*I	0.013727505888643453-2.964507226403914*^-6*I
0.10278893044761007-0.00001008109551480178*I	0.34016362818553636-0.00001889988178932764*I	0.11651643633625354-0.0000130456027412057*I	0.038680879221171006-6.2803255137980104*^-6*I
0.038680879221171-6.280325513798009*^-6*I	0.11651643633625355-0.000013045602741205697*I	0.3401636281855365-0.000018899881789327645*I	0.10278893044761014-0.000010081095514801789*I
0.013727505888643451-2.9645072264039135*^-6*I	0.038680879221171-6.28032551379801*^-6*I	0.10278893044761012-0.000010081095514801787*I	0.30148274896436544-0.000012619556275529636*I
