0.46213212959312516-0.43116672553091784*I	-0.04061375618558376-0.40417481886497925*I	-0.15734692592630073-0.04148044658969885*I	-0.05102619914867436+0.15569684785794324*I
-0.040613756185585576-0.40417481886497886*I	0.30478520366682205-0.47264717212061613*I	-0.09163995533425973-0.24847797100703453*I	-0.1573469259263016-0.04148044658969735*I
-0.15734692592630528-0.04148044658969896*I	-0.09163995533426383-0.24847797100703484*I	0.3047852036668204-0.47264717212061375*I	-0.04061375618558549-0.4041748188649763*I
-0.05102619914867823+0.15569684785794313*I	-0.15734692592630573-0.04148044658969763*I	-0.04061375618558749-0.40417481886497675*I	0.4621321295931238-0.4311667255309156*I
