-0.5181061637404505-0.3367111108310242*I	0.04703893734975563+0.3553835135541505*I	0.16727224453413186-0.11252819688382598*I	-0.08850689565551076-0.08009651614665143*I	-0.04539853132611284+0.06463670443204035*I	0.04947395309556582+0.029855557569792333*I	0.020174095651686548-0.040342128430476576*I	-0.033303354795213874-0.014441902912823467*I	-0.009890652938625018+0.028732853444974078*I	0.024476302881278247+0.007165378742831795*I	0.004596780464796797-0.021851804047460035*I	-0.018892147655388564-0.0031301594800014288*I	-0.0015217261624449478+0.017279907437083693*I	0.01501526236019435+0.0006689779954864399*I	-0.0003929253621729162-0.01399928859647859*I	-0.012146276159031471+0.0009209870122444654*I	0.0016317515504153635+0.01151295631033691*I	0.00992336140619999-0.0019832001962145685*I	-0.0024451542187760703-0.009550663833284593*I	-0.008141620459119075+0.0027033858405873775*I	0.002974517278168747+0.007953596004340032*I	0.006676842378849817-0.0031899653228053856*I	-0.003305290488703807-0.0066226638428547495*I	-0.005449716352716962+0.0035101667510672578*I	0.00349218913271151+0.0054930121021638705*I	0.004407304339409349-0.0037077281336924837*I	-0.003571906854571171-0.004520606460338824*I	-0.003512997330162479+0.0038124316741099612*I	0.003570058060287747+0.0036744449063110486*I	0.002740791906671032-0.003845199350813994*I	-0.003505355410304996-0.002932158039941576*I	-0.00207156143076044+0.0038212017108569815*I	0.0033918592896755016+0.002277326964553826*I	0.0014908708364559913-0.003751980855588676*I	-0.0032403710236345723-0.001697370165760522*I	-0.0009877431810926627+0.003646292593536482*I	0.0030596768622041547+0.0011826559986333263*I	0.0005533741439528916-0.0035110486312588903*I	-0.0028568953340680006-0.0007256843423433418*I	-0.00018064181650945523+0.0033519418731758318*I	0.002637933395107154+0.0003203394625666524*I	-0.00013626885241284042-0.003173575163694386*I	-0.0024079588073377283+0.00003830660049654273*I	0.0004024517886584814+0.0029798297625044513*I	0.00217131447843618-0.00035431840636208716*I	-0.0006222603528499814-0.002774061248826157*I	-0.001931847708552688+0.0006311683514614068*I	0.0007995927889083535+0.0025591410894674864*I	0.0016929698822797708-0.0008718170763313763*I	-0.0009380426162668117-0.0023375882432273526*I	-0.0014576684788947356+0.0010788355779284273*I	0.0010409356276044031+0.002111652924532682*I	0.001228595587021008-0.001254528105523281*I	-0.001111434938113733-0.0018833136385132821*I	-0.0010080396760502547+0.0014009373049605567*I	0.0011524762149876361+0.0016543728057777612*I	0.0007981300436790781-0.001519944479534214*I	-0.0011670486789131912-0.0014264460158374829*I	-0.0006005603670221651+0.0016132819751492368*I	0.0011579114730812443+0.0012009991312186394*I	0.00041688345867018614-0.0016825778175944817*I	-0.0011278318340496836-0.000979335968143699*I	-0.00024838407904806636+0.0017293274369653627*I	0.001079563240937003+0.000762677267467863*I	0.000096004471491523-0.0017549703854626059*I	-0.0010156702789151826-0.0005521448980792567*I	0.00003941112422276474+0.0017609298906807746*I	0.0009387781259300118+0.0003486903751682988*I	-0.00015732701980995838-0.0017485137738798484*I	-0.0008514185160998276-0.00015319268912877032*I	0.0002574351974062892+0.001718942001481964*I	0.0007560415193146662-0.00003345456312617154*I	-0.0003396466805368764-0.0016735245141018618*I	-0.0006549918261710656+0.00021055263680455632*I	0.00040402254619771935+0.001613477794871821*I	0.0005506224870060574-0.0003775004068794258*I	-0.0004509497377905647-0.0015398815276425237*I	-0.00044505631957673074+0.0005336009720641677*I	0.00048088417412671267+0.0014539764782452134*I	0.00034041777576392416-0.0006784017861844846*I	-0.0004945560457414261-0.001356831092425985*I	-0.00023865459665768475+0.000811409177592792*I	0.0004928572556394059+0.0012495439092272138*I	0.00014154958298660838-0.0009321971356151141*I	-0.00047676455440118584-0.0011332109735096105*I	-0.000050866335829681064+0.001040428652606172*I	0.0004475682413649963+0.0010088634062613143*I	-0.000031965462370176-0.001135763842154734*I	-0.00040652808926470123-0.0008775761589928084*I	0.00010554693082417912+0.0012179852025936788*I	0.0003551150993824154+0.0007403145438930561*I	-0.00016869294879955356-0.0012868154567935556*I	-0.00029491376734324147-0.0005981174070568095*I	0.00022044397299553675+0.001342053828145721*I	0.00022753212215187143+0.0004520595075183711*I	-0.0002599512567263249-0.0013836810931339128*I	-0.00015472890030220258-0.00030298409065907157*I	0.00028661902501004476+0.0014114564755827472*I	0.00007830118051630032+0.0001519650970836595*I	-0.00030008669860230656-0.0014253413076502411*I
0.047038937349756456+0.35538351355415165*I	-0.3508339192063222-0.4492393077148521*I	-0.04146795830575246+0.27528699740750023*I	0.12187371320801899-0.047891492451786824*I	-0.039032942559947575-0.05024095857685903*I	-0.025224435674422997+0.02429457600156589*I	0.016170598300351474+0.015413654656965675*I	0.010283442713058432-0.01160927498549962*I	-0.008827051913931586-0.007276524169993461*I	-0.005293872473831098+0.006881049397515474*I	0.005584155225890266+0.004035219262828822*I	0.0030750543023526917-0.004571896610375021*I	-0.0038768852951956583-0.0024611814845158547*I	-0.0019146515246170584+0.0032806188406059073*I	0.002868986201163288+0.0015899650077298836*I	0.001238826188241229-0.0024863322861411147*I	-0.0022229147528311584-0.001062213183969198*I	-0.0008134026683591793+0.001962292477050484*I	0.0017817409470779234+0.0007201856443739305*I	0.0005293630593954806-0.0015970678289444664*I	-0.001464778080270451-0.00048657948221806166*I	-0.0003307732105356867+0.0013309321614843569*I	0.0012271260261343658+0.0003202014282625607*I	0.0001868986440067174-0.0011296517406894988*I	-0.001042412013307822-0.00019756138262846436*I	-0.00007971772185913571+0.0009724056418281185*I	0.0008943070092473889+0.00010470354041603514*I	-1.848794285052049*^-6-0.0008461615540277289*I	-0.0007722054234902068-0.00003276767670334176*I	0.00006470264998286785+0.0007422868663681391*I	0.000669230475910354-0.000023997639955259806*I	-0.00011349612063115292-0.0006548310753892862*I	-0.0005806905943005446+0.00006922085526980926*I	0.00015148826603624116+0.0005799567987905377*I	0.0005031276553674522-0.00010568826204786478*I	-0.00018069416143355705-0.000514714167130951*I	-0.0004343690371383158+0.00013524396227836504*I	0.00020278152813762407+0.00045697165629168585*I	0.0003727323274390079-0.00015910675808418427*I	-0.00021896193895558854-0.0004053448797779551*I	-0.00031691066892607734+0.0001783667094839018*I	0.00022997458777161044+0.00035864606306153414*I	0.0002661829362437331-0.00019374540118922292*I	-0.00023664432889954813-0.00031601180586617684*I	-0.00021980856419276894+0.00020576851367877503*I	0.00023946676988394823+0.0002768499450996942*I	0.0001773324360575937-0.0002149201593594172*I	-0.0002388778262714036-0.00024064872487027488*I	-0.00013844982735942028+0.00022155284624169*I	0.00023530140338432628+0.00020701850159577826*I	0.00010289301133926258-0.00022593531869493616*I	-0.00022907289187515216-0.00017569252759336824*I	-0.00007049931050772669+0.00022833928601733244*I	0.00022055591096762346+0.00014640919944018294*I	0.00004104127687841816-0.00022894083273939704*I	-0.00020990963237537823-0.0001190071745701681*I	-0.000014572463922477435+0.0002279267899386799*I	0.00019756967665398675+0.00009333749561540977*I	-9.137205828542343*^-6-0.0002254468846204514*I	-0.0001836769083545582-0.00006929584244129933*I	0.000030079639031781556+0.0002216631630703156*I	0.00016849937962365934+0.00004674961937389403*I	-0.00004826859311402147-0.00021665870067689584*I	-0.00015237960755597673-0.000025642948496762746*I	0.00006389296202064726+0.0002105323693875692*I	0.0001354155957172182+5.959505219965046*^-6*I	-0.0000768921529893002-0.0002034545229135966*I	-0.00011791589558303583+0.000012416116804624132*I	0.0000873596098265001+0.00019549768603499822*I	0.0001001081775990577-0.000029571772393213504*I	-0.00009537699678552066-0.00018664725225944905*I	-0.00008221148313385916+0.00004541748738464505*I	0.00010104969314966939+0.00017709807367402054*I	0.00006437586565472456-0.00006004671922674063*I	-0.00010436933916105227-0.0001669477700766721*I	-0.00004692719159463196+0.00007359626723032696*I	0.00010556616743032291+0.00015610056518370152*I	0.000029934436334852305-0.00008590504939668718*I	-0.00010463854381084727-0.00014480081411946756*I	-0.000013671871617490145+0.00009714538581682697*I	0.0001017631791099001+0.00013300739141126352*I	-1.6987901061636786*^-6-0.00010728718320162747*I	-0.00009710501366729475-0.00012078795801930186*I	0.000016092701235542643+0.0001163329357143491*I	0.00009068324715815477+0.00010823151699370006*I	-0.00002919631303593343-0.00012434756724958204*I	-0.00008283179820128109-0.0000953351895482096*I	0.00004104015210205058+0.0001312872472682991*I	0.00007358146845292748+0.00008222136043866952*I	-0.000051412989882296576-0.00013726161509782344*I	-0.0000631460179746925-0.00006883025420363333*I	0.00006020133203837811+0.00014219713684034135*I	0.00005175102419680921+0.0000552383713493934*I	-0.00006738164519224826-0.00014605789953721831*I	-0.00003950728373035724-0.00004162726498883242*I	0.00007280322185040121+0.00014907541686029932*I	0.000026667768281887792+0.000027775382447132263*I	-0.0000764277197839936-0.00015101899357307592*I	-0.000013467673593319262-0.000013884832069995449*I	0.0000783011805165553+0.00015196509708536188*I
0.16727224453413142-0.11252819688382788*I	-0.041467958305752395+0.2752869974075021*I	-0.3962324505324358-0.3846026032828138*I	0.00800599478981116+0.3051425549772929*I	0.14204780885971066-0.08823362088226055*I	-0.07233629735516472-0.06468286148968681*I	-0.03511508861305018+0.0530274294465439*I	0.04064690118163519+0.02257903339979506*I	0.014880223177850503-0.0334610790329581*I	-0.027719199569318183-0.010406683649997176*I	-0.006815598636276454+0.02416095683460186*I	0.02059941758608453+0.004704197258313071*I	0.0026821289401798534-0.01857118520685209*I	-0.016023161454226657-0.00154019447227307*I	-0.0002828999742032675+0.014793575150944451*I	0.012792347607364477-0.00039323518848450044*I	-0.0012063280305336375-0.012036996119428258*I	-0.0103645352119542+0.0016411726566209026*I	0.0021611146098138054+0.009915888481389868*I	0.008458583325925929-0.002469779678432289*I	-0.0027759274293093624-0.008219731671799072*I	-0.00691449443298504+0.003023587268849719*I	0.003161415922174+0.006823944263649548*I	0.005634430365544047-0.0033875267054342263*I	-0.0033850082105640043-0.005650258201023174*I	-0.004555409343469782+0.0036148702914782856*I	0.003490340338426316+0.004646850548140055*I	0.0036350989159208563-0.0037404958103976985*I	-0.0035072042045904317-0.003778319593970385*I	-0.0028437668542514866+0.0037884340341558585*I	0.00345656193965681+0.003019613830919264*I	0.00216010131237221-0.00377597849554151*I	-0.00335386714427347-0.0023522012411529934*I	-0.001568433775387217+0.003715513448811735*I	0.0032111651282368606+0.0017626127974175768*I	0.0010565017993225433-0.0036167368933034513*I	-0.003037589495501653-0.0012403985094732485*I	-0.0006150108536519755+0.0034871858354522797*I	0.0028407149232527523+0.0007773111188571545*I	0.00023646347501835838-0.0033326819217747803*I	-0.002626920746288483-0.00036703827928426084*I	0.00008554111972942535+0.003158196471988949*I	0.0024012890662109617+4.327656699226621*^-6*I	-0.00035607741660907607-0.002967806650014314*I	-0.00216849203745127+0.000315156545594565*I	0.0005797842247156358+0.002764909603145783*I	0.0019324366521647936-0.0005949671312317827*I	-0.0007607101802111612-0.002552508402584754*I	-0.0016965463051657789+0.0008381868530560806*I	0.0009024858002469237+0.0023332057707737184*I	0.001463896990403064-0.0010475096039242742*I	-0.0010085419267728609-0.002109248957211769*I	-0.0012371125679283043+0.0012252447773705405*I	0.0010819769044857212+0.0018827120917904523*I	0.0010186859546396972-0.0013735352800883414*I	-0.001126007402029269-0.0016553868485807645*I	-0.0008104699994017627+0.0014942748005797894*I	0.0011433390091637435+0.0014289259211569642*I	0.0006144531353187881-0.001589240321975625*I	-0.001136969039875387-0.0012047828527700954*I	-0.0004320609874017097+0.001660031594528869*I	0.0011096428799665793+0.0009843404305363008*I	0.0002645038511162092-0.0017082207660881333*I	-0.0010639388720301496-0.0007688035987574726*I	-0.00011296848332949243+0.0017352869421864065*I	0.001002671087943634+0.0005592227445523346*I	-0.000021911424084559845-0.0017425542686542177*I	-0.0009283106690964823-0.0003566472120504326*I	0.00013951930182897946+0.0017313581182951672*I	0.0008434011291383682+0.00016204312290186277*I	-0.0002395385029399787-0.0017030962864896212*I	-0.0007503688229493538+0.000023905384539748963*I	0.000321811063054832+0.001658895282261702*I	0.0006516721801625032-0.00020040233320898013*I	-0.0003865738721391178-0.0015999282468679068*I	-0.0005494256587363464+0.00036665320198719546*I	0.000433956982530593+0.001527572745475545*I	0.00044598394319647454-0.0005223012209995636*I	-0.0004646216094098836-0.0014427361418260752*I	-0.000343293140463535+0.0006666083634782082*I	0.000479185384015347+0.0013466892950390408*I	0.0002433127621031144-0.0007991897441989962*I	-0.00047846334451213945-0.0012404981567162778*I	-0.00014797134949475914+0.0009196406945914291*I	0.00046366094260058685+0.0011251963419728415*I	0.00005871778478623895-0.0010275323251599153*I	-0.00043572440229803507-0.0010019237262431056*I	0.000022715132620818633+0.0011226500130460926*I	0.00039615525148489696+0.0008716017911624178*I	-0.00009511148034571682-0.0012045940963589373*I	-0.0003463267572264686-0.0007353790221488149*I	0.00015729795502127745+0.0012732235739372924*I	0.0002877334541895938+0.0005942566443609907*I	-0.0002082002325284678-0.0013284427217851755*I	-0.0002221105454943332-0.0004490419901954023*I	0.0002471117412769291+0.0013698292105916614*I	0.00015110440237098852+0.00030104051394760776*I	-0.00027341893032326644-0.0013975659252073373*I	-0.00007642771978396096-0.00015101899356971955*I	0.00028661902501011063+0.0014114564755792094*I
-0.0885068956555126-0.08009651614664998*I	0.12187371320802053-0.04789149245178861*I	0.008005994789811345+0.30514255497729403*I	-0.37605835488074707-0.42494473171328645*I	-0.025297360005404227+0.29070065206446366*I	0.13215715592108276-0.05950076743728251*I	-0.047859994473881264-0.05751748274685526*I	-0.030518308148256325+0.031175625399082033*I	0.021754753526245344+0.019448873919793698*I	0.013358497015407938-0.01618117159587193*I	-0.012703937209123325-0.009737705654513465*I	-0.00720852399845249+0.010161668238124809*I	0.008453141427056462+0.0056251842705564254*I	0.00431388049059305-0.007058228896513709*I	-0.006099800048026189-0.003523394668488041*I	-0.0027280541929774194+0.005242911317657895*I	0.004650727148241256+0.002310150652105445*I	0.0017681892476390975-0.004083400115088844*I	-0.003687692833104805-0.001548792666185905*I	-0.001144175878893464+0.003293224638536497*I	0.0030088669732131726+0.0010403870726340587*I	0.0007162617034004361-0.002726719569632757*I	-0.002507190093576852-0.0006841408648475076*I	-0.000410490932395624+0.002303337803315273*I	0.002121433035382252+0.0004249049686741206*I	0.000185049849720606-0.0019758132947130577*I	-0.0018146174367956866-0.0002303290593346206*I	-0.000015015071878879723+0.001714692508198063*I	0.0015635374851584837+0.00008070590046004317*I	-0.00011534491491526525-0.001500992629418055*I	-0.0013528960177897696+0.00003645317856880045*I	0.00021619091601365756+0.0013222436651566154*I	0.0011723581312851027-0.0001296859020013217*I	-0.0002941902820692127-0.001169545242523899*I	-0.0010150596314374666+0.0002044648175544119*I	0.0003542697941719482+0.0010369284550763075*I	0.0008758599828097109-0.0002647950201295868*I	-0.0003996561003893916-0.0009200590469089112*I	-0.0007512797060704087+0.00031361067176339754*I	0.0004327561159184998+0.0008156177193500726*I	0.0006389152636756091-0.0003528521592709378*I	-0.00045560626785121815-0.0007213566856442744*I	-0.0005367192331221716+0.0003841352231624004*I	0.00046944135765894664+0.0006354960081598018*I	0.0004435153723000445-0.0004086655605464398*I	-0.00047552215517206886-0.000556660530737566*I	-0.00035825839155173713+0.0004273213599209903*I	0.0004747681732703573+0.00048386844669419166*I	0.0002802254473943696-0.0004408554780535557*I	-0.0004679507181461095-0.000416341252461436*I	-0.00020894913786659295+0.0004498921322544109*I	0.0004558573143524309+0.0003534277010394764*I	0.00014393428821739837-0.0004548761514355968*I	-0.0004389825242534666-0.0002946997021614914*I	-0.00008507177442411595+0.0004562660759510013*I	0.0004181255876155754+0.00023974669506080477*I	0.00003190407105442461-0.00045438771736109983*I	-0.0003935865407350532-0.00018830301701376034*I	0.000015507175116258004+0.00044958995301045*I	0.00036606905627146265+0.00014008711499113928*I	-0.00005740579894032824-0.00044210558530064826*I	-0.00033605651590953606-0.00009493879093578089*I	0.00009397260105133963+0.00043219553245667946*I	0.00030391497534149086+0.000052709124595026556*I	-0.00012516074610632448-0.00042011322359197095*I	-0.00027029550313156325-0.000013226831689535575*I	0.0001512525718367559+0.0004060300554167822*I	0.00023552377332667618-0.00002361226716369709*I	-0.00017226914978367316-0.0003901017751831361*I	-0.00020012737871033472+0.000057833604195736465*I	0.00018840930297345102+0.00037259575970638627*I	0.0001644840432514272-0.00008961849161761914*I	-0.00019974633594056605-0.00035359502234027785*I	-0.00012913867473465343+0.00011901375461896484*I	0.00020661586058390907+0.0003331986388567388*I	0.00009431030198771925-0.00014595176862529363*I	-0.00020900788297091596-0.0003117485841936826*I	-0.00006059906321291494+0.00017074165304501894*I	0.00020732934654164417+0.00028910795659784725*I	0.00002823564622513142-0.0001931922326027224*I	-0.0002017435574718328-0.0002655887721334718*I	2.4208296108204685*^-6+0.00021347832152580128*I	0.00019244642627330318+0.0002412389084102767*I	-0.00003089510314419624-0.00023163475045616527*I	-0.0001799368118685659-0.00021612314756377343*I	0.00005713285333842703+0.0002476201829803159*I	0.00016426471560968892+0.0001904528774344983*I	-0.00008060930291657777-0.00026160918235032846*I	-0.00014597781617703965-0.00016416544374920082*I	0.00010124148414077218+0.0002734843841085447*I	0.0001253324926490512+0.00013745973178500373*I	-0.00011879463507314246-0.0002833195146309565*I	-0.00010265330170564383-0.00011045751919490776*I	0.00013300455388748532+0.00029127255370099133*I	0.00007841879247976866+0.00008301375379634883*I	-0.0001438093649737728-0.0002970768931082705*I	-0.000052974957329281906-0.00005551209706291447*I	0.00015110440237107938+0.00030104051395039887*I	0.000026667768282365428+0.000027775382443353083*I	-0.00015472890030306693-0.0003029840906564581*I
-0.045398531326109236+0.0646367044320412*I	-0.03903294255995066-0.05024095857685964*I	0.14204780885970988-0.08823362088226075*I	-0.02529736000540184+0.29070065206446416*I	-0.38594900781937796-0.3962118782683068*I	-0.0008210571241175598+0.297866030807295*I	0.13675393638587502-0.08135257148474706*I	-0.06675214212927234-0.060647642226852906*I	-0.03204003431069529+0.048455532836166486*I	0.036770015886436136+0.020117851915277263*I	0.012965571653233726-0.030180460192348987*I	-0.02485021336815096-0.008816718642268526*I	-0.005576772448040123+0.021674624548461252*I	0.01837650283325634+0.003641984074342423*I	0.001868726271820529-0.016608892729800293*I	-0.014241420507150779-0.0008200088278981084*I	0.0002464630851957858+0.013196507321997529*I	0.011327569527090872-0.0008798146707021529*I	-0.0015371012410688003-0.010706063957941114*I	-0.009137409185816833+0.001961374084879898*I	0.002348013253816276+0.008786236740702662*I	0.007416171312620031-0.0026673410610628633*I	-0.002855645151166757-0.007247326029967529*I	-0.0060201874237407905+0.0031282908092622737*I	0.003159567127889656+0.005977782709622904*I	0.004862224942056988-0.0034202943821363646*I	-0.003320305560585285-0.0049079713346562*I	-0.003886178867558351+0.003590872651523006*I	0.003376844217797443+0.003992019472751017*I	0.00305440832161917-0.0036712749551278253*I	-0.003355715938558113-0.0031983627951794338*I	-0.0023406391988770913+0.003682745772107237*I	0.003275867778219343+0.0025048996637875194*I	0.0017257322752317831-0.0036407345332602884*I	-0.003151085616130649-0.0018952295848635391*I	-0.0011957014479522937+0.0035564066907268627*I	0.0029922031892837923+0.0013572679176410563*I	0.0007395911303936472-0.0034383701838175073*I	-0.0028076149077269873-0.0008817524464173969*I	-0.00034882791740950536+0.0032934404342676803*I	0.0026040705943522007+0.00046129931299083835*I	0.000016654910827038575-0.0031269134080984372*I	-0.002387453976405287-0.0000901883341834027*I	0.00026287355578791586+0.0029432763126302874*I	0.0021624112399380134-0.0002363210681720141*I	-0.0004945272439675984-0.0027462538037716293*I	-0.00193319063406618+0.0005221750471882645*I	0.0006826772360534802+0.002538974284452555*I	0.001703363760290577-0.0007706596588228695*I	-0.0008312094907202424-0.0023241691165741887*I	-0.0014759903941950474+0.0009845960525029043*I	0.0009435270771215089+0.0021042649380323005*I	0.0012539873580298612-0.0011665167784962152*I	-0.0010231143906954902-0.0018813221672714048*I	-0.0010395428912743669+0.001318582272985542*I	0.0010728396986566802+0.0016572652071713202*I	0.000835009046284755-0.001442831122532982*I	-0.0010959277629955081-0.0014337236855068373*I	-0.0006419706197797986+0.0015410244199512272*I	0.0010950704160491785+0.001212267220482465*I	0.0004620735277647008-0.00161488327047588*I	-0.001073076077855728-0.0009942504833792686*I	-0.0002966453916844055+0.0016659910997477896*I	0.0010327507269757023+0.00078088590762183*I	0.00014658795553769505-0.0016958046492822046*I	-0.0009765792622099196-0.0005733059127245531*I	-0.000012860305724448479+0.0017057151697976306*I	0.0009072940911534535+0.0003725754922869129*I	-0.00010412290721577187-0.0016971367812658753*I	-0.0008272609759464286-0.000179549138375088*I	0.0002038951674805078+0.0016713113990634838*I	0.000739031789980427-4.904647169712265*^-6*I	-0.00028646569453408114-0.0016295000192629442*I	-0.0006448026555236482+0.00018000594972662838*I	0.0003517454993951578+0.001572990232860968*I	0.000547033636348611-0.00034520314732328945*I	-0.000400245743756177-0.0015027828610567904*I	-0.0004476624796260857+0.0004996605934037559*I	0.00043225819242396926+0.001420285562270177*I	0.0003488789295306998-0.0006430891790170383*I	-0.0004485289081769871-0.0013264032061128135*I	-0.0002526098933039603+0.0007748398804736742*I	0.0004499890709818278+0.0012223417277874146*I	0.00016048096389595135-0.0008945249337467015*I	-0.0004374231924041571-0.0011092109094465344*I	-0.00007438988104450888+0.0010018620550288652*I	0.000412247952717243+0.0009879347268737745*I	-4.428233185774111*^-6-0.0010963625793601992*I	-0.000375523070261356-0.0008597265894059853*I	0.00007446615681684109+0.0011778883843974774*I	0.0003287736062956565+0.0007255438916232943*I	-0.0001346187640794476-0.001246221361344465*I	-0.00027352353537429206-0.0005863036052929186*I	0.00018396572330287578+0.0013009989563877976*I	0.00021130573440669958+0.0004432376507877854*I	-0.00022166790612507945-0.0013423275538586449*I	-0.00014380936497446583-0.00029707689310525567*I	0.0002471117412771781+0.0013698292105891676*I	0.0000728032218504764+0.00014907541686055734*I	-0.0002599512567263354-0.0013836810931331224*I
0.04947395309556206+0.029855557569790164*I	-0.025224435674419857+0.024294576001568095*I	-0.07233629735516371-0.06468286148968802*I	0.1321571559210789-0.059500767437281984*I	-0.000821057124115685+0.297866030807295*I	-0.381352227354585-0.41806368231576974*I	-0.01971320477950831+0.29473587132729645*I	0.13523221022343462-0.06407266404766204*I	-0.051736879769080334-0.059978664231370556*I	-0.03243295967286916+0.03445624423969099*I	0.024623739727406394+0.021038838927521515*I	0.014597323203648677-0.018667503882014002*I	-0.014926851961953348-0.010799918838480384*I	-0.008021926666811076+0.012123960715173233*I	0.010234882374130807+0.00634536991493291*I	0.004843243549993584-0.0086552967254612*I	-0.0075645781283004325-0.004009974150704999*I	-0.0030588274035122792+0.006573843479145021*I	0.005877853174377265+0.0026303520803634796*I	0.0019550878916433723-0.005213051855775394*I	-0.004730104846411443-0.0017463540488153644*I	-0.001223893600750736+0.004265630280365863*I	0.0039031739824558144+0.0011450906130481228*I	0.0007144129091198341-0.0035728811236600067*I	-0.003279395517067571-0.000716908541548584*I	-0.00034578828241576995+0.003045624669680101*I	0.0027906635112947623+0.0004009073287212693*I	0.00007155372909059642-0.00263064437010397*I	-0.002395308031097456-0.0001611082040633649*I	0.00013647319415428165+0.0022946493069881144*I	0.0020666651405321424-0.000024982361588801465*I	-0.00029603907635241295-0.0020157067965482544*I	-0.001787265054930044+0.00017169714084831454*I	0.0004189724441560157+0.0017792153214467154*I	0.0015450904587199958-0.00028879266008617133*I	-0.0005131522210210267-0.0015748901222997413*I	-0.001331970300368132+0.0003828315270387418*I	0.0005842443819468866+0.00139557451813343*I	0.0011420429190545792-0.00045854042131402567*I	-0.0006363004292940885-0.001236070852776384*I	-0.000971088270257505+0.0005193791854407962*I	0.0006722228857979851+0.0010924676644504306*I	0.0008162476997374179-0.000567772318629466*I	-0.0006944840941263799-0.0009620054105151654*I	-0.0006751690604808059+0.0006056880694039187*I	0.0007047427610462828+0.0008425145097551229*I	0.0005464083836354739-0.0006346008792405001*I	-0.0007045950470453398-0.0007323530583294804*I	-0.00042875770206061287+0.0006556606459333786*I	0.000695324084240949+0.0006302776461396975*I	0.0003212667242686723-0.0006697963107946577*I	-0.0006778603505189291-0.0005353484270338801*I	-0.00022352160179002438+0.0006778189221968326*I	0.000653426991008351+0.0004467651966511784*I	0.00013479708238545537-0.0006803230360521326*I	-0.0006226594326058997-0.000363995544606531*I	-0.00005499213539201664+0.000677929239023586*I	0.0005866249672396351+0.0002864963144336528*I	-0.000016364522063864284-0.0006710464180360834*I	-0.000545966148284564-0.00021394596551405927*I	0.00007940013713230683+0.0006601223224009781*I	0.0005014846519908568+0.00014604662021104514*I	-0.0001342979519326041-0.0006455601082165129*I	-0.000453972411487231-0.00008252267412875384*I	0.0001813322108727732+0.0006276932184899091*I	0.00040402315294223255+0.000023137352203477783*I	-0.00022053774289018934-0.0006067604758523797*I	-0.000352506986268901+0.00003219065569350358*I	0.0002523022649917974+0.0005831281290955737*I	0.00029989963897369726-0.00008365898639681541*I	-0.00027663848893724155-0.0005570495452534711*I	-0.00024705457030746756+0.00013142987142000345*I	0.00029397547039926+0.0005286963248959093*I	0.00019441847959448237-0.00017552354101917954*I	-0.00030438487975781027-0.0004983958364560428*I	-0.0001428105463503007+0.00021615914043202376*I	0.00030837903969536614+0.00046620603027268734*I	0.00009261151187904577-0.00025323895183092504*I	-0.00030611289663613837-0.00043253654221214434*I	-0.000044506361978509996+0.0002870745887615775*I	0.0002980125936991274+0.00039733947358917284*I	-9.60666806933409*^-7-0.0003175397998517397*I	-0.0002845753556806226-0.0003609239616816393*I	0.00004346098172196813+0.0003447655687955454*I	0.00026602789471969797+0.0003234602688462911*I	-0.0000823080930258795-0.0003688963655523607*I	-0.00024308282983859092-0.00028495340176682354*I	0.00011733418537148862+0.0003898173198188141*I	0.00021601573980778888+0.00024569124878586385*I	-0.00014799094810552621-0.00040766708189004456*I	-0.0001854850999118868-0.00020579270873396054*I	0.00017404470599368521+0.00042255980096347087*I	0.00015200026093013168+0.0001652351142366854*I	-0.00019522235485577247-0.00043433850820514505*I	-0.00011612097530128638-0.0001243423512682611*I	0.00021130573440491845+0.0004432376507922094*I	0.00007841879248229774+0.0000830137537924385*I	-0.0002221105454947474-0.00044904199019550937*I	-0.00003950728373315832-0.00004162726498558986*I	0.00022753212215511213+0.00045205950751542865*I
