0.32061955786295526-0.6926385792907958*I	-0.356100646639039-0.32208790016951777*I	-0.13171588729306027+0.18134271709930816*I	0.07519030951754208+0.03449671241506602*I	-0.021200829932391706-0.08405379915823008*I	-0.0013567593402741083+0.06627094498855864*I
-0.35610064663903845-0.32208790016952604*I	0.1889036705698918-0.511295862191497*I	-0.2809103371215007-0.28759118775445347*I	-0.15291671722545158+0.09728891794108507*I	0.07383355017726886+0.1007676574036313*I	-0.021200829932392883-0.08405379915822861*I
-0.13171588729305617+0.18134271709930005*I	-0.280910337121499-0.28759118775446435*I	0.16770284063749435-0.5953496613497219*I	-0.28226709646177706-0.22132024276588425*I	-0.1529167172254529+0.09728891794108716*I	0.075190309517542+0.03449671241506733*I
0.07519030951754971+0.034496712415069575*I	-0.152916717225449+0.09728891794107775*I	-0.28226709646177983-0.22132024276589524*I	0.16770284063749097-0.5953496613497165*I	-0.28091033712150015-0.2875911877544509*I	-0.13171588729305606+0.18134271709930647*I
-0.0212008299323882-0.08405379915822225*I	0.07383355017727083+0.1007676574036369*I	-0.1529167172254539+0.09728891794108556*I	-0.28091033712150104-0.28759118775445414*I	0.18890367056989538-0.511295862191494*I	-0.35610064663903496-0.3220879001695215*I
-0.0013567593402761258+0.06627094498856151*I	-0.02120082993239286-0.0840537991582194*I	0.07519030951754538+0.03449671241507708*I	-0.13171588729305406+0.18134271709930896*I	-0.356100646639035-0.32208790016952293*I	0.3206195578629559-0.692638579290798*I
