-0.5174321811453362-0.29958465076354546*I	0.08043703255775282+0.3350135358906458*I	0.1421084158931827-0.13278196622010316*I	-0.1020035058957915-0.057503037118007264*I	-0.023649043956190576+0.07382296221254227*I	0.05590200056492031+0.010267037008999095*I	0.0008088697575993416-0.04434617398245631*I	-0.035196056644973196+0.002970194099736847*I	0.007359649662501696+0.029137408975301864*I	0.023006450993779112-0.00825306898487872*I	-0.010573424275161022-0.019559754128221037*I	-0.01481993248727274+0.010353283502739162*I	0.01152978731548894+0.012917413624911233*I	0.008934319355068885-0.010897112094410109*I	-0.0112785499764666-0.008061568850037873*I	-0.004569881137369639+0.010586473208834317*I	0.010326434244332322+0.004419358988431126*I	0.001317735248414621-0.009781455526942161*I	-0.008961605514827607-0.0016679776794268108*I	0.0010622329473943843+0.00869174823824391*I	0.007370727089785087-0.00039411665364234394*I	-0.0027273569359154673-0.00745146438537221*I	-0.005687074519201242+0.0019047775210453313*I	0.0037927510087203443+0.006152010306673268*I	0.004012037637174322-0.0029661265316686114*I	-0.004351783676598073-0.004857902415564165*I	-0.002425205394194615+0.003658870238253878*I	0.004486760735760537+0.0036150307605186663*I	0.0009891907140520564-0.004049839411880107*I	-0.004274440791110857-0.002455383197387217*I	0.0002480576034302852+0.0041959774820501715*I	0.003788639942469186+0.0014000597441671061*I	-0.0012521296399377766-0.004146416758128411*I	-0.0031011144004932266-0.0004614548119865895*I	0.0020015328703363276+0.0039435312763479655*I	0.0022813952377578424-0.000354962623641556*I	-0.002487205630863043-0.00362347540157913*I	-0.001395987161747388+0.0010490653943680307*I	0.002711961663958371+0.003216511402034145*I	0.0005072021795002215-0.001624594152779731*I	-0.0026897550997849293-0.002747309423173251*I	0.0003281812108255063+0.0020877708497154*I	0.002444712081717532+0.0022353283650454964*I	-0.001060291562760532-0.002446012770488365*I	-0.002009912493787044-0.001695335930801173*I	0.0016474615189522952+0.0027067781694794916*I	0.0014259311731118938+0.0011380904220157288*I	-0.0020573630336015733-0.0028765815312106653*I	-0.0007391667531204001-0.0005711805497714636*I	0.0022679150142018434+0.0029602161308919144*I
0.0804370325577524+0.3350135358906456*I	-0.3753237652521532-0.4323666169836488*I	-0.021566473338038863+0.2775104987726387*I	0.11845937193699266-0.05895900400756155*I	-0.04610150533087216-0.047236000109007435*I	-0.022840174198590635+0.02947678823008503*I	0.020705943919947508+0.013237231108737098*I	0.008168519420100087-0.015208765007155614*I	-0.0121896056511933-0.005282874885140875*I	-0.0032137746126596764+0.009577654847079686*I	0.00818651850650638+0.0021002145178622635*I	0.0009563630403282581-0.00664234050331216*I	-0.005885613132204723-0.0005438285916688398*I	0.0002512373390233887+0.004855844774872032*I	0.004364438217698807-0.00031063888557497985*I	-0.0009521157321347493-0.0036422098616076073*I	-0.0032521458889544098+0.0008050176818932737*I	0.0013648287295048827+0.0027513813090028526*I	0.002379968195808349-0.0010897072886961261*I	-0.0015908784250424585-0.002062094333072098*I	-0.0016651239885201825+0.001240283852874759*I	0.0016836525705830536+0.0015106608674010722*I	0.0010653940728042922-0.0012994540786986609*I	-0.0016750368820249747-0.0010613490106228848*I	-0.0005590326678799411+0.0012941078911095445*I	0.001586832242981271+0.0006927437065833109*I	0.00013497705916166877-0.0012428716550425575*I	-0.0014360146801423415-0.00039096917362920326*I	0.00021231994464991904+0.0011596475631337549*I	0.0012372483174819197+0.00014613807016864127*I	-0.00048580084864164057-0.0010553234532194318*I	-0.0010040720365068667+0.00004956072392140566*I	0.0006875255419752396+0.0009386049321809491*I	0.0007494032303984698-0.0002028854817809719*I	-0.0008197191627342732-0.0008164174356278216*I	-0.0004856727605281487+0.00032005587476878326*I	0.0008854080760113361+0.0006941027707266492*I	0.0002247560330952357-0.0004069639995455594*I	-0.0008887849822474679-0.0005755287584111567*I	0.000022206564173658735+0.0004692019788611747*I	0.0008353833903257991+0.00046317669693434686*I	-0.0002450430180676459-0.0005119810581261108*I	-0.0007321103519349304-0.00035824192077396844*I	0.0004347995879309261+0.0005399924342443041*I	0.0005871699561906427+0.00026076539899180524*I	-0.0005839813206736675-0.000557245508786052*I	-0.00040990151465050326-0.00016980336173131304*I	0.000686764419992019+0.0005669098722454392*I	0.00021055198060037115+0.00008363459967946248*I	-0.000739166753120658-0.0005711805497701068*I
0.14210841589318313-0.13278196622010344*I	-0.021566473338039262+0.2775104987726392*I	-0.39897280920834305-0.35854365477110783*I	0.03433552722688027+0.28777753578163895*I	0.11926824169459312-0.1033051779900192*I	-0.08129756197584521-0.04426580600926879*I	-0.015480524536090248+0.05861419720538493*I	0.04371239491372799+0.004984162123860095*I	-0.002404904855061675-0.034768519135378324*I	-0.027009538138465947+0.005070408617600904*I	0.008316012702829771+0.022495068471986904*I	0.017120837861573722-0.00879689757654355*I	-0.010322186936135893-0.014703909353353039*I	-0.010455494269576251+0.010042644617166878*I	0.010577671583355503+0.009275203763302292*I	0.0056821734661151885-0.010092094412515743*I	-0.009913721246963431-0.005310187541036706*I	-0.00218991294156074+0.009496765920140506*I	0.008735555819291004+0.002357264655356088*I	-0.0003473887401065496-0.008541171674063555*I	-0.007277952944245374-0.000157316812030231*I	0.002127627020200394+0.0073922941595490985*I	0.005695690207760037-0.001455465664267183*I	-0.0032863896037980647-0.006157356494262295*I	-0.004100242276216046+0.0025975212276281327*I	0.003927728067878848+0.004909138651632854*I	0.0025760229570338-0.003357095705301715*I	-0.004139463731949137-0.0036982548524256676*I	-0.0011879570767123018+0.0038050083084179686*I	0.004000959887119168+0.002559707307302812*I	-0.000014881322455258962-0.004000278687960981*I	-0.0035869152491359605-0.0015167782652050045*I	0.0009974608338300399+0.00399309200026825*I	0.002968920779733863+0.0005836423085402838*I	-0.0017378024004663709-0.003826360883360328*I	-0.0022157063244800184+0.00023264795874011299*I	0.002226288903429534+0.0035365672768025483*I	0.0013926102555114268-0.0009304913820522863*I	-0.002464999066689304-0.0031542734227187324*I	-0.0005606037714222282+0.001512242091302174*I	0.002466918645891237+0.00270453034391015*I	-0.00022490817243464413-0.001982836073557013*I	-0.002254955511854622-0.002207316988926169*I	0.0009153511670167096+0.0023485362487060584*I	0.0018607307610442037+0.001678082856259187*I	-0.0014701930774125617-0.002615816132218936*I	-0.0013231480737930135-0.0011284260585561064*I	0.0018580134995512983+0.002790412769158389*I	0.0006867644199914277+0.0005669098722472649*I	-0.0020573630336010785-0.002876581531212775*I
-0.10200350589579177-0.05750303711800626*I	0.11845937193699296-0.058959004007562356*I	0.03433552722688026+0.28777753578163917*I	-0.3981639394507433-0.4028898287535653*I	-0.0008605294180921757+0.2907477298813773*I	0.1266278913570931-0.07416776901471885*I	-0.05829111098206499-0.05251887499414624*I	-0.02605394881125134+0.03905444307716276*I	0.028892462426454626+0.015337445626601224*I	0.009124882460428179-0.021851105510470703*I	-0.01807521878339879-0.005826703476804909*I	-0.0029625372736337154+0.014433499621946016*I	0.012550956724200897+0.0017895756322916245*I	4.247308197299789*^-6-0.010284550364921508*I	-0.009137759021159647+0.0002611890902245401*I	0.0016160660685254685+0.007607226083874404*I	0.0067444064135099594-0.0014003461742690426*I	-0.0025429941571770485-0.005704304194683294*I	-0.0049172698774768596+0.002045301534772471*I	0.0030484813000889233+0.004262042176399544*I	0.003445362268614161-0.0023891613673914965*I	-0.003265915307068803-0.003123443343696638*I	-0.002224156656402118+0.0025343917439850264*I	0.003270484813569526+0.002203404573983004*I	0.0012003711319606483-0.0025423257337381265*I	-0.0031110515621642605-0.001452318184256638*I	-0.0003467127232311405+0.0024537554542484142*I	0.0028240805604638403+0.0008388817767468698*I	-0.00035082378948068726-0.002298195108257241*I	-0.002440086716648688-0.00034140844971179755*I	0.0008998454866246694+0.0020982524953177166*I	0.0019866515478814484-0.00005674741161471608*I	-0.001305520011377468-0.0018717408888450503*I	-0.0014897447970339715+0.00036961659868851014*I	0.0015729336179868738+0.0016327077029079792*I	0.0009741592634923236-0.0006098494813257958*I	-0.0017085041449802724-0.001391946194039503*I	-0.0004634661963552243+0.0007892578536295718*I	0.00172079146633688+0.001157279467660964*I	-0.000020286984971398716-0.0009189450576691484*I	-0.0016208953341834867-0.0009337706791903006*I	0.00045700615210483587+0.0010091944131109991*I	0.0014225533465174523+0.0007239420959227754*I	-0.0008290243387428928-0.001069226566911274*I	-0.00114201186658462-0.0005280452825052255*I	0.0011215640079235113+0.0011069023064901524*I	0.0007977219367898974+0.00034439999867028965*I	-0.0013231480737940409-0.0011284260585552616*I	-0.00040990151464957876-0.00016980336173174045*I	0.0014259311731115909+0.001138090422015634*I
-0.02364904395619002+0.07382296221254091*I	-0.04610150533087236-0.04723600010900645*I	0.11926824169459255-0.10330517799001884*I	-0.0008605294180915627+0.2907477298813768*I	-0.39080428978824416-0.3737524197782642*I	0.022145921575688406+0.2824946608964994*I	0.1160544670819329-0.09372752314294029*I	-0.07311104346933961-0.04216559149140602*I	-0.014524161495760529+0.05197185670207105*I	0.03782678178152165+0.004440333532194899*I	-0.0021536675160355834-0.029912674360510597*I	-0.022645099920771728+0.004759769732028699*I	0.007363896970700012+0.01885285861037924*I	0.013868691972617135-0.007991879894652273*I	-0.008957358206633024-0.011952528044347772*I	-0.008075526073764298+0.008952937328469534*I	0.008986793158311863+0.007213109430229086*I	0.004017049477592776-0.008851810559637668*I	-0.008230068676377496-0.0037995266736391424*I	-0.0011245188687573808+0.008197311841442617*I	0.007060518937265769+0.0012959156447360618*I	-0.0009064214079878422-0.007247063782957846*I	-0.005691120701260076+0.0005354268945539169*I	0.0022626040793573433+0.006149422504510029*I	0.004259675527620456-0.0018464348379019116*I	-0.003074069659148291-0.004997708931124038*I	-0.002862993958735105+0.0027436592977941993*I	0.0034419272192374793+0.0038538151984151003*I	0.0015719509205281035-0.003307534981382032*I	-0.003451938189976095-0.0027596499202427968*I	-0.0004385538463115405+0.0036021228266347642*I	0.003181240724383311+0.0017432898716777728*I	-0.0005005540829826846-0.003680222813194956*I	-0.0027015071731250487-0.0008226754944770613*I	0.0012222168669260478+0.003586128000723521*I	0.002080135797485275+8.113550127384878*^-6*I	-0.0017155958362918187-0.0033571589044981637*I	-0.0013803229341546298+0.0006958246556739974*I	0.001981245885362352+0.0030245862186784175*I	0.0006604999035753443-0.0012887333028309645*I	-0.0020301994787568743-0.002614280988468526*I	0.000026566184767799726+0.001773007490289855*I	0.001882937325216437+0.0021472848351251103*I	-0.000634809687082817-0.002152639435287803*I	-0.001568191091864715-0.0016404071166801321*I	0.001125903147618254+0.0024321708483829294*I	0.0011215640079226415+0.0011069023064918305*I	-0.0014701930774109098-0.0026158161322191835*I	-0.0005839813206745633-0.0005572455087889569*I	0.0016474615189522395+0.0027067781694828878*I
0.05590200056491898+0.010267037008999643*I	-0.02284017419858947+0.02947678823008456*I	-0.08129756197584531-0.04426580600926873*I	0.12662789135709254-0.07416776901471869*I	0.022145921575688992+0.28249466089649944*I	-0.4013777140634049-0.393312173906486*I	0.007325989088414079+0.29284794439923967*I	0.12758425439742355-0.0808101095180321*I	-0.06417672411427261-0.05306270358581175*I	-0.025802711472224765+0.04391028785203075*I	0.03325690064414945+0.015026806741028059*I	0.008172766728297544-0.025493315372076462*I	-0.021327364672355152-0.005021685794915649*I	-0.0015977085441305334+0.017184880930952832*I	0.014930924920012693+0.0006998683435927034*I	-0.001586631116846531-0.012346644697992487*I	-0.010802883009682336+0.0015014729431005152*I	0.003299718639113052+0.009117886951272556*I	0.00780980048631059-0.002699800252966087*I	-0.004218031039199805-0.0067656532053036195*I	-0.005476302545359069+0.003339409425876368*I	0.004635313543073442+0.004954785882986743*I	0.0035803393277726724-0.0036320330224325855*I	-0.004701929987209731-0.0035144125173311985*I	-0.00201183671175152+0.0036940393071236226*I	0.00450773313104976+0.0023495426441497024*I	0.0007145702833203104-0.003597649186957346*I	-0.004115123598671092-0.0014027574603356846*I	0.0003408128187423794+0.0033923603864303817*I	0.0035734837908652263+0.000635996294964874*I	-0.0011705429522177692-0.003114612543883933*I	-0.0029257594771753665-0.000021352574944588403*I	0.0017852535626358126+0.00279235526604566*I	0.0022114075809769296-0.0004637114111600084*I	-0.0021943049936263247-0.002447269647258123*I	-0.0014675382328581273+0.0008388185775519313*I	0.0024083170083108695+0.002095884399840686*I	0.0007291162454256604-0.001121830539450199*I	-0.0024406144969161036-0.0017501881148163756*I	-0.000028666608422789824+0.0013292502878776587*I	0.002307961422525978+0.001418044866649959*I	-0.0006042683056448194-0.0014761905664548809*I	-0.002030796848832504-0.0011035740409199607*I	0.0011437705720948393+0.0015761042853550764*I	0.0016331053271187465+0.0008075766956013308*I	-0.0015681910918631753-0.0016404071166785318*I	-0.0011420118665848573-0.0005280452825073519*I	0.00186073076104295+0.0016780828562590895*I	0.0005871699561916763+0.00026076539899498466*I	-0.002009912493787223-0.0016953359308045605*I
0.0008088697576011459-0.04434617398245621*I	0.020705943919945225+0.013237231108737445*I	-0.015480524536088572+0.058614197205383994*I	-0.05829111098206595-0.05251887499414536*I	0.1160544670819332-0.09372752314294056*I	0.007325989088413716+0.292847944399239*I	-0.3898479267479139-0.3803947602815773*I	0.016260308443481364+0.2819508323048341*I	0.11630570442095911-0.08887167836807322*I	-0.06874660525164435-0.04247623037697801*I	-0.01547627722789243+0.048329646840464605*I	0.03457463589256694+0.005245351214084339*I	-0.0007888387865336577-0.02716129305150423*I	-0.020265131724959164+0.0036700624433309596*I	0.005773018545655407+0.016790764277306875*I	0.012203567984095278-0.006751596041775534*I	-0.007273705636045439-0.010441867176950144*I	-0.00701013200096522+0.007653483249774147*I	0.007311756276291385+0.006151760419605422*I	0.003458016809709307-0.007557702668529818*I	-0.0066432364333934915-0.0031067829670549016*I	-0.0009895418095973625+0.006954440186403004*I	0.005624504257123546+0.0009049464711009191*I	-0.0006941014633366518-0.006087416219819027*I	-0.004453872383779836+0.0006815649647206819*I	0.0017768032307165509+0.005094099051290862*I	0.003255603491114128-0.001796874113982015*I	-0.002386544117174562-0.004059103998939778*I	-0.0021135907283349386+0.0025407738160099667*I	0.002622208056501774+0.0030373977627887803*I	0.0010862781600010738-0.002987479106612916*I	-0.002566530113965559-0.0020655471495176153*I	-0.00021379781321589306+0.0031951588270913846*I	0.0022924557421356907+0.0011677611132640175*I	-0.00047834751880877633-0.003211020834331212*I	-0.0018661237827997767-0.00035949879754507515*I	0.0009771738488591152+0.0030741469425999124*I	0.0013480254455493846-0.00035012837064937134*I	-0.0012807962483593674-0.002817166470251545*I	-0.0007931529779659029+0.0009565900546650767*I	0.0013972645646898138+0.0024673407098912696*I	0.00025059838892563073-0.0014585366645603556*I	-0.0013434350587668662-0.0020473711162244846*I	0.0002371181653688845+0.0018566420899695222*I	0.0011437705720982645+0.0015761042853556005*I	-0.0006348096870875513-0.0021526394352880717*I	-0.000829024338740131-0.0010692265669110493*I	0.000915351167016887+0.002348536248705476*I	0.0004347995879294182+0.0005399924342451397*I	-0.0010602915627594602-0.002446012770488971*I
-0.03519605664497379+0.0029701940997375444*I	0.00816851942010157-0.01520876500715692*I	0.043712394913725625+0.004984162123861671*I	-0.02605394881124896+0.03905444307716152*I	-0.07311104346934076-0.04216559149140576*I	0.12758425439742366-0.08081010951803118*I	0.016260308443482127+0.28195083230483303*I	-0.40112647672437973-0.3884563291316185*I	0.011690427306110413+0.2925373055136683*I	0.12663213866529127-0.0844523193796397*I	-0.06742887000322652-0.052257685903921*I	-0.024437882742724237+0.046661669161035604*I	0.03563686883996348+0.013937099452332272*I	0.006581888303251625-0.0275554097051511*I	-0.022992488660875162-0.003781401942036721*I	0.00008594402645431799+0.018695541798348356*I	0.015996318992814302-0.0005995857351003345*I	-0.0032616679988680137-0.013407993708618995*I	-0.011361915677565877+0.002795580834211414*I	0.004886550882096317+0.009810630657853894*I	0.007944777545472664-0.003942671908003018*I	-0.00565404571934383-0.007156622378941175*I	-0.00526398260070773+0.0044990569890169954*I	0.005872561860554542+0.005100923953152613*I	0.0030945384791314706-0.004687356475651498*I	-0.005706002023716177-0.00346485179341181*I	-0.0013243111697780058+0.004632644239309313*I	0.005257136361450242+0.0021466571623634054*I	-0.00010514887941455226-0.004414066622581911*I	-0.004600796359200249-0.0010827015855670902*I	0.001226220894754737+0.004086463157154498*I	0.0037982398239605124+0.0002290322954238559*I	-0.0020593279344655216-0.0036901413023004755*I	-0.002903552913002483+0.0004478494039212288*I	0.0026206369529632044+0.0032555319629769407*I	0.0019663645629082608-0.0009756924692837826*I	-0.0029264153455615866-0.0028055115680350184*I	-0.0010327386449258372+0.0013788110117994928*I	0.0029954869644997265+0.002356649798830711*I	0.00014513492475355623-0.001679076048236965*I	-0.002850516011566983-0.0019199914765458711*I	0.0006580978115679044+0.001896160160122654*I	0.002518513403127967+0.0015016794663276591*I	-0.0013434350587645581-0.0020473711162227377*I	-0.0020307968488373286-0.0011035740409202396*I	0.0018829373252222154+0.002147284835122802*I	0.0014225533465134052+0.0007239420959250457*I	-0.0022549555118537676-0.002207316988925058*I	-0.0007321103519335198-0.0003582419207784725*I	0.0024447120817160314+0.002235328365049648*I
0.007359649662500335+0.02913740897529985*I	-0.01218960565119258-0.0052828748851384945*I	-0.0024049048550604415-0.03476851913537964*I	0.02889246242645262+0.015337445626601349*I	-0.0145241614957599+0.051971856702071766*I	-0.06417672411427135-0.053062703585813394*I	0.11630570442095708-0.08887167836807135*I	0.01169042730611113+0.29253730551366713*I	-0.39080004248004685-0.38403697014318505*I	0.013008162554527023+0.28275584998672476*I	0.1176705331504598-0.08612029705906833*I	-0.06636663705582958-0.04356593766567309*I	-0.017067155652939175+0.04626755250738882*I	0.03290951190404771+0.006485635066963841*I	0.0008948137840494499-0.02565063218410863*I	-0.019199737652154065+0.002370608364638364*I	0.004097981663629803+0.015729415266678735*I	0.011644535316214618-0.005457488150662858*I	-0.0056868733930636834-0.009749123470369018*I	-0.006875154941801428+0.006410611594735587*I	0.005875741596144976+0.0057607912459697605*I	0.003670336754361929-0.006398055105389958*I	-0.005405988115911307-0.002960644896889244*I	-0.0014753426582404662+0.0058991167331844275*I	0.004620432220617281+0.0009545071950200786*I	-6.575921361459339*^-6-0.005148811287633039*I	-0.0037044691533807497+0.0004786794829343996*I	0.0009570840679816955+0.0042776816156652915*I	0.002769930730585072-0.0014768182392118486*I	-0.001501136041161159-0.0033650012282163714*I	-0.0018888346952410826+0.0021338098164682988*I	0.001733423074254482+0.0024618690043728512*I	0.0011084847241742122-0.002518277127746168*I	-0.001731146723637901-0.0016023704525881986*I	-0.0004588408312853451+0.002683177768968295*I	0.0015603453902005475+0.0008095191924883226*I	-0.00004354793087571174-0.0026710284000848877*I	-0.0012789538266113776-0.00009873339855585597*I	0.0003931925281865611+0.0025169014338156867*I	0.0009381239308987296-0.0005199317323810907*I	-0.0005940318283676549-0.002250256598005624*I	-0.0005826009973651379+0.0010402246543419686*I	0.0006580978115695652+0.0018961601601255437*I	0.000250598388923259-0.0014585366645637945*I	-0.0006042683056420721-0.0014761905664541412*I	0.00002656618476469111+0.0017730074902922149*I	0.00045700615210774365+0.001009194413108621*I	-0.00022490817243637682-0.0019828360735578195*I	-0.00024504301806738376-0.0005119810581222525*I	0.0003281812108258869+0.0020877708497118474*I
0.02300645099378095-0.00825306898487642*I	-0.0032137746126613635+0.009577654847077328*I	-0.027009538138465822+0.005070408617601316*I	0.009124882460428724-0.02185110551046926*I	0.03782678178152213+0.004440333532192891*I	-0.02580271147222675+0.0439102878520323*I	-0.06874660525164197-0.04247623037697874*I	0.12663213866529038-0.08445231937963946*I	0.013008162554527239+0.2827558499867249*I	-0.39976164799487757-0.38570494782261394*I	0.014070395501923986+0.29144759822497224*I	0.12504126024024464-0.08651441371271452*I	-0.06909399399174558-0.05101740205104237*I	-0.02275423017214078+0.0481723300284327*I	0.03670226291276828+0.012637645373637306*I	0.0049068514212252615-0.02861675871577728*I	-0.023551521328754363-0.002487294050924477*I	0.0016727762694352486+0.01938828550492952*I	0.016131296051978106-0.0018424573901407487*I	-0.004697682679014777-0.013798962882250564*I	-0.011149595732912047+0.003955228397346827*I	0.006123799199577868+0.009956768728022529*I	0.007458976696828338-0.004997995361223216*I	-0.006658117755848149-0.007107061655020711*I	-0.004576457058732952+0.0054376619212018725*I	0.006621965090952139+0.004898038471366872*I	0.0022748193163981576-0.005503773911277655*I	-0.006191674784245389-0.0031447959186398423*I	-0.00043890309376526057+0.005326747010030148*I	0.005481892394544499+0.0017396931628226298*I	-0.0009939338616621876-0.004989595380995539*I	-0.004578589795026175-0.0006134996067041719*I	0.002061604285081313+0.004549639854086182*I	0.003553196805891379-0.00028294876269918255*I	-0.0027914382864005793-0.004048383223076329*I	-0.0024687533250685807+0.0009878418381658739*I	0.0032078069091497374+0.0035162973619687764*I	0.0013823832422369977-0.0015329379780692817*I	-0.003336316860211868-0.0029753149297673093*I	-0.00034597422493511516+0.0019457208840461667*I	0.003206038945100421+0.0024402843985079892*I	-0.0005940318283656153-0.0022502565980035455*I	-0.0028505160115698254-0.0019199914765494607*I	0.0013972645646916125+0.002467340709894499*I	0.002307961422525748+0.001418044866648351*I	-0.002030199478756886-0.0026142809884680857*I	-0.0016208953341848168-0.0009337706791907674*I	0.002466918645893994+0.0027045303439110586*I	0.000835383390322899+0.000463176696933464*I	-0.0026897550997831885-0.002747309423172802*I
