0.34607255039853146-0.6698480268431087*I	-0.2444830356818937-0.3464503744726941*I	-0.17949968699413327+0.17985761977165743*I
-0.2444830356818915-0.346450374472694*I	0.16657286340440042-0.48999040707145547*I	-0.244483035681893-0.3464503744727*I
-0.17949968699412983+0.1798576197716576*I	-0.24448303568189056-0.3464503744727001*I	0.34607255039853263-0.6698480268431174*I
