0.6514635747950838-0.24241143584888405*I	-0.009586658193182385-0.33784856493031196*I	-0.34146544578084825-0.23539027964811643*I
-0.00958665819318233-0.3378485649303115*I	0.3099981290142357-0.4778017154969998*I	-0.009586658193182412-0.33784856493031146*I
-0.34146544578084836-0.2353902796481161*I	-0.009586658193182274-0.3378485649303112*I	0.651463574795084-0.24241143584888336*I
