0.44642923894964603-0.17658106587341582*I	0.16163327005323883-0.2497039917101695*I	0.03254112205485121-0.17656039445177557*I
0.16163327005323877-0.24970399171016955*I	0.4789703610044973-0.35314146032519145*I	0.1616332700532388-0.24970399171016958*I
0.032541122054851185-0.1765603944517756*I	0.1616332700532388-0.24970399171016958*I	0.44642923894964603-0.17658106587341588*I
