0.32930558514277863-0.00001613028025189702*I	0.12264957319891003-0.000013603577753445136*I	0.0439716998898306-7.2671414109024614*^-6*I
0.12264957319891003-0.000013603577753445136*I	0.37327728503260926-0.00002339742166279948*I	0.12264957319891005-0.000013603577753445141*I
0.043971699889830615-7.267141410902463*^-6*I	0.1226495731989101-0.000013603577753445144*I	0.3293055851427788-0.000016130280251897033*I
