0.4706123389859249-0.12496351111792073*I	0.19091591503827793-0.18167370324102872*I	0.013719410078739072-0.14878700954269153*I	-0.0692220781447725-0.062424496947332764*I	-0.06581124395795619+0.015515706244688562*I	-0.016540823034294553+0.04354167695145138*I	0.02625206081381348+0.02448328967418176*I	0.03239115658349418-0.0077172857931301206*I	0.008429207532436051-0.021549203848914466*I	-0.016920540379891547-0.01136232824166581*I	-0.020986025755871187+0.006003262191658018*I	-0.00460477763009634+0.012425301829304321*I	0.013313290720036366+0.005130575643897973*I	0.015710326412535787-0.004919756581243616*I	0.002484145525612807-0.007115060747321225*I	-0.011741590440586104-0.0015256555606934965*I	-0.012994197905517476+0.003827632819100148*I	-0.0010986331518408822+0.003282160814229068*I	0.011270381008862507-0.0008352705644278154*I	0.011659351581933836-0.0025252201392792417*I
0.1909159150382777-0.18167370324102883*I	0.48433174906466364-0.2737505206606124*I	0.12169383689350556-0.24409820018836173*I	-0.05209183387921684-0.13327130329800305*I	-0.08576290117906661-0.018882819995881407*I	-0.039559183144142286+0.03999899591887027*I	0.015850333549200013+0.035824391158321145*I	0.03468126834624988+0.002934085825267151*I	0.015470616203602993-0.01907961403479604*I	-0.012556818223434746-0.015545941657256509*I	-0.0215253180099875+0.0010629735876384497*I	-0.007672735035834504+0.011133837835555885*I	0.011105548782439613+0.007505545248060552*I	0.0157974362456492-0.001984485103423439*I	0.00396873597194962-0.006445412141937315*I	-0.010510052379904747-0.0032874279282213126*I	-0.01284022359242703+0.0017565052535352692*I	-0.0017238168966549586+0.002992362254671956*I	0.01056071843009299+0.0007569406749494556*I	0.011270381008862537-0.0008352705644280498*I
0.013719410078739223-0.14878700954269206*I	0.12169383689350581-0.24409820018836229*I	0.41852050510670846-0.2582348144159245*I	0.10515301385921205-0.20055652323691053*I	-0.025839773065402253-0.10878801362382143*I	-0.0533717445955715-0.02660010578901161*I	-0.03112997561170548+0.018449792069955662*I	-0.0010702068306907924+0.02446206291665511*I	0.013695242590379504+0.008937348016924926*I	0.010865838573507518-0.006654312205491994*I	0.0007564724966024329-0.010415366013358868*I	-0.00581499159745115-0.0038567829936055806*I	-0.005188589510221496+0.0040187770882341815*I	-0.0006360416581465879+0.005979889687366529*I	0.002803238340131502+0.0018431477156761237*I	0.0028701028201085547-0.0031632513277089387*I	0.0007603286289576996-0.0041226984926499574*I	-0.0011808720104931583-0.0007687148857448412*I	-0.0017238168966548992+0.0029923622546712686*I	-0.0010986331518408222+0.0032821608142284235*I
-0.06922207814477215-0.062424496947333555*I	-0.05209183387921618-0.13327130329800418*I	0.10515301385921262-0.2005565232369114*I	0.4447725659205237-0.23375152474174285*I	0.1375441704427075-0.20827380903004059*I	-0.017410565532965296-0.13033721747273563*I	-0.07029228497546244-0.037962434030677415*I	-0.05211600136757604+0.02445305426161345*I	-0.0056749844607862495+0.03688736474595892*I	0.027008533310416954+0.014067923660822147*I	0.026576164986044228-0.011574068786736495*I	0.003240618022215646-0.017530426760681013*I	-0.017556582038037418-0.005382438554299989*I	-0.01818278741573945+0.007846409907333382*I	-0.0017346748099879015+0.009262050501594522*I	0.014073619348993814+0.0010078771512470831*I	0.014529454402042388-0.005688471466989418*I	0.0007603286289577247-0.004122698492650928*I	-0.012840223592427046+0.001756505253533948*I	-0.012994197905517505+0.0038276328190992373*I
-0.06581124395795569+0.01551570624468793*I	-0.08576290117906576-0.018882819995882465*I	-0.025839773065401424-0.10878801362382239*I	0.13754417044270803-0.20827380903004108*I	0.4532017734529604-0.2553007285906567*I	0.12062363006281616-0.21963613727170583*I	-0.03839659128883659-0.12433395528107752*I	-0.07489706260555871-0.025537132201373436*I	-0.03880271064753901+0.02958362990551049*I	0.010035341951750414+0.03196760816471399*I	0.029492678836030222+0.006952862913499519*I	0.014834574545457824-0.013099724347431261*I	-0.00975357988330271-0.01370279394158203*I	-0.018655215189879212-0.002100277740072171*I	-0.006912406406877412+0.0070111393429041075*I	0.009924676771945916+0.006736830362313792*I	0.014073619348993902+0.0010078771512459946*I	0.0028701028201084085-0.0031632513277105047*I	-0.01051005237990515-0.0032874279282226714*I	-0.011741590440586463-0.001525655560694238*I
-0.016540823034294067+0.04354167695145121*I	-0.03955918314414148+0.03999899591886994*I	-0.05337174459557064-0.026600105789012094*I	-0.01741056553296464-0.1303372174727363*I	0.12062363006281657-0.21963613727170606*I	0.43221574769708865-0.24929746639899805*I	0.11601885243271917-0.20721083544240132*I	-0.02508330056880045-0.11920337963718004*I	-0.05918673619302253-0.030456888782618277*I	-0.03631856512192587+0.022468569158187693*I	-0.0017062484888361012+0.030441952604019044*I	0.016498480930511462+0.010780495732598573*I	0.013735941393615341-0.009817563533203167*I	0.0015168011255587187-0.014538064506011042*I	-0.0069958636079455756-0.004625497879352808*I	-0.006912406406877117+0.007011139342903014*I	-0.001734674809987853+0.009262050501592858*I	0.0028032383401308744+0.0018431477156747264*I	0.003968735971948502-0.006445412141938027*I	0.0024841455256119187-0.007115060747321418*I
0.02625206081381389+0.02448328967418201*I	0.01585033354920072+0.035824391158321534*I	-0.031129975611704747+0.018449792069955895*I	-0.0702922849754619-0.03796243403067743*I	-0.03839659128883627-0.12433395528107766*I	0.11601885243271921-0.20721083544240143*I	0.4455290384171242-0.24416689075510015*I	0.13172917884525473-0.2121305920236458*I	-0.022599155043187498-0.12631844038450266*I	-0.07092832663360892-0.03198254434331303*I	-0.049312763027444605+0.02629620197728705*I	-0.002804881640678984+0.0337241134182477*I	0.02776886193937219+0.009945225168170282*I	0.025395292975548475-0.012342783672483188*I	0.0015168011255590717-0.014538064506011781*I	-0.01865521518987884-0.002100277740073564*I	-0.018182787415739733+0.007846409907332024*I	-0.0006360416581478938+0.005979889687365894*I	0.015797436245647334-0.0019844851034232975*I	0.015710326412534403-0.004919756581243264*I
0.032391156583494514-0.007717285793129805*I	0.03468126834625044+0.002934085825267711*I	-0.00107020683069036+0.024462062916655706*I	-0.05211600136757588+0.024453054261613857*I	-0.07489706260555874-0.025537132201373297*I	-0.02508330056880061-0.11920337963718013*I	0.13172917884525456-0.21213059202364593*I	0.4480131839427369-0.2512819515024225*I	0.1199875884046685-0.21365624758434015*I	-0.03559335294870582-0.12249080756540276*I	-0.07202695978545148-0.02870038352908374*I	-0.038042382018584+0.025460931412859527*I	0.008854469941253721+0.031198893278968475*I	0.02776886193937231+0.00994522516817016*I	0.013735941393615525-0.009817563533203582*I	-0.009753579883302808-0.013702793941582572*I	-0.01755658203803829-0.005382438554300304*I	-0.005188589510223279+0.004018777088234375*I	0.011105548782437474+0.007505545248061118*I	0.013313290720034883+0.005130575643898449*I
0.008429207532436485-0.021549203848914532*I	0.015470616203603538-0.019079614034795987*I	0.013695242590379717+0.008937348016925242*I	-0.005674984460786559+0.03688736474595943*I	-0.03880271064753964+0.02958362990551091*I	-0.05918673619302311-0.03045688878261825*I	-0.02259915504318779-0.12631844038450288*I	0.11998758840466844-0.2136562475843406*I	0.43501898603721906-0.24745431868332265*I	0.11888895525282649-0.21037408677011063*I	-0.024322971939844677-0.12332607812982986*I	-0.06036760820351857-0.03122560366836256*I	-0.03804238201858392+0.025460931412859683*I	-0.0028048816406791247+0.0337241134182482*I	0.016498480930510918+0.010780495732599399*I	0.01483457454545684-0.013099724347430302*I	0.0032406180222142775-0.017530426760680187*I	-0.0058149915974527525-0.0038567829936050216*I	-0.007672735035835992+0.011133837835556177*I	-0.00460477763009725+0.012425301829304411*I
-0.01692054037989099-0.011362328241666341*I	-0.012556818223434128-0.015545941657257182*I	0.01086583857350766-0.006654312205492322*I	0.027008533310416406+0.014067923660822362*I	0.01003534195174942+0.03196760816471443*I	-0.036318565121926764+0.0224685691581879*I	-0.07092832663360944-0.031982544343313324*I	-0.03559335294870598-0.12249080756540347*I	0.1188889552528265-0.21037408677011118*I	0.4462893670460806-0.2482895892477498*I	0.13054830683475988-0.21289930690938935*I	-0.024322971939844142-0.12332607812982989*I	-0.0720269597854511-0.028700383529083336*I	-0.04931276302744501+0.026296201977288363*I	-0.0017062484888374018+0.03044195260402109*I	0.02949267883602852+0.006952862913501624*I	0.026576164986042844-0.011574068786735081*I	0.0007564724966018211-0.010415366013358518*I	-0.02152531800998745+0.001062973587638035*I	-0.020986025755870927+0.006003262191657524*I
-0.020986025755870556+0.006003262191657318*I	-0.02152531800998677+0.001062973587637463*I	0.0007564724966026374-0.010415366013359602*I	0.026576164986043677-0.011574068786736669*I	0.029492678836029223+0.006952862913499761*I	-0.0017062484888369955+0.03044195260401926*I	-0.04931276302744505+0.026296201977286833*I	-0.07202695978545151-0.028700383529084487*I	-0.024322971939844576-0.12332607812983076*I	0.13054830683475982-0.21289930690938996*I	0.4462893670460811-0.2482895892477498*I	0.11888895525282772-0.21037408677011066*I	-0.035593352948704825-0.12249080756540223*I	-0.07092832663360907-0.031982544343311506*I	-0.03631856512192724+0.022468569158189913*I	0.010035341951748687+0.03196760816471612*I	0.027008533310416166+0.014067923660823335*I	0.010865838573508323-0.006654312205492126*I	-0.012556818223432908-0.015545941657257483*I	-0.01692054037989004-0.011362328241666674*I
-0.00460477763009576+0.012425301829303901*I	-0.0076727350358337994+0.011133837835555252*I	-0.005814991597450856-0.003856782993606193*I	0.003240618022215337-0.01753042676068136*I	0.01483457454545717-0.013099724347431273*I	0.016498480930510942+0.010780495732598703*I	-0.0028048816406791074+0.03372411341824765*I	-0.038042382018583815+0.02546093141285907*I	-0.06036760820351836-0.031225603668363383*I	-0.024322971939844108-0.12332607812983075*I	0.11888895525282768-0.21037408677011116*I	0.4350189860372207-0.24745431868332254*I	0.11998758840467012-0.21365624758433968*I	-0.022599155043186814-0.12631844038450157*I	-0.05918673619302302-0.030456888782616924*I	-0.03880271064753983+0.029583629905511673*I	-0.005674984460786101+0.03688736474595936*I	0.013695242590381341+0.008937348016924463*I	0.015470616203605823-0.019079614034797007*I	0.00842920753243816-0.021549203848915226*I
0.013313290720036805+0.005130575643898062*I	0.011105548782440184+0.007505545248060614*I	-0.005188589510221185+0.004018777088234095*I	-0.017556582038037474-0.005382438554300176*I	-0.009753579883302922-0.013702793941582109*I	0.01373594139361531-0.009817563533203032*I	0.027768861939372506+0.009945225168170532*I	0.008854469941254233+0.031198893278968534*I	-0.03804238201858352+0.02546093141285933*I	-0.07202695978545104-0.028700383529084005*I	-0.03559335294870505-0.1224908075654029*I	0.11998758840466979-0.21365624758434013*I	0.4480131839427387-0.25128195150242233*I	0.13172917884525612-0.21213059202364556*I	-0.025083300568799722-0.11920337963717981*I	-0.0748970626055583-0.025537132201373252*I	-0.0521160013675752+0.024453054261613393*I	-0.001070206830688925+0.02446206291665478*I	0.03468126834625235+0.002934085825266672*I	0.03239115658349591-0.007717285793130494*I
0.01571032641253608-0.004919756581243175*I	0.015797436245649592-0.0019844851034228547*I	-0.0006360416581463478+0.00597988968736691*I	-0.018182787415739386+0.007846409907333499*I	-0.018655215189879133-0.0021002777400720716*I	0.0015168011255590765-0.014538064506010685*I	0.025395292975549186-0.01234278367248255*I	0.02776886193937317+0.00994522516817076*I	-0.0028048816406785024+0.03372411341824843*I	-0.04931276302744488+0.026296201977288092*I	-0.07092832663360937-0.03198254434331197*I	-0.022599155043187383-0.12631844038450185*I	0.13172917884525576-0.21213059202364565*I	0.44552903841712593-0.2441668907551003*I	0.11601885243272074-0.20721083544240157*I	-0.03839659128883544-0.12433395528107757*I	-0.07029228497546164-0.03796243403067726*I	-0.031129975611704618+0.018449792069955933*I	0.015850333549200953+0.03582439115832138*I	0.02625206081381412+0.024483289674181858*I
0.0024841455256130475-0.007115060747320829*I	0.003968735971949917-0.00644541214193676*I	0.0028032383401316563+0.0018431477156765714*I	-0.001734674809987894+0.009262050501594836*I	-0.0069124064068773194+0.007011139342904509*I	-0.006995863607945114-0.004625497879352112*I	0.0015168011255599736-0.014538064506010837*I	0.013735941393616618-0.009817563533202714*I	0.016498480930511743+0.010780495732599869*I	-0.001706248488837173+0.030441952604021095*I	-0.03631856512192762+0.02246856915818976*I	-0.05918673619302373-0.030456888782616934*I	-0.02508330056880034-0.11920337963717961*I	0.11601885243272046-0.20721083544240124*I	0.43221574769709015-0.24929746639899758*I	0.12062363006281734-0.21963613727170486*I	-0.017410565532964984-0.13033721747273447*I	-0.05337174459557192-0.026600105789010415*I	-0.039559183144142966+0.03999899591887113*I	-0.016540823034295028+0.043541676951451794*I
-0.011741590440585793-0.0015256555606934367*I	-0.010510052379904374-0.003287427928221234*I	0.0028701028201087043-0.0031632513277088186*I	0.014073619348993717+0.0010078771512473735*I	0.009924676771945834+0.0067368303623144*I	-0.006912406406876815+0.007011139342903938*I	-0.01865521518987802-0.002100277740072559*I	-0.009753579883301734-0.013702793941581836*I	0.014834574545457677-0.01309972434743003*I	0.029492678836028706+0.00695286291350156*I	0.010035341951748222+0.03196760816471609*I	-0.03880271064754064+0.029583629905512006*I	-0.07489706260555898-0.025537132201372586*I	-0.03839659128883567-0.12433395528107678*I	0.12062363006281736-0.21963613727170447*I	0.4532017734529608-0.25530072859065434*I	0.13754417044270725-0.20827380903003803*I	-0.025839773065403245-0.1087880136238193*I	-0.08576290117906787-0.018882819995880075*I	-0.06581124395795705+0.015515706244689205*I
-0.012994197905517021+0.0038276328190998367*I	-0.012840223592426475+0.001756505253534815*I	0.0007603286289579596-0.004122698492650264*I	0.014529454402042256-0.005688471466989314*I	0.014073619348993647+0.0010078771512465876*I	-0.00173467480998781+0.009262050501593736*I	-0.0181827874157392+0.00784640990733278*I	-0.017556582038037505-0.0053824385543000276*I	0.00324061802221482-0.01753042676068044*I	0.02657616498604275-0.011574068786735543*I	0.027008533310415455+0.014067923660823137*I	-0.005674984460787011+0.03688736474595976*I	-0.052116001367575784+0.024453054261614263*I	-0.07029228497546161-0.0379624340306762*I	-0.017410565532964564-0.13033721747273372*I	0.1375441704427076-0.20827380903003767*I	0.4447725659205228-0.23375152474173927*I	0.10515301385921146-0.20055652323690779*I	-0.05209183387921722-0.13327130329800138*I	-0.06922207814477274-0.06242449694733192*I
-0.0010986331518403486+0.0032821608142286013*I	-0.0017238168966542708+0.0029923622546712617*I	-0.0011808720104927637-0.0007687148857453939*I	0.0007603286289576651-0.004122698492651039*I	0.0028701028201081123-0.0031632513277101283*I	0.002803238340130722+0.0018431477156753162*I	-0.0006360416581477091+0.005979889687366248*I	-0.005188589510222944+0.004018777088234148*I	-0.005814991597452681-0.003856782993605798*I	0.000756472496601337-0.010415366013359427*I	0.010865838573507371-0.00665431220549262*I	0.013695242590380389+0.008937348016924694*I	-0.001070206830689377+0.024462062916655616*I	-0.03112997561170432+0.01844979206995695*I	-0.05337174459557106-0.02660010578900968*I	-0.025839773065402385-0.108788013623819*I	0.105153013859212-0.20055652323690776*I	0.41852050510670913-0.25823481441592144*I	0.12169383689350678-0.2440982001883598*I	0.013719410078739995-0.1487870095426906*I
0.011270381008862993-0.0008352705644282125*I	0.010560718430093648+0.0007569406749488573*I	-0.0017238168966544694+0.0029923622546707495*I	-0.012840223592427017+0.0017565052535337365*I	-0.010510052379905375-0.0032874279282225417*I	0.003968735971948297-0.006445412141937778*I	0.015797436245647292-0.0019844851034232854*I	0.011105548782437451+0.007505545248060627*I	-0.007672735035836276+0.011133837835555226*I	-0.021525318009988144+0.0010629735876369983*I	-0.012556818223433908-0.01554594165725813*I	0.01547061620360496-0.019079614034797014*I	0.034681268346252035+0.0029340858252672438*I	0.015850333549201373+0.03582439115832213*I	-0.03955918314414202+0.03999899591887169*I	-0.0857629011790668-0.018882819995879874*I	-0.052091833879216426-0.13327130329800144*I	0.12169383689350714-0.2440982001883599*I	0.4843317490646662-0.27375052066061095*I	0.19091591503827948-0.18167370324102788*I
0.01165935158193413-0.0025252201392794533*I	0.011270381008862941-0.0008352705644283713*I	-0.001098633151840538+0.0032821608142281277*I	-0.012994197905517453+0.0038276328190990803*I	-0.011741590440586577-0.0015256555606942381*I	0.002484145525611782-0.007115060747321371*I	0.01571032641253431-0.004919756581243361*I	0.013313290720034768+0.005130575643898068*I	-0.0046047776300975375+0.012425301829303775*I	-0.020986025755871454+0.0060032621916568385*I	-0.016920540379890707-0.011362328241667132*I	0.008429207532437635-0.02154920384891532*I	0.03239115658349577-0.007717285793130235*I	0.026252060813814426+0.02448328967418223*I	-0.016540823034294397+0.04354167695145205*I	-0.06581124395795634+0.01551570624468927*I	-0.06922207814477216-0.06242449694733201*I	0.013719410078740321-0.14878700954269075*I	0.1909159150382796-0.18167370324102794*I	0.4706123389859261-0.1249635111179202*I
