0.5050440733533573-0.15727526118168206*I	0.2131946084373473-0.20749413511764986*I	-0.002374228965357189-0.13722772843324946*I	-0.11502459272050805-0.03019946023965617*I	-0.10160487547258928+0.02002781749769814*I
0.2131946084373472-0.20749413511764978*I	0.5026698443879997-0.2945029896149312*I	0.09817001571683895-0.23769359535730555*I	-0.10397910443794676-0.11719991093555071*I	-0.11502459272050823-0.030199460239655772*I
-0.0023742289653573153-0.13722772843324943*I	0.09817001571683884-0.23769359535730555*I	0.40106496891540994-0.27447517211723216*I	0.0981700157168382-0.2376935953573044*I	-0.0023742289653579246-0.1372277284332482*I
-0.11502459272050822-0.030199460239656233*I	-0.10397910443794711-0.11719991093555074*I	0.09817001571683806-0.23769359535730444*I	0.5026698443879988-0.2945029896149292*I	0.21319460843734642-0.2074941351176482*I
-0.10160487547258944+0.020027817497698108*I	-0.11502459272050851-0.03019946023965577*I	-0.002374228965358091-0.1372277284332482*I	0.2131946084373463-0.20749413511764822*I	0.5050440733533565-0.1572752611816808*I
