 -0.10000000E+01  0.27835089E+01     0.14538811E+01     0.11088326-157     0.76267078-158     0.13296279E+01     0.10140683-157     0.76267078-158        4        4   
 -0.99797980E+00  0.34128897E+01     0.14601993E+01     0.32247957-157     0.22084626-157     0.19526903E+01     0.43124436-157     0.22084626-157        4        4   
 -0.99595960E+00  0.24155834E+01     0.10423227E+01     0.66656915-157     0.63950362-157     0.13732607E+01     0.87820519-157     0.63950362-157        4        4   
 -0.99393939E+00  0.37605056E+01     0.19020963E+01     0.35223172-156     0.18518080-156     0.18584093E+01     0.34414172-156     0.18518080-156        4        4   
 -0.99191919E+00  0.33294871E+01     0.17250784E+01     0.92503408-156     0.53622728-156     0.16044087E+01     0.86032774-156     0.53622728-156        4        4   
 -0.98989899E+00  0.35452109E+01     0.16799601E+01     0.26085600-155     0.15527511-155     0.18652507E+01     0.28962702-155     0.15527511-155        4        4   
 -0.98787879E+00  0.21464802E+01     0.97714271E+00     0.43935220-155     0.44962951-155     0.11693375E+01     0.52576865-155     0.44962951-155        4        4   
 -0.98585859E+00  0.18757336E+01     0.95217651E+00     0.12397246-154     0.13019903-154     0.92355713E+00     0.12024624-154     0.13019903-154        4        4   
 -0.98383838E+00  0.19478530E+01     0.98326339E+00     0.37070682-154     0.37701680-154     0.96458957E+00     0.36366647-154     0.37701680-154        4        4   
 -0.98181818E+00  0.19266687E+01     0.95229760E+00     0.10396481-153     0.10917260-153     0.97437105E+00     0.10637462-153     0.10917260-153        4        4   
 -0.97979798E+00  0.16923257E+01     0.88514072E+00     0.27982011-153     0.31613065-153     0.80718494E+00     0.25517590-153     0.31613065-153        2        2   
 -0.97777778E+00  0.31863253E+01     0.15419375E+01     0.14115177-152     0.91541823-153     0.16443877E+01     0.15053025-152     0.91541823-153        2        2   
 -0.97575758E+00  0.23508101E+01     0.97115835E+00     0.25743201-152     0.26507728-152     0.13796518E+01     0.36571434-152     0.26507728-152        2        2   
 -0.97373737E+00  0.20309325E+01     0.99503300E+00     0.76377061-152     0.76758319-152     0.10358995E+01     0.79513900-152     0.76758319-152        2        2   
 -0.97171717E+00  0.32326539E+01     0.18192372E+01     0.40435957-151     0.22226875-151     0.14134167E+01     0.31415836-151     0.22226875-151        4        4   
 -0.96969697E+00  0.30540204E+01     0.14713088E+01     0.94696772-151     0.64362270-151     0.15827117E+01     0.10186692-150     0.64362270-151        4        4   
 -0.96767677E+00  0.24422367E+01     0.95577781E+00     0.17813171-150     0.18637356-150     0.14864589E+01     0.27703663-150     0.18637356-150        4        4   
 -0.96565657E+00  0.18444957E+01     0.97992788E+00     0.52884861-150     0.53968116-150     0.86456784E+00     0.46659097-150     0.53968116-150        4        4   
 -0.96363636E+00  0.18426258E+01     0.10073223E+01     0.15741955-149     0.15627525-149     0.83530344E+00     0.13053725-149     0.15627525-149        4        4   
 -0.96161616E+00  0.16546086E+01     0.74058317E+00     0.33513284-149     0.45252560-149     0.91402539E+00     0.41361989-149     0.45252560-149        4        4   
 -0.95959596E+00  0.11954057E+00     0.11470225E+00     0.15030313-149     0.13103765-148     0.48383211E-02     0.63400223-151     0.13103765-148        4        4   
 -0.95757576E+00  0.13025006E+01     0.76201688E+00     0.28914364-148     0.37944519-148     0.54048370E+00     0.20508394-148     0.37944519-148        4        4   
 -0.95555556E+00  0.18189308E+01     0.95555648E+00     0.10499252-147     0.10987579-147     0.86337434E+00     0.94863936-148     0.10987579-147        4        4   
 -0.95353535E+00  0.10457931E+01     0.29473412E+00     0.93774632-148     0.31816687-147     0.75105901E+00     0.23896209-147     0.31816687-147        4        4   
 -0.95151515E+00  0.25191115E+01     0.10255746E+01     0.94487672-147     0.92131449-147     0.14935369E+01     0.13760172-146     0.92131449-147        5        5   
 -0.94949495E+00  0.29723389E+01     0.19716759E+01     0.52601287-146     0.26678466-146     0.10006630E+01     0.26696154-146     0.26678466-146        5        5   
 -0.94747475E+00  0.20735877E+01     0.99147870E+00     0.76594430-146     0.77252724-146     0.10821090E+01     0.83595866-146     0.77252724-146        5        5   
 -0.94545455E+00  0.16102165E+01     0.91867943E+00     0.20550895-145     0.22370040-145     0.69153704E+00     0.15469711-145     0.22370040-145        5        5   
 -0.94343434E+00  0.20795229E+01     0.12748538E+01     0.82580991-145     0.64776831-145     0.80466913E+00     0.52123916-145     0.64776831-145        5        5   
 -0.94141414E+00  0.25079687E+01     0.13169585E+01     0.24702718-144     0.18757400-144     0.11910102E+01     0.22340256-144     0.18757400-144        5        5   
 -0.93939394E+00  0.16092533E+01     0.65750459E+00     0.35712840-144     0.54315727-144     0.95174874E+00     0.51694925-144     0.54315727-144        5        5   
 -0.93737374E+00  0.16980508E+01     0.90691491E+00     0.14264124-143     0.15728183-143     0.79113585E+00     0.12443129-143     0.15728183-143        5        5   
 -0.93535354E+00  0.22361521E+00     0.15212436E+00     0.69283569-144     0.45544035-143     0.71490850E-01     0.32559817-144     0.45544035-143        5        5   
 -0.93333333E+00  0.28026448E+01     0.20292028E+01     0.26761466-142     0.13188167-142     0.77344204E+00     0.10200283-142     0.13188167-142        5        5   
 -0.93131313E+00  0.45850631E+01     0.22928431E+01     0.87561205-142     0.38188922-142     0.22922201E+01     0.87537414-142     0.38188922-142        5        5   
 -0.92929293E+00  0.39575661E+01     0.18366874E+01     0.20310733-141     0.11058350-141     0.21208787E+01     0.23453420-141     0.11058350-141        5        5   
 -0.92727273E+00  0.34932123E+01     0.16832243E+01     0.53899568-141     0.32021620-141     0.18099880E+01     0.57958748-141     0.32021620-141        6        6   
 -0.92525253E+00  0.20258367E+01     0.12946513E+01     0.12004638-140     0.92724873-141     0.73118546E+00     0.67799079-141     0.92724873-141        5        5   
 -0.92323232E+00  0.32801412E+01     0.17308309E+01     0.46473335-140     0.26850303-140     0.15493103E+01     0.41599451-140     0.26850303-140        5        5   
 -0.92121212E+00  0.47558674E+01     0.27121901E+01     0.21087363-139     0.77750313-140     0.20436774E+01     0.15889656-139     0.77750313-140        6        6   
 -0.91919192E+00  0.30763561E+01     0.15724301E+01     0.35401890-139     0.22514126-139     0.15039260E+01     0.33859579-139     0.22514126-139        6        6   
 -0.91717172E+00  0.42253733E+01     0.20297364E+01     0.13232676-138     0.65194063-139     0.21956369E+01     0.14314249-138     0.65194063-139        4        4   
 -0.91515152E+00  0.17181680E+01     0.46731270E+00     0.88220311-139     0.18878218-138     0.12508552E+01     0.23613918-138     0.18878218-138        4        4   
 -0.91313131E+00  0.18849421E+01     0.82431452E+00     0.45061630-138     0.54665578-138     0.10606276E+01     0.57979821-138     0.54665578-138        4        4   
 -0.91111111E+00  0.12477876E+01     0.58105128E+00     0.91977449-138     0.15829489-137     0.66673636E+00     0.10554096-137     0.15829489-137        4        4   
 -0.90909091E+00  0.23946669E+01     0.11913886E+01     0.54610141-137     0.45837386-137     0.12032782E+01     0.55155130-137     0.45837386-137        4        4   
 -0.90707071E+00  0.15819047E+01     0.10440463E+01     0.13857745-136     0.13273113-136     0.53785834E+00     0.71390546-137     0.13273113-136        4        4   
 -0.90505051E+00  0.18104763E+01     0.79796336E+00     0.30669641-136     0.38434899-136     0.10125129E+01     0.38915832-136     0.38434899-136        4        4   
 -0.90303030E+00  0.48234233E+00     0.46312079E+00     0.51543389-136     0.11129578-135     0.19221543E-01     0.21392767-137     0.11129578-135        4        4   
 -0.90101010E+00  0.18857686E+00     0.96867095E-01     0.31218205-136     0.32227873-135     0.91709768E-01     0.29556108-136     0.32227873-135        4        4   
 -0.89898990E+00  0.74624755E+00     0.52963699E+00     0.49426847-135     0.93322120-135     0.21661056E+00     0.20214557-135     0.93322120-135        4        4   
 -0.89696970E+00  0.21871042E+01     0.12026146E+01     0.32498552-134     0.27023248-134     0.98448961E+00     0.26604107-134     0.27023248-134        4        4   
 -0.89494949E+00  0.30787395E+01     0.14873591E+01     0.11638750-133     0.78251108-134     0.15913804E+01     0.12452728-133     0.78251108-134        4        4   
 -0.89292929E+00  0.23694197E+01     0.12373221E+01     0.28036656-133     0.22659141-133     0.11320976E+01     0.25652360-133     0.22659141-133        4        4   
 -0.89090909E+00  0.21600017E+01     0.60082769E+00     0.39422698-133     0.65613982-133     0.15591740E+01     0.10230362-132     0.65613982-133        4        4   
 -0.88888889E+00  0.20868837E+01     0.11407655E+01     0.21674333-132     0.18999814-132     0.94611817E+00     0.17976069-132     0.18999814-132        6        6   
 -0.88686869E+00  0.33854381E+01     0.14142911E+01     0.77811019-132     0.55017683-132     0.19711470E+01     0.10844794-131     0.55017683-132        6        6   
 -0.88484848E+00  0.28536609E+01     0.87587225E+00     0.13953913-131     0.15931448-131     0.19777887E+01     0.31509037-131     0.15931448-131        6        6   
 -0.88282828E+00  0.30184210E+01     0.16847593E+01     0.77722376-131     0.46132628-131     0.13336617E+01     0.61525318-131     0.46132628-131        5        5   
