-1.0  5.7469  2.7902  2.9567  4  4
-0.998  5.7141  2.776  2.938  4  4
-0.996  5.7117  2.7752  2.9366  4  4
-0.9939  5.5077  2.6661  2.8416  4  4
-0.9919  5.5185  2.6586  2.8598  4  4
-0.9899  5.3989  2.6011  2.7978  4  4
-0.9879  5.3006  2.5664  2.7342  4  4
-0.9859  5.1492  2.4881  2.6611  4  4
-0.9838  4.8741  2.3602  2.5139  4  4
-0.9818  3.934  1.9178  2.0162  4  4
-0.9798  3.3373  1.6043  1.7329  2  2
-0.9778  2.9137  1.3438  1.5699  2  2
-0.9758  2.3212  0.969  1.3522  2  2
-0.9737  2.4137  1.2321  1.1816  2  2
-0.9717  4.3024  2.0556  2.2468  4  4
-0.9697  4.4369  2.1608  2.2761  4  4
-0.9677  4.4163  2.1686  2.2477  4  4
-0.9657  4.4215  2.2383  2.1832  4  4
-0.9636  4.5208  2.296  2.2248  4  4
-0.9616  4.6514  2.4002  2.2512  4  4
-0.9596  4.8013  2.5119  2.2895  4  4
-0.9576  5.0479  2.6064  2.4415  4  4
-0.9556  5.2903  2.6737  2.6166  4  4
-0.9535  5.1329  2.4581  2.6748  4  4
-0.9515  5.3802  2.6323  2.7479  5  5
-0.9495  5.57  2.7719  2.7982  5  5
-0.9475  5.6322  2.8034  2.8288  5  5
-0.9455  5.6673  2.8397  2.8275  5  5
-0.9434  5.8011  2.8829  2.9181  5  5
-0.9414  5.8829  2.9477  2.9352  5  5
-0.9394  5.9614  2.9785  2.9829  5  5
-0.9374  5.9199  2.9679  2.9521  5  5
-0.9354  5.9728  2.9909  2.9819  5  5
-0.9333  5.9711  2.9871  2.984  5  5
-0.9313  6.062  3.0467  3.0152  5  5
-0.9293  6.2989  3.1629  3.136  5  5
-0.9273  6.8436  3.4015  3.4421  6  6
-0.9253  6.6487  3.2712  3.3775  5  5
-0.9232  5.7336  2.9396  2.7939  5  5
-0.9212  7.3428  3.643  3.6998  6  6
-0.9192  6.8134  3.374  3.4394  6  6
-0.9172  4.6139  2.2438  2.3701  4  4
-0.9152  4.2125  2.0884  2.1241  4  4
-0.9131  4.2916  2.1117  2.18  4  4
-0.9111  4.3977  2.1842  2.2134  4  4
-0.9091  4.2933  2.1121  2.1812  4  4
-0.9071  4.3866  2.1653  2.2213  4  4
-0.9051  4.4067  2.1655  2.2412  4  4
-0.903  4.2525  2.1011  2.1514  4  4
-0.901  4.2687  2.1034  2.1653  4  4
-0.899  4.2894  2.1161  2.1732  4  4
-0.897  4.2681  2.1054  2.1626  4  4
-0.8949  4.3242  2.1536  2.1706  4  4
-0.8929  4.1951  2.1181  2.077  4  4
-0.8909  4.2737  2.127  2.1467  4  4
-0.8889  6.4486  3.1732  3.2754  6  6
-0.8869  6.9081  3.3894  3.5187  6  6
-0.8848  6.9002  3.3931  3.5071  6  6
-0.8828  6.1178  3.0204  3.0974  5  5
-0.8808  5.8946  2.8936  3.001  5  5
-0.8788  5.8468  2.8931  2.9536  5  5
-0.8768  5.9947  2.9659  3.0288  5  5
-0.8747  5.7801  2.9073  2.8728  5  5
-0.8727  5.9952  2.982  3.0132  5  5
-0.8707  5.9707  3.0  2.9707  5  5
-0.8687  5.7952  2.8893  2.9059  5  5
-0.8667  5.8916  2.9557  2.9359  5  5
-0.8646  5.9331  2.9891  2.9441  5  5
-0.8626  6.0237  3.0179  3.0058  5  5
-0.8606  5.9214  3.0075  2.9139  5  5
-0.8586  7.0978  3.5593  3.5385  6  6
-0.8566  7.5417  3.7929  3.7487  6  6
-0.8545  7.7138  3.887  3.8268  6  6
-0.8525  7.6123  3.8333  3.7791  6  6
-0.8505  5.0348  2.4528  2.582  4  4
-0.8485  4.1015  2.0616  2.0399  4  4
-0.8465  3.6359  1.9297  1.7062  4  4
-0.8444  4.7788  2.5199  2.2589  4  4
-0.8424  6.4214  3.2896  3.1318  6  6
-0.8404  5.2292  2.837  2.3922  4  4
-0.8384  5.6488  2.9992  2.6496  4  4
-0.8364  5.8736  3.0318  2.8418  4  4
-0.8343  5.9883  3.016  2.9723  4  4
-0.8323  5.932  2.9633  2.9687  4  4
-0.8303  5.7807  2.8544  2.9263  4  4
-0.8283  5.3076  2.6139  2.6937  5  5
-0.8263  4.8638  2.4169  2.4469  5  5
-0.8242  4.6388  2.2636  2.3752  4  4
-0.8222  4.6105  2.2744  2.336  4  4
-0.8202  4.4294  2.1639  2.2655  4  4
-0.8182  4.5149  2.2473  2.2676  4  4
-0.8162  4.6059  2.2856  2.3202  4  4
-0.8141  4.6894  2.3376  2.3518  4  4
-0.8121  4.658  2.316  2.3421  4  4
-0.8101  4.737  2.3974  2.3395  4  4
-0.8081  4.7317  2.4001  2.3316  4  4
-0.8061  4.8175  2.434  2.3835  4  4
-0.804  4.4783  2.2319  2.2464  4  4
-0.802  4.8379  2.5329  2.305  4  4
-0.8  5.9165  2.9283  2.9882  6  6
-0.798  6.0979  3.0576  3.0404  6  6
-0.796  7.0603  3.5854  3.4748  7  7
-0.7939  9.1573  4.5974  4.56  8  8
-0.7919  9.4265  4.7142  4.7123  8  8
-0.7899  9.6696  4.8223  4.8473  8  8
-0.7879  9.796  4.8836  4.9124  8  8
-0.7859  9.7355  4.8647  4.8708  8  8
-0.7838  9.6761  4.8289  4.8472  8  8
-0.7818  9.4984  4.7345  4.7639  8  8
-0.7798  8.4436  4.1978  4.2458  7  7
-0.7778  8.4229  4.193  4.2299  7  7
-0.7758  8.4127  4.1716  4.241  7  7
-0.7737  7.7503  3.677  4.0733  6  6
-0.7717  6.9675  3.3821  3.5854  6  6
-0.7697  6.8659  3.4688  3.3971  6  6
-0.7677  4.2717  2.1908  2.0809  4  4
-0.7657  5.4547  2.8562  2.5986  4  4
-0.7636  5.2949  2.7428  2.552  4  4
-0.7616  5.2451  2.6322  2.6129  4  4
-0.7596  6.3661  3.297  3.0691  6  6
-0.7576  6.58  3.3826  3.1975  6  6
-0.7556  6.8916  3.538  3.3536  6  6
-0.7535  7.4447  3.8304  3.6143  6  6
-0.7515  7.9672  4.0738  3.8934  6  6
-0.7495  8.3461  4.2242  4.1219  6  6
-0.7475  8.6305  4.3431  4.2874  6  6
-0.7455  8.7968  4.3961  4.4007  8  8
-0.7434  9.3557  4.7067  4.6491  8  8
-0.7414  9.6004  4.8051  4.7953  8  8
-0.7394  6.1166  3.1031  3.0135  6  6
-0.7374  9.3051  4.5758  4.7292  6  6
-0.7354  8.5457  4.2127  4.3329  6  6
-0.7333  8.1323  3.9983  4.1341  6  6
-0.7313  7.377  3.6313  3.7458  6  6
-0.7293  6.4222  3.0563  3.3659  5  5
-0.7273  5.1906  2.4657  2.7249  5  5
-0.7253  6.6853  3.3374  3.3479  5  5
-0.7232  7.3996  3.6114  3.7882  5  5
-0.7212  7.9944  4.1004  3.894  5  5
-0.7192  6.8472  3.3792  3.468  5  5
-0.7172  6.8658  3.4039  3.4618  5  5
-0.7152  6.7378  3.3437  3.3942  5  5
-0.7131  6.7467  3.3349  3.4117  5  5
-0.7111  6.5378  3.2669  3.2708  5  5
-0.7091  6.5127  3.2478  3.2649  5  5
-0.7071  6.5933  3.3323  3.2611  5  5
-0.7051  6.2397  3.1075  3.1323  5  5
-0.703  8.1023  4.0188  4.0835  6  6
-0.701  8.2454  4.0868  4.1587  6  6
-0.699  8.1446  4.0958  4.0488  6  6
-0.697  8.1399  4.0468  4.0931  6  6
-0.6949  8.1637  4.0343  4.1294  6  6
-0.6929  8.1281  4.0282  4.0999  6  6
-0.6909  8.0791  3.9839  4.0952  6  6
-0.6889  8.01  3.9726  4.0375  6  6
-0.6869  7.9676  3.9309  4.0367  6  6
-0.6848  7.749  3.823  3.9261  6  6
-0.6828  7.6023  3.7536  3.8486  6  6
-0.6808  7.5039  3.7438  3.7601  6  6
-0.6788  7.3114  3.6332  3.6782  6  6
-0.6768  7.1261  3.5673  3.5588  6  6
-0.6747  7.1106  3.613  3.4976  6  6
-0.6727  7.1437  3.6212  3.5225  6  6
-0.6707  7.3311  3.6941  3.637  6  6
-0.6687  7.924  4.0045  3.9195  6  6
-0.6667  8.4078  4.2393  4.1685  7  7
-0.6646  8.3827  4.2585  4.1242  7  7
-0.6626  8.4208  4.2697  4.1511  7  7
-0.6606  8.5535  4.3583  4.1951  7  7
-0.6586  7.886  4.063  3.823  5  5
-0.6566  7.375  3.6717  3.7033  5  5
-0.6545  7.8583  4.26  3.5983  5  5
-0.6525  8.2669  4.518  3.7489  6  6
-0.6505  8.3665  4.3959  3.9706  6  6
-0.6485  8.1772  4.276  3.9013  6  6
-0.6465  6.8016  3.5522  3.2494  5  5
-0.6444  6.8865  3.8296  3.0568  4  4
-0.6424  6.9012  3.5456  3.3555  4  4
-0.6404  6.8721  3.4431  3.429  4  4
-0.6384  6.7612  3.3456  3.4155  4  4
-0.6364  6.6267  3.2697  3.357  4  4
-0.6343  6.0927  2.9108  3.182  4  4
-0.6323  8.3022  4.0847  4.2175  5  5
-0.6303  8.2437  4.0895  4.1542  5  5
-0.6283  8.1959  4.0767  4.1192  5  5
