-1.0  3.9915  1.892  2.0995  4  4
-0.998  3.8393  1.8429  1.9964  4  4
-0.996  3.5864  1.686  1.9004  4  4
-0.9939  3.6751  1.7766  1.8986  4  4
-0.9919  3.6887  1.6702  2.0186  4  4
-0.9899  3.3506  1.5436  1.807  4  4
-0.9879  3.3373  1.5807  1.7566  4  4
-0.9859  3.3658  1.5868  1.779  4  4
-0.9838  3.0178  1.4494  1.5684  4  4
-0.9818  2.4744  1.1892  1.2852  4  4
-0.9798  2.3199  1.1031  1.2168  2  2
-0.9778  2.0709  0.9756  1.0953  2  2
-0.9758  1.7881  0.8417  0.9463  2  2
-0.9737  1.7155  0.763  0.9525  2  2
-0.9717  2.5262  1.1362  1.39  4  4
-0.9697  2.7119  1.2789  1.433  4  4
-0.9677  2.6127  1.2755  1.3373  4  4
-0.9657  2.7697  1.4309  1.3388  4  4
-0.9636  2.7428  1.3502  1.3926  4  4
-0.9616  2.7313  1.3696  1.3618  4  4
-0.9596  2.7948  1.4417  1.3531  4  4
-0.9576  2.7961  1.476  1.3201  4  4
-0.9556  2.9059  1.4761  1.4298  4  4
-0.9535  2.8531  1.3558  1.4973  4  4
-0.9515  2.816  1.3147  1.5013  5  5
-0.9495  2.9232  1.4274  1.4958  5  5
-0.9475  2.9157  1.4254  1.4902  5  5
-0.9455  3.0205  1.5433  1.4772  5  5
-0.9434  3.146  1.6076  1.5384  5  5
-0.9414  3.413  1.6937  1.7194  5  5
-0.9394  3.2962  1.6244  1.6718  5  5
-0.9374  3.2891  1.6333  1.6558  5  5
-0.9354  3.3683  1.7373  1.631  5  5
-0.9333  3.613  1.8996  1.7134  5  5
-0.9313  3.9297  1.9486  1.9811  5  5
-0.9293  4.1419  2.0827  2.0592  5  5
-0.9273  4.4106  2.0984  2.3123  6  6
-0.9253  3.8971  1.9558  1.9413  5  5
-0.9232  3.9713  2.0698  1.9015  5  5
-0.9212  4.3764  2.1505  2.2259  6  6
-0.9192  4.09  2.0179  2.0721  6  6
-0.9172  3.2689  1.5936  1.6752  4  4
-0.9152  2.6205  1.3545  1.2661  4  4
-0.9131  2.9598  1.4588  1.501  4  4
-0.9111  2.9292  1.4027  1.5265  4  4
-0.9091  2.6281  1.2449  1.3832  4  4
-0.9071  2.4258  1.2075  1.2184  4  4
-0.9051  2.8161  1.3787  1.4374  4  4
-0.903  2.5411  1.2472  1.2939  4  4
-0.901  2.8352  1.3613  1.4739  4  4
-0.899  2.7953  1.3782  1.4172  4  4
-0.897  2.7522  1.3892  1.3631  4  4
-0.8949  2.7428  1.3312  1.4116  4  4
-0.8929  2.4241  1.1573  1.2668  4  4
-0.8909  2.4056  1.2965  1.1091  4  4
-0.8889  3.2592  1.6051  1.6541  6  6
-0.8869  3.7757  1.7987  1.977  6  6
-0.8848  3.9544  1.923  2.0314  6  6
-0.8828  3.6625  1.7719  1.8906  5  5
-0.8808  3.5782  1.6651  1.9131  5  5
-0.8788  3.3606  1.5733  1.7874  5  5
-0.8768  3.0662  1.4157  1.6505  5  5
-0.8747  2.9529  1.5642  1.3887  5  5
-0.8727  3.643  1.8434  1.7996  5  5
-0.8707  3.471  1.68  1.7911  5  5
-0.8687  3.4388  1.6984  1.7404  5  5
-0.8667  3.2243  1.635  1.5893  5  5
-0.8646  3.1978  1.602  1.5958  5  5
-0.8626  3.3468  1.677  1.6698  5  5
-0.8606  3.1925  1.5875  1.605  5  5
-0.8586  3.7648  1.868  1.8968  6  6
-0.8566  3.9416  2.029  1.9126  6  6
-0.8545  4.4778  2.3119  2.1659  6  6
-0.8525  4.3714  2.2174  2.154  6  6
-0.8505  3.105  1.5687  1.5363  4  4
-0.8485  2.2201  1.1153  1.1048  4  4
-0.8465  2.0181  1.0327  0.9855  4  4
-0.8444  2.7763  1.5823  1.194  4  4
-0.8424  3.6276  1.8981  1.7296  6  6
-0.8404  3.5029  1.9641  1.5388  4  4
-0.8384  3.8828  2.1466  1.7362  4  4
-0.8364  4.1992  2.1992  2.0  4  4
-0.8343  4.2467  2.1801  2.0666  4  4
-0.8323  4.2517  2.1191  2.1327  4  4
-0.8303  3.7244  1.8122  1.9123  4  4
-0.8283  3.0204  1.4607  1.5596  5  5
-0.8263  3.0272  1.5063  1.5209  5  5
-0.8242  3.1509  1.5233  1.6276  4  4
-0.8222  2.9085  1.4299  1.4786  4  4
-0.8202  2.5203  1.1841  1.3362  4  4
-0.8182  2.4358  1.1556  1.2802  4  4
-0.8162  2.5055  1.308  1.1975  4  4
-0.8141  2.4701  1.2336  1.2365  4  4
-0.8121  2.5516  1.2218  1.3297  4  4
-0.8101  2.7329  1.2847  1.4482  4  4
-0.8081  2.6423  1.3908  1.2514  4  4
-0.8061  2.8739  1.4167  1.4572  4  4
-0.804  2.8906  1.3795  1.5111  4  4
-0.802  3.065  1.6778  1.3872  4  4
-0.8  4.2026  2.1752  2.0273  6  6
-0.798  3.9838  1.9886  1.9952  6  6
-0.796  4.1868  2.1371  2.0498  7  7
-0.7939  5.4632  2.7843  2.679  8  8
-0.7919  5.9337  2.9775  2.9562  8  8
-0.7899  6.3311  3.1497  3.1815  8  8
-0.7879  6.0478  2.9457  3.1021  8  8
-0.7859  5.7355  2.8558  2.8796  8  8
-0.7838  6.1257  3.0436  3.0821  8  8
-0.7818  5.2046  2.5031  2.7015  8  8
