 -0.10000000E+01  0.52127010E+01     0.25096726E+01     0.19140540-157     0.76267078-158     0.27030284E+01     0.20615208-157     0.76267078-158        4        4   
 -0.99797980E+00  0.57743326E+01     0.27849133E+01     0.61503769-157     0.22084626-157     0.29894193E+01     0.66020210-157     0.22084626-157        4        4   
 -0.99595960E+00  0.55946113E+01     0.27093819E+01     0.17326596-156     0.63950362-157     0.28852294E+01     0.18451146-156     0.63950362-157        4        4   
 -0.99393939E+00  0.50842713E+01     0.24281364E+01     0.44964424-156     0.18518080-156     0.26561349E+01     0.49186519-156     0.18518080-156        4        4   
 -0.99191919E+00  0.56491734E+01     0.27672573E+01     0.14838789-155     0.53622728-156     0.28819160E+01     0.15453620-155     0.53622728-156        4        4   
 -0.98989899E+00  0.52944457E+01     0.25522841E+01     0.39630621-155     0.15527511-155     0.27421615E+01     0.42578944-155     0.15527511-155        4        4   
 -0.98787879E+00  0.51266006E+01     0.24776917E+01     0.11140433-154     0.44962951-155     0.26489089E+01     0.11910276-154     0.44962951-155        4        4   
 -0.98585859E+00  0.53683626E+01     0.26262993E+01     0.34194162-154     0.13019903-154     0.27420633E+01     0.35701399-154     0.13019903-154        4        4   
 -0.98383838E+00  0.43040900E+01     0.19956803E+01     0.75240502-154     0.37701680-154     0.23084097E+01     0.87030923-154     0.37701680-154        4        4   
 -0.98181818E+00  0.41304221E+01     0.20334838E+01     0.22200071-153     0.10917260-153     0.20969383E+01     0.22892821-153     0.10917260-153        4        4   
 -0.97979798E+00  0.31361929E+01     0.14807027E+01     0.46809550-153     0.31613065-153     0.16554903E+01     0.52335122-153     0.31613065-153        2        2   
 -0.97777778E+00  0.28579505E+01     0.13547827E+01     0.12401928-152     0.91541823-153     0.15031678E+01     0.13760272-152     0.91541823-153        2        2   
 -0.97575758E+00  0.25616365E+01     0.10121588E+01     0.26830030-152     0.26507728-152     0.15494777E+01     0.41073133-152     0.26507728-152        2        2   
