0.47836741772779373-0.497121120429026*I	-0.09381785520808991-0.389377521255316*I	-0.2111257852244704+0.012668844325909603*I	-0.015752067242972713+0.11289452738244468*I	0.07685351091953736-0.028884417883714462*I	0.0020586380535177196-0.038469313897886846*I	-0.048605813934148256+0.040707609179254346*I
-0.09381785520809571-0.38937752125531283*I	0.2672416325033147-0.48445227610311503*I	-0.10956992245106835-0.2764829938728731*I	-0.13427227430493274-0.01621557355780557*I	-0.013693429189452034+0.07442521348456138*I	0.02824769698538928+0.011823191295545377*I	0.002058638053515381-0.038469313897883495*I
-0.21112578522447217+0.012668844325913267*I	-0.10956992245106914-0.27648299387286895*I	0.3440951434228533-0.5133366939868312*I	-0.10751128439754436-0.3149523077707575*I	-0.18287808823907256+0.02449203562145486*I	-0.013693429189447368+0.07442521348456552*I	0.07685351091953994-0.02888441788370917*I
-0.015752067242956996+0.11289452738244374*I	-0.13427227430491892-0.016215573557801816*I	-0.10751128439754123-0.31495230777075145*I	0.29548932948871465-0.47262908480757204*I	-0.10751128439753309-0.3149523077707573*I	-0.1342722743049149-0.016215573557803592*I	-0.015752067242959536+0.11289452738244704*I
0.0768535109195572-0.028884417883712515*I	-0.013693429189430062+0.07442521348456721*I	-0.18287808823906504+0.024492035621463737*I	-0.1075112843975363-0.31495230777075023*I	0.3440951434228706-0.5133366939868327*I	-0.1095699224510476-0.27648299387287556*I	-0.21112578522445813+0.01266884432590798*I
0.0020586380535171367-0.03846931389787221*I	0.02824769698539681+0.011823191295559116*I	-0.013693429189437778+0.07442521348457262*I	-0.13427227430491673-0.01621557355779686*I	-0.10956992245105718-0.2764829938728686*I	0.26724163250331867-0.4844522761031172*I	-0.09381785520809582-0.38937752125531777*I
-0.04860581393416208+0.04070760917927166*I	0.002058638053509254-0.038469313897869006*I	0.07685351091954606-0.028884417883705826*I	-0.01575206724295808+0.11289452738244929*I	-0.21112578522446893+0.012668844325915418*I	-0.09381785520810426-0.38937752125531216*I	0.4783674177277787-0.4971211204290257*I
