0.3502977367569408-1.34801274363146*I	0.3868929830697918+0.6917692267995512*I	-0.783548700872429+0.5731925203176556*I	0.09891784155791236-0.4038869113586087*I	0.6727203296364299-0.12084907138017036*I	-0.0847873541365+0.19575828160226358*I	-0.5777389171753894-0.09839172527895232*I	0.07064771524571202-0.13363034348509165*I	0.4986001130658439+0.2480506452107303*I	-0.0565170290075732+0.08860296917482871*I	-0.43529218028044453-0.3472803189836379*I	0.04238571012234459-0.05981522293758032*I	0.387814203421125+0.41426913010271643*I	-0.028256771250749102+0.036737363051903775*I	-0.35616294588398123-0.45541215104372346*I	0.014128106958637225-0.017639537241128413*I	0.3403377021365835+0.4751670199430919*I	-0.39525881664961565-0.5145815588653481*I	0.10230071435509996+0.10120385186776248*I	0.41298562246706655+0.49099939965278344*I	-0.20863256569426797-0.19575232699740355*I	-0.4484394197902447-0.44094234724970727*I	0.323026418203493+0.27538346975633854*I	0.5016238327674277+0.36020974024245406*I	-0.44951690964854324-0.3315882222275267*I	-0.5725380078073625-0.23283920833706173*I	0.5921360814061113+0.3443747441550863*I	0.6611973869546967+0.0481285680869714*I	-0.7549334247631765-0.29995313487223746*I	-0.7675893415213539+0.34341231766917135*I	0.9419474988624263+0.036257169397088417*I	0.3918210396014474-0.9297795833266297*I	-0.5973313403019538+0.43186426150712154*I	0.2206387504880703+0.8179700162940087*I
0.3868929830697573+0.6917692267995468*I	0.1135792164292705-0.8746990180019591*I	0.4858108246276598+0.2878823154410048*I	-0.44638252582875926-0.07116879235005846*I	0.014130487421317697-0.20812862975635615*I	0.000019810040503298945+0.13035775862339136*I	-0.014139638890817527+0.062127938117153975*I	6.630193325526902*^-6-0.015268361133890008*I	0.014130686238181337-0.0450273743102166*I	1.8594766221270709*^-6+0.01449966775623167*I	-0.014131318885219948+0.028787746237289635*I	1.6698234600442258*^-6-0.005098112963077671*I	0.014128938871648499-0.0230778598856252*I	7.212555862734678*^-8+0.0035536018461357084*I	-0.014128664292089692+0.019097825810740866*I	3.813652882148598*^-7-0.001302043399747077*I	0.014128106958626712-0.017639537241160793*I	-0.015825625112674303+0.02105691229915113*I	0.0035986988587964307-0.005942621971377008*I	0.015825560298873942-0.02363971048798918*I	-0.007197026072497113+0.013319689351154362*I	-0.015828461271254864+0.027390301294955045*I	0.010798702854783526-0.020917384069751563*I	0.015826426625988453-0.04164241744702972*I	-0.014397146032413884+0.038767562730473125*I	-0.015839360994139497+0.05119793953647718*I	0.018011663901622597-0.05108029676501144*I	0.01581616811770076-0.1846712742168243*I	-0.021604600430054924+0.19578260415388937*I	0.4305157570134051+0.17391368600504375*I	-0.47468614347767946-0.1824803542988838*I	-0.21127602595194692+0.6233910359756297*I	0.22556680701979837-0.803578793832231*I	-0.5468301805447195+0.09987879468815963*I
-0.7835487008723919+0.573192520317658*I	0.4858108246276212+0.28788231544100074*I	0.2394693655209988-0.8956692946940419*I	0.40102347049106035+0.4836405970432555*I	-0.6885672884112813+0.35395172365854705*I	0.08477820266700198-0.34175897324146776*I	0.5935815255269137+0.028809848551630386*I	-0.07065666789834565+0.15073090729202782*I	-0.5144309843900378-0.19762139905191137*I	0.05651639636053126-0.10484259724775506*I	0.4511221362065165+0.3150394563297611*I	-0.042388090135919036+0.06552510928924567*I	-0.40364092274335983-0.3884233399247029*I	0.028257045830307272-0.040717397126787847*I	0.37198895967370177+0.43402399900212213*I	-0.014128664292101717+0.019097825810706875*I	-0.35616294588396746-0.4554121510436851*I	0.4129856224670419+0.4909993996528084*I	-0.10633185133915095-0.09454847512970707*I	-0.4307126139728523-0.46452450646226356*I	0.21669456686439928+0.1808349946267176*I	0.4661700354441815+0.41026679264548366*I	-0.33512305713925766-0.25195707946850066*I	-0.5193535948302783-0.3135718153444435*I	0.4656455899611195+0.2881699916839998*I	0.590283211914751+0.17549909999230717*I	-0.6123142530056027-0.2871666129446642*I	-0.6789299623739469+0.15870167741906133*I	0.7791501555052517+0.08067877867992197*I	0.28542908503493913-0.5382386975705192*I	-0.41031726620285597+0.16816829603200828*I	-0.155129551431669+0.23160275063651872*I	0.34461615856039357+0.4681214309042752*I	0.39182103960148745-0.9297795833266912*I
0.0989178415578859-0.40388691135861515*I	-0.4463825258287751-0.07116879235002507*I	0.40102347049110676+0.483640597043226*I	0.11359902646978809-0.744341259378612*I	0.4716711857367936+0.350010253558171*I	-0.4463758956353718-0.0864371534839224*I	0.028261173659475298-0.2531560040666165*I	0.00002166951712710672+0.14485742637959906*I	-0.028270957776019855+0.0909156843545134*I	8.300016794191999*^-6-0.020366474097027232*I	0.028259625109801574-0.0681052341958451*I	1.931602158857437*^-6+0.018053269602363687*I	-0.0282599831772585+0.04788557204803826*I	2.0511887178496*^-6-0.006400156362843719*I	0.02825704583025756-0.04071739712677215*I	7.212561122383731*^-8+0.003553601846139115*I	-0.028256771250758324+0.03673736305188419*I	0.03165118541154275-0.04469662278712409*I	-0.007197026072448111+0.013319689351153232*I	-0.03165408638393156+0.04844721359410613*I	0.014397401713553123-0.026860006041142172*I	0.03165198692485745-0.06528212793500443*I	-0.021594172104928516+0.05208725208161554*I	-0.031667822265349074+0.07858824083149923*I	0.02881036675640131-0.07199768083482491*I	0.03164259474365673-0.22631369166384968*I	-0.036001746462443834+0.2345501668843489*I	0.4146763960192261+0.2251116255415663*I	-0.45667447957601054-0.23356065106388824*I	-0.19545985783426792+0.43871976175880756*I	0.2039622065897737-0.6077961896783631*I	-0.1163144235313492+0.2737924806931744*I	-0.47468614347770155-0.18248035429886422*I	0.3355541545928068+0.523512241287519*I
0.672720329636422-0.12084907138016805*I	0.014130487421371789-0.20812862975638916*I	-0.6885672884113339+0.35395172365858313*I	0.4716711857368389+0.3500102535581417*I	0.16033056141143023-0.7460103747622743*I	0.4151541567292663+0.43861322273302344*I	-0.6252593556259335+0.254722049885616*I	0.07064688378180076-0.3129712270041325*I	0.5461035486676158+0.09579865967063432*I	-0.056527729026750226+0.1276530474064247*I	-0.48277972685291504-0.23876441999292738*I	0.04238773206846188-0.0857447714370535*I	0.4352968924590935+0.33479432522922*I	-0.028259983177309874+0.047885572048054055*I	-0.4036409227433022-0.38842333992472244*I	0.014128938871599267-0.023077859885596397*I	0.3878142034211231+0.4142691301027027*I	-0.4484394197902464-0.44094234724977305*I	0.11439385250922778+0.07963114275902275*I	0.466170035444216+0.41026679264550575*I	-0.23282234278418368-0.15075322760081053*I	-0.5016267890128138-0.3371539745569731*I	0.3593137386219869+0.19362151655430265*I	0.5548294145915533+0.22555615239539228*I	-0.4979204004963726-0.20753547018567262*I	-0.6257455493968136+0.07796907041173057*I	0.6526596640602292+0.024474026208840077*I	0.2145149099949672-0.41086816566521733*I	-0.2676980944452265+0.18095481795958784*I	-0.06647017228438268+0.046892110386441366*I	0.181818815203342+0.5125430401870993*I	0.28542908503484954-0.5382386975705231*I	0.18701407409920154-0.2636959654752002*I	-0.7675893415213018+0.3434123176692143*I
-0.08478735413652795+0.19575828160223718*I	0.00001981004048463549+0.13035775862340854*I	0.08477820266704879-0.3417589732414592*I	-0.4463758956353959-0.08643715348393477*I	0.4151541567292471+0.4386132227330295*I	0.11360088594639906-0.7298415916224159*I	0.45753986685162296+0.3787979997954813*I	-0.4463742258119198-0.0915352664470408*I	0.042390112531082956-0.2762338639522141*I	0.00002174164268512824+0.14841102822573993*I	-0.042399622068067806+0.11001351016522133*I	8.68138202522262*^-6-0.021668517496698226*I	0.04238773206845158-0.08574477143705699*I	1.931602204193134*^-6+0.018053269602357334*I	-0.04238809013595762+0.06552510928925662*I	1.6698234570427205*^-6-0.005098112963163066*I	0.04238571012239076-0.05981522293749635*I	-0.04747964668282903+0.07208692408214684*I	0.010798702854784313-0.020917384069839402*I	0.047477612037543304-0.08633904023414808*I	-0.02159417210489822+0.05208725208162496*I	-0.047493447378037006+0.09964515313063822*I	0.03240906561515995-0.07794030280614551*I	0.0474681550425431-0.2499534021518824*I	-0.04319877253495491+0.24786985623552774*I	0.39884793474802677+0.2525019268365276*I	-0.44587577672123385-0.2544780351336994*I	-0.17963343120831915+0.3970773443118322*I	0.18956506055735667-0.5690286269479129*I	-0.13215378452548657+0.32499042022968455*I	-0.45667447957603546-0.23356065106391022*I	0.3513703227104941+0.3388409670706943*I	-0.021604600430056943+0.1957826041539219*I	0.09496160242058703-0.34959855528250094*I
-0.5777389171753492-0.0983917252789268*I	-0.01413963889085+0.06212793811716666*I	0.5935815255269122+0.02880984855158885*I	0.028261173659458384-0.2531560040665724*I	-0.6252593556259123+0.2547220498856059*I	0.45753986685160364+0.3787979997954887*I	0.11285258455209546-0.6790215636432388*I	0.4292830956009042+0.415535362847396*I	-0.5936080980888223+0.21357902894459532*I	0.05651821948976486-0.293873401193418*I	0.5302783049201665+0.11555352857008366*I	-0.04239962206807556+0.11001351016521756*I	-0.4827797268529058-0.23876441999292106*I	0.028259625109801786-0.06810523419585464*I	0.4511221362065074+0.3150394563297672*I	-0.014131318885168095+0.028787746237356603*I	-0.4352921802804947-0.3472803189837176*I	0.5016238327674247+0.3602097402424355*I	-0.12649049144499647-0.05620475247108718*I	-0.5193535948302896-0.3135718153444614*I	0.25701302426687866+0.0924176646865999*I	0.5548294145915287+0.2255561523953937*I	-0.3956196861412447-0.10633161831797942*I	-0.6080187435794201+0.0543869111992144*I	0.5463278127211473-0.07007444892086698*I	0.17906111267170732-0.36081111326211585*I	-0.1533042419359627+0.2605859607185744*I	-0.01328575930721907-0.0338404966209129*I	0.055328323758290235+0.4563382877160178*I	0.21451490999494813-0.41086816566523277*I	0.3296332458567124-0.2509094435475621*I	-0.6789299623738958+0.1587016774190731*I	-0.16279734335711982+0.04442160928284886*I	0.6611973869547129+0.04812856808694863*I
0.070647715245686-0.13363034348509778*I	6.63019336887569*^-6-0.01526836113388112*I	-0.07065666789837251+0.15073090729202598*I	0.000021669517141013076+0.14485742637958374*I	0.07064688378181193-0.3129712270041113*I	-0.4463742258119266-0.09153526644706361*I	0.4292830956009016+0.41553536284740406*I	0.11360095807192602-0.7262879897762408*I	0.44341120255956357+0.3978958256061785*I	-0.44637384444669936-0.09283730984672922*I	0.05651821948975487-0.2938734011933973*I	0.00002174164268776632+0.14841102822571658*I	-0.05652772902674168+0.12765304740642996*I	8.30001679785438*^-6-0.020366474097021945*I	0.05651639636051848-0.1048425972477666*I	1.8594765830502562*^-6+0.014499667756208335*I	-0.0565170290075169+0.08860296917486557*I	0.06330607330875218-0.11372934152915713*I	-0.014397146032439252+0.038767562730459684*I	-0.06331900767688659+0.12328486361867651*I	0.028810366756395363-0.07199768083484319*I	0.06329378015520663-0.2710103144509935*I	-0.043198772534931026+0.24786985623550953*I	0.38302230963536726+0.27355883913566786*I	-0.44227707786252235-0.2604206571050252*I	-0.1638078709093775+0.3734376338237941*I	0.18236803448484448-0.5557089375967115*I	-0.1479822457967243+0.3523807215246521*I	-0.4458757767212606-0.25447803513372313*I	0.3671967493364556+0.29719854962370656*I	-0.0360017464624186+0.2345501668843485*I	0.07912224142639654-0.29840061574598153*I	0.01801166390165222-0.051080296765017845*I	-0.07914543430288522+0.16492728106566668*I
0.4986001130658324+0.2480506452107094*I	0.014130686238164273-0.045027374310241376*I	-0.5144309843900073-0.1976213990518639*I	-0.028270957776017024+0.09091568435448533*I	0.5461035486675822+0.09579865967061764*I	0.04239011253110805-0.2762338639521945*I	-0.5936080980888188+0.21357902894458744*I	0.44341120255955935+0.397895825606184*I	0.09702734080467314-0.65926669474377*I	0.44341120255955346+0.3978958256061992*I	-0.593608098088813+0.21357902894457073*I	0.04239011253109077-0.27623386395218597*I	0.5461035486675963+0.09579865967062451*I	-0.028270957776026007+0.09091568435451804*I	-0.5144309843900118-0.1976213990519073*I	0.014130686238169935-0.045027374310256545*I	0.4986001130658306+0.24805064521077103*I	-0.5725380078073788-0.23283920833711347*I	0.14261917175759978+0.012786521927577158*I	0.5902832119147639+0.17549909999231356*I	-0.2892878348021251-0.011783143188252111*I	-0.6257455493968055+0.07796907041170151*I	0.44402709836599236-0.1712783007885382*I	0.17906111267172042-0.3608111132621231*I	-0.051003527580832334+0.3617898125862785*I	0.004441046510178772-0.05742265583344146*I	-0.05100352758082371+0.36178981258629495*I	0.1790611126717039-0.360811113262118*I	0.44402709836600845-0.17127830078857753*I	-0.6257455493968161+0.0779690704117508*I	-0.28928783480211456-0.011783143188262225*I	0.5902832119147562+0.17549909999228147*I	0.14261917175759486+0.012786521927578641*I	-0.5725380078073757-0.23283920833706048*I
-0.056517029007545495+0.08860296917485931*I	1.8594766078433578*^-6+0.014499667756242278*I	0.05651639636052106-0.10484259724779776*I	8.300016789891673*^-6-0.020366474096992035*I	-0.05652772902673569+0.1276530474064269*I	0.00002174164267005024+0.148411028225701*I	0.05651821948976774-0.29387340119337624*I	-0.4463738444467115-0.09283730984673876*I	0.4434112025595636+0.39789582560616843*I	0.1136009580719153-0.7262879897762278*I	0.4292830956009133+0.41553536284739995*I	-0.4463742258119482-0.09153526644705715*I	0.07064688378182377-0.31297122700411434*I	0.00002166951715013913+0.14485742637959753*I	-0.07065666789839442+0.1507309072920137*I	6.630193376186899*^-6-0.015268361133869087*I	0.07064771524570207-0.13363034348509906*I	-0.07914543430290871+0.16492728106565607*I	0.018011663901663588-0.051080296765005646*I	0.07912224142640568-0.2984006157459934*I	-0.036001746462417654+0.23455016688436106*I	0.3671967493364547+0.29719854962369036*I	-0.44587577672127254-0.2544780351337146*I	-0.14798224579670505+0.3523807215246372*I	0.18236803448482256-0.5557089375967011*I	-0.16380787090935414+0.3734376338238025*I	-0.4422770778625258-0.26042065710503576*I	0.3830223096353822+0.2735588391356699*I	-0.043198772534956034+0.24786985623549707*I	0.06329378015522487-0.2710103144510039*I	0.02881036675639596-0.07199768083481534*I	-0.06331900767690495+0.12328486361864713*I	-0.01439714603241948+0.03876756273049545*I	0.06330607330876112-0.11372934152918333*I
