0.5547586326762329-0.034127734799564616*I	-0.26660279970569134+0.044713370738742514*I	0.18106956584854914-0.08925450815939415*I	-0.08176781762234644+0.07229518998123588*I	0.044616840308125176-0.11027203940705461*I	-0.013350199345209987+0.07226865188839626*I	-0.007763063250156765-0.08918810478498454*I	0.006074952076947866+0.044655802255283684*I	-0.008999338901993822-0.03406251693480613*I	0.0187598170408616+0.0493576444186714*I	-0.042772820366342314-0.10216645764243103*I	0.028692383028216292+0.12923549136920237*I	-0.028642169992240986-0.16533826298988588*I	-0.028035489486809735+0.1597825252098077*I	0.061419258920231666-0.16538666363318014*I	-0.1513903098647737+0.12931577484336454*I	0.1753613620354789-0.10225522774412538*I	-0.264534439254191+0.04942370144478819*I
-0.2666027997056913+0.04471337073874251*I	0.5851331722548591-0.058616103179690716*I	-0.34837061732803776+0.11700856071997837*I	0.16068085378712094-0.09477843140398162*I	-0.0951180169675564+0.14456384186963214*I	0.037095576046300933-0.09474348027931764*I	-0.0072752472682621055+0.11692445414367993*I	0.00043276841761968323-0.05854358683905993*I	0.006074952076947874+0.044655802255283684*I	-0.017195170569770286-0.06470703488073075*I	0.04137724799213004+0.1339373335325901*I	-0.017436969558102845-0.16942369879345218*I	0.014007092886616576+0.2167493646906138*I	0.06476375338122076-0.2094647800751886*I	-0.09765798172923694+0.2168031100719364*I	0.21570057863947606-0.16951425594173514*I	-0.1493219494132733+0.13402610554941022*I	0.15069502626992273-0.06476613977926801*I
0.1810695658485491-0.08925450815939412*I	-0.3483706173280378+0.11700856071997835*I	0.7804450388329071-0.23365428236601332*I	-0.3617208166732478+0.1892772126083746*I	0.21792334290651744-0.28871465235143323*I	-0.08904306489060854+0.18921964412491576*I	0.027854438155974565-0.23352266112684522*I	-0.007275247268262099+0.11692445414367991*I	-0.007763063250156781-0.08918810478498455*I	0.028692383028216327+0.12923549136920243*I	-0.07141499035858331-0.2675047206323169*I	0.01941671058226821+0.3383756609976814*I	-0.009995731438351706-0.43289138426549684*I	-0.15073341632336704+0.4183337914223746*I	0.2081384509634695-0.43298015436719134*I	-0.4439602386057744+0.33852200149796036*I	0.2367806209557104-0.26764189137730543*I	-0.1513903098647736+0.12931577484336448*I
-0.08176781762234647+0.07229518998123588*I	0.160680853787121-0.09477843140398162*I	-0.36172081667324796+0.18927721260837466*I	0.6222287483011602-0.1533595834590084*I	-0.3556458645962999+0.2339330148636584*I	0.1611136222047406-0.15332201824304156*I	-0.08904306489060854+0.18921964412491582*I	0.03709557604630094-0.09474348027931764*I	-0.013350199345209979+0.07226865188839629*I	-0.00024179898833257417-0.10471666391272152*I	0.014007092886616595+0.21674936469061395*I	0.04756858281145044-0.27417181495591936*I	-0.05628073373710688+0.3507404436045265*I	0.19826360908137322-0.33893795473518745*I	-0.13531485652665684+0.35077547024002415*I	0.2154587796511436-0.2742309198544567*I	-0.09765798172923698+0.21680311007193642*I	0.06500555236955334-0.10474811616246713*I
0.044616840308125155-0.11027203940705463*I	-0.0951180169675564+0.14456384186963214*I	0.21792334290651744-0.2887146523514333*I	-0.35564586459629993+0.23393301486365836*I	0.7636826366807565-0.35690490408580405*I	-0.3556458645962999+0.23393301486365828*I	0.21792334290651755-0.2887146523514332*I	-0.09511801696755642+0.1445638418696321*I	0.04461684030812516-0.1102720394070546*I	-0.02803548948680972+0.1597825252098077*I	0.03277708892799065-0.33072492662306596*I	-0.150733416323367+0.4183337914223746*I	0.16536563059712717-0.5351466120096222*I	-0.3965080385366965+0.5171151372858342*I	0.1653656305971272-0.5351466120096224*I	-0.15073341632336706+0.41833379142237465*I	0.03277708892799062-0.3307249266230661*I	-0.028035489486809718+0.15978252520980774*I
-0.013350199345209984+0.07226865188839628*I	0.03709557604630095-0.09474348027931767*I	-0.08904306489060854+0.18921964412491585*I	0.1611136222047406-0.15332201824304156*I	-0.3556458645962998+0.23393301486365836*I	0.6222287483011599-0.15335958345900835*I	-0.3617208166732477+0.18927721260837457*I	0.16068085378712094-0.0947784314039816*I	-0.08176781762234642+0.07229518998123585*I	0.0650055523695533-0.10474811616246711*I	-0.09765798172923697+0.21680311007193637*I	0.21545877965114343-0.2742309198544565*I	-0.13531485652665673+0.35077547024002403*I	0.19826360908137322-0.3389379547351874*I	-0.05628073373710692+0.35074044360452655*I	0.04756858281145048-0.27417181495591936*I	0.014007092886616557+0.2167493646906139*I	-0.00024179898833255262-0.1047166639127215*I
-0.00776306325015678-0.08918810478498454*I	-0.0072752472682621125+0.11692445414367994*I	0.027854438155974576-0.23352266112684522*I	-0.08904306489060855+0.1892196441249158*I	0.2179233429065175-0.28871465235143323*I	-0.36172081667324774+0.18927721260837452*I	0.7804450388329071-0.23365428236601318*I	-0.34837061732803776+0.11700856071997828*I	0.18106956584854914-0.0892545081593941*I	-0.15139030986477367+0.1293157748433645*I	0.23678062095571056-0.26764189137730543*I	-0.44396023860577427+0.33852200149796025*I	0.20813845096346945-0.4329801543671911*I	-0.15073341632336704+0.41833379142237453*I	-0.00999573143835171-0.43289138426549695*I	0.019416710582268203+0.33837566099768146*I	-0.07141499035858331-0.2675047206323168*I	0.02869238302821632+0.12923549136920237*I
0.006074952076947878+0.04465580225528369*I	0.00043276841761967846-0.05854358683905994*I	-0.007275247268262092+0.11692445414367995*I	0.037095576046300933-0.09474348027931766*I	-0.0951180169675564+0.14456384186963211*I	0.16068085378712094-0.09477843140398157*I	-0.34837061732803787+0.11700856071997831*I	0.5851331722548593-0.05861610317969068*I	-0.2666027997056914+0.04471337073874249*I	0.1506950262699228-0.06476613977926801*I	-0.14932194941327345+0.1340261055494102*I	0.2157005786394761-0.16951425594173503*I	-0.09765798172923693+0.2168031100719363*I	0.06476375338122073-0.20946478007518857*I	0.014007092886616595+0.21674936469061387*I	-0.017436969558102856-0.16942369879345223*I	0.04137724799213005+0.13393733353259013*I	-0.01719517056977029-0.06470703488073073*I
-0.008999338901993833-0.034062516934806136*I	0.006074952076947878+0.04465580225528371*I	-0.0077630632501567935-0.0891881047849846*I	-0.013350199345209972+0.07226865188839629*I	0.044616840308125155-0.11027203940705463*I	-0.08176781762234644+0.07229518998123587*I	0.18106956584854916-0.08925450815939412*I	-0.26660279970569134+0.0447133707387425*I	0.554758632676233-0.034127734799564616*I	-0.2645344392541911+0.0494237014447882*I	0.17536136203547897-0.10225522774412538*I	-0.1513903098647737+0.1293157748433645*I	0.06141925892023162-0.16538666363318008*I	-0.028035489486809714+0.15978252520980774*I	-0.02864216999224102-0.16533826298988594*I	0.02869238302821633+0.12923549136920245*I	-0.042772820366342335-0.10216645764243105*I	0.018759817040861604+0.04935764441867141*I
0.018759817040861607+0.04935764441867141*I	-0.01719517056977029-0.06470703488073076*I	0.02869238302821632+0.12923549136920243*I	-0.0002417989883325665-0.10471666391272152*I	-0.028035489486809714+0.15978252520980774*I	0.06500555236955333-0.1047481161624671*I	-0.15139030986477367+0.1293157748433645*I	0.1506950262699228-0.064766139779268*I	-0.2645344392541912+0.049423701444788186*I	0.5794249684417891-0.07161682276442197*I	-0.33468563532742285+0.14818078688817216*I	0.20214960816478364-0.18738214359496438*I	-0.07187571155696566+0.2396579396297486*I	0.012630175854895034-0.23153218595493197*I	0.06502876246566959+0.2395871053784704*I	-0.06174108405063726-0.18726912662384923*I	0.07666551957321054+0.14804636684255612*I	-0.03457698869856587-0.0715219396965064*I
