-0.40248365999818964-1.0116575929252936*I	0.17114953879718592-0.7434310870227333*I	0.6368841850416321-0.006860111249730834*I	0.2191955824661751+0.3143269783802603*I	-0.3365548043651333+0.4374661520724407*I	-0.10959582822556513-0.09452701119554094*I	0.18639906699498965-0.5669571978275092*I	0.364905854288918-0.682222989734846*I	0.31345373108185426-0.36772478869465897*I	-0.5706360896056369+0.3795623166349608*I	-0.7586324132447803+0.4503160740210748*I	0.4821855262325498+0.4196420678118378*I	0.7823843633485202+0.13140545157825026*I	0.2773466812460019-0.6424995669189189*I
0.17114953879719932-0.7434310870227457*I	-0.32001441685614956-0.8558884650415236*I	0.39034512126337156-0.4291041086424558*I	0.3649344164341478-0.15275010804091785*I	0.10959975424060839+0.21979996718475472*I	-3.8087564335917987*^-6+0.09144011358273257*I	-0.10959582822556259-0.09452701119553512*I	-0.15015192861370819-0.22093115933779348*I	-0.09613440709115091-0.2081336619043805*I	-0.21475696437136418+0.3624249895258751*I	-0.3076461458392743+0.4848774060665113*I	0.48980990614195596+0.42072690973015087*I	0.588382668681354+0.5205735879156366*I	0.5544149418996107-0.16262923913351784*I
0.63688418504165-0.006860111249747808*I	0.39034512126338455-0.42910410864246795*I	-0.10215427932167742-0.5810515521025593*I	0.2807492930378044-0.5236311198379604*I	0.4867284476714857-0.13635115700475003*I	0.10959975424060953+0.21979996718476122*I	-0.3365548043651314+0.4374661520724488*I	-0.5706360896056328+0.37956231663493045*I	-0.4451786821629218+0.08259128532636605*I	0.27645529091582044+0.11698139471192459*I	0.33720568118558114+0.21399673690462906*I	0.1888961178729025+0.15670481752785406*I	0.023751950103725772+0.5817215255993035*I	0.48218552623255095+0.4196420678118092*I
0.2191955824661901+0.31432697838025314*I	0.36493441643416336-0.15275010804092698*I	0.2807492930378097-0.5236311198379664*I	-0.3200182256125865-0.764448351458747*I	0.2807492930378006-0.5236311198379557*I	0.3649344164341508-0.1527501080409111*I	0.21919558246618143+0.3143269783802641*I	-0.06460503575764398+0.5833561488636262*I	-0.30764614583926697+0.4848774060664796*I	0.3396579775282397+0.19979575039235525*I	0.49224826159019386+0.3124399260112499*I	0.3396579775282389+0.1997957503923562*I	-0.30764614583927674+0.48487740606649177*I	-0.06460503575764487+0.5833561488636271*I
-0.3365548043651304+0.43746615207244793*I	0.10959975424061463+0.21979996718475486*I	0.48672844767149076-0.13635115700475783*I	0.2807492930378042-0.5236311198379614*I	-0.10215427932168362-0.5810515521025533*I	0.3903451212633719-0.42910410864245324*I	0.6368841850416389-0.0068601112497342276*I	0.4821855262325485+0.419642067811813*I	0.023751950103733238+0.5817215255992949*I	0.18889611787290753+0.15670481752784926*I	0.3372056811855862+0.21399673690462429*I	0.2764552909158232+0.11698139471192122*I	-0.4451786821629275+0.08259128532637397*I	-0.5706360896056359+0.3795623166349353*I
-0.10959582822557323-0.09452701119551865*I	-3.8087564424721387*^-6+0.09144011358275014*I	0.10959975424060536+0.21979996718476225*I	0.3649344164341479-0.15275010804091882*I	0.3903451212633736-0.4291041086424644*I	-0.32001441685615156-0.8558884650415292*I	0.17114953879719538-0.743431087022745*I	0.5544149418996062-0.16262923913351135*I	0.5883826686813517+0.5205735879156448*I	0.48980990614196057+0.42072690973014554*I	-0.3076461458392671+0.48487740606650453*I	-0.21475696437135777+0.3624249895258685*I	-0.09613440709114657-0.20813366190438964*I	-0.1501519286137123-0.22093115933778817*I
0.18639906699497497-0.566957197827485*I	-0.10959582822558304-0.0945270111955107*I	-0.3365548043651435+0.43746615207245787*I	0.21919558246617468+0.31432697838025925*I	0.636884185041641-0.006860111249749534*I	0.171149538797196-0.7434310870227558*I	-0.4024836599981842-1.0116575929253055*I	0.2773466812459986-0.6424995669189132*I	0.78238436334851+0.13140545157827038*I	0.4821855262325519+0.4196420678118354*I	-0.7586324132447758+0.4503160740210705*I	-0.5706360896056307+0.3795623166349554*I	0.31345373108186647-0.3677247886946791*I	0.36490585428891603-0.6822229897348432*I
0.36490585428890715-0.6822229897348359*I	-0.15015192861372542-0.22093115933777827*I	-0.5706360896056446+0.37956231663494105*I	-0.06460503575765078+0.5833561488636266*I	0.4821855262325502+0.419642067811803*I	0.5544149418996099-0.1626292391335262*I	0.27734668124600165-0.6424995669189237*I	-0.17451423854927903-0.717622902213524*I	0.48349704965126433-0.3406263576897492*I	0.17082622900341538+0.15413450461944622*I	-0.7316352286986733+0.1321314785836871*I	-0.5669765221566937+0.15763244787298156*I	0.5255292461944345-0.2956806439804279*I	0.650004726690555-0.7137508271843757*I
0.3134537310818529-0.3677247886946681*I	-0.09613440709115545-0.20813366190438304*I	-0.44517868216292616+0.08259128532637242*I	-0.30764614583926975+0.48487740606648594*I	0.02375195010373313+0.5817215255992967*I	0.5883826686813531+0.520573587915636*I	0.7823843633485122+0.13140545157825623*I	0.4834970496512665-0.34062635768975963*I	-0.12002746796204637-0.5981119113181923*I	-0.2481381790474089-0.20849487910609554*I	-0.24369463692454765-0.2692227848385508*I	-0.20610598250425094-0.16354916539675615*I	0.4064917681401105-0.03741024648312715*I	0.5255292461944243-0.29568064398042054*I
-0.5706360896056389+0.3795623166349556*I	-0.21475696437135983+0.36242498952586644*I	0.27645529091582904+0.11698139471191844*I	0.33965797752824795+0.1997957503923546*I	0.18889611787290989+0.15670481752785448*I	0.4898099061419562+0.4207269097301533*I	0.48218552623254296+0.41964206781184127*I	0.17082622900340907+0.15413450461944592*I	-0.24813817904741078-0.20849487910610065*I	-0.5706645317025646-0.40585594972113437*I	0.2773910671470157-0.5041755230865377*I	0.25385443353726894-0.4019838746919842*I	-0.20610598250425596-0.16354916539675277*I	-0.5669765221567021+0.1576324478729833*I
-0.7586324132447855+0.4503160740210706*I	-0.30764614583927075+0.4848774060665027*I	0.33720568118559113+0.2139967369046219*I	0.492248261590204+0.3124399260112486*I	0.33720568118558947+0.21399673690462961*I	-0.30764614583927347+0.484877406066514*I	-0.7586324132447875+0.4503160740210783*I	-0.7316352286986831+0.13213147858368784*I	-0.24369463692455007-0.26922278483855616*I	0.27739106714701717-0.5041755230865385*I	0.2864643001780653-0.6355221578013458*I	0.277391067147017-0.5041755230865379*I	-0.24369463692455193-0.2692227848385475*I	-0.7316352286986831+0.1321314785836885*I
0.4821855262325445+0.41964206781183433*I	0.4898099061419592+0.420726909730143*I	0.18889611787291202+0.15670481752784732*I	0.33965797752824767+0.1997957503923548*I	0.27645529091582666+0.11698139471192591*I	-0.2147569643713637+0.36242498952587754*I	-0.5706360896056422+0.37956231663496337*I	-0.5669765221567025+0.15763244787298283*I	-0.20610598250425297-0.1635491653967612*I	0.25385443353727005-0.4019838746919853*I	0.2773910671470169-0.5041755230865382*I	-0.570664531702564-0.40585594972113426*I	-0.2481381790474129-0.20849487910609266*I	0.17082622900340858+0.15413450461944672*I
0.7823843633485024+0.1314054515782672*I	0.5883826686813424+0.520573587915647*I	0.023751950103728228+0.5817215255993011*I	-0.30764614583927047+0.48487740606648466*I	-0.4451786821629217+0.08259128532636698*I	-0.09613440709115192-0.20813366190438623*I	0.3134537310818528-0.36772478869466696*I	0.5255292461944209-0.2956806439804158*I	0.4064917681401059-0.037410246483121905*I	-0.20610598250424766-0.16354916539675965*I	-0.2436946369245429-0.26922278483855533*I	-0.2481381790474048-0.20849487910609982*I	-0.12002746796204021-0.5981119113181979*I	0.4834970496512637-0.3406263576897558*I
