-0.6879873847861759-0.16372495816951263*I	0.6899942129847302+0.2591077950947271*I	0.2809167099046947+0.010782359642325205*I	-0.28775731208625965-0.2136313709783678*I	-0.11116125891089929+0.1152889249661204*I	0.10356821954099499-0.007311228310929318*I	0.050055278258881244-0.11098565708462621*I	-0.09661357211301508+0.10972065160953193*I	0.006957701352958578+0.04626013399221366*I	0.08416901374604187-0.07656050145309885*I	-0.05662507551326868-0.0010978550362599714*I	-0.03701782293499378+0.05813769215717523*I	0.07847140481413069-0.03319968155417992*I	0.007699541855246801-0.056006575920191266*I	-0.0830197351663184+0.06624279139290726*I	0.041288726172020083+0.016931630971892653*I	0.05866107988792358-0.07623658253894111*I	-0.0169831677287458+0.01744884873950076*I	-0.12711067085721978+0.09914314165358845*I	-0.013742506043723476+0.019076206274868307*I	0.1918457325569129-0.10929887406889632*I	0.00834414058212687-0.06045432498197446*I	-0.2037325222858247+0.09870595740198941*I	-0.03649836016642815-0.03693289114649908*I	0.17520758323602156+0.03407375529508798*I	0.24978576419519177+0.15293324968517716*I	-0.21140463187531705-0.2396182761518824*I	-0.5679766815062759-0.05186610797632164*I	0.2655889774485273+0.25949371788373754*I	0.7159019715432968-0.16244127103623607*I
0.6899942129847303+0.2591077950947278*I	-0.15641141640016035-0.5162179289312676*I	0.402236900898471+0.045476424116360076*I	-0.3695221390854718+0.29746292777431543*I	-0.18418909254526517-0.2209425992892976*I	0.3004314074475263+0.20085276754229053*I	0.0069546474279789765+0.10240942329860149*I	0.00926598794599441-0.22978050856581284*I	-0.012444558366972263+0.0331601501564335*I	-0.05882903271416414-0.024968572808881047*I	0.04715119081104824-0.018422809295922223*I	-0.030220589686744487+0.02761816121679274*I	-0.029318281079747283+0.002131116236983161*I	0.03665740684242811+0.09130812532631404*I	0.007699541855247463-0.056006575920192675*I	-0.041205737194615996-0.05826501548758583*I	0.01660601658802705+0.09038705563158783*I	0.010861181792991177-0.12018071329481887*I	0.006292149162525689-0.021612637142807124*I	0.06122857754146076+0.008215153957601312*I	-0.08956737920764003+0.035182382745990344*I	0.05690865021969899+0.2351858372382348*I	0.06845935252871374-0.20710786773800438*I	-0.31379039643369855-0.03149451418739535*I	0.10971918448777067+0.12331158684960937*I	0.17774020197972304-0.3679411428266659*I	-0.03043360522482485+0.31469851268722293*I	0.28861833159794603+0.1918836872382099*I	-0.5420689229477106-0.4734151741072868*I	-0.2506592584813211+0.36327533040407983*I
0.28091670990469436+0.010782359642324718*I	0.4022369008984714+0.04547642411636098*I	-0.5182319337923808-0.037653673561067524*I	0.5058051204394656+0.03816519580543016*I	0.2198107292526766+0.015085627523819787*I	-0.28080266465828135-0.11122194767976688*I	-0.05414827929905872+0.050563401873708474*I	0.0911236611740218+0.025848921845503164*I	0.00038790409857034715-0.06582337812867274*I	-0.0494623813019656+0.09129784231361003*I	0.028804030653820763+0.011962597401773013*I	0.05485073266629419-0.07442938521611432*I	-0.06117340586545587+0.03194525480246779*I	-0.02931828107974662+0.002131116236981779*I	0.07847140481413026-0.033199681554179045*I	-0.016983167728745533+0.017448848739502452*I	-0.06844959096929641+0.02290655911464547*I	0.010563052399551652+0.05345668598626312*I	0.1233961415876153-0.08639231495424846*I	-0.022381533190342567-0.023929269967607202*I	-0.13899746058613058+0.08855022498668273*I	-0.04189672562802551-0.07831100985360616*I	0.1633207935071099+0.023480838628180463*I	0.2216315446108915+0.05554603355670563*I	-0.2399295709251213-0.10683856345480632*I	-0.35468927747751094+0.06413425056235778*I	0.22939192880923215+0.05394919702694321*I	0.39771105423221165-0.06137412932738205*I	0.0541843455732112+0.019875441731856507*I	-0.5679766815062767-0.05186610797632302*I
-0.28775731208625915-0.21363137097836724*I	-0.36952213908547293+0.2974629277743141*I	0.5058051204394655+0.038165195805430485*I	0.14401999104736574-0.3153651613889774*I	0.4091915483264496+0.14788584741496139*I	-0.3602561511394759+0.06768241920850387*I	-0.19663365091223822-0.18778244913286474*I	0.24160237473336219+0.17588419473341044*I	0.05410583823902809+0.08398661400267925*I	-0.020954601740751533-0.20216234734902183*I	-0.04176283944671969+0.03529126639341769*I	-0.022171625871734848+0.06633955251743194*I	0.054850732666294776-0.07442938521611533*I	-0.03022058968674477+0.027618161216795452*I	-0.037017822934994074+0.05813769215717471*I	0.05206691898760677-0.061915697807235014*I	0.006292149162525263-0.02161263714280485*I	0.0200228403468439-0.05004986152998601*I	-0.07296136261961107+0.12556943837757722*I	0.06776983201269002+0.11500512394341814*I	0.07475150169123779-0.22872050488081275*I	-0.25256181889223694-0.023279360229793253*I	0.020151805280130695+0.15849396959560078*I	0.2346488521994211-0.13275530558843296*I	0.03802574730389013+0.10759064494921954*I	-0.02517206483575356+0.16038917305081365*I	-0.4323497384599404-0.3501035872576773*I	-0.07291905650159697-0.004665812422584668*I	-0.030433605224825383+0.314698512687222*I	0.5392775900792679-0.17139164316586883*I
-0.11116125891089888+0.11528892496612038*I	-0.18418909254526533-0.22094259928929735*I	0.2198107292526764+0.01508562752381958*I	0.4091915483264505+0.1478858474149615*I	-0.46121895418054054-0.10237919665347947*I	0.4933605620724927+0.07132534596186345*I	0.17014335509236614+0.060247906479772816*I	-0.23365147384723206-0.12964475697568853*I	-0.032301949998196876+0.016265865283268136*I	0.06180538009427438+0.02798003808248683*I	-0.004160426253616648-0.032780268289944785*I	-0.04176283944671901+0.03529126639341671*I	0.028804030653820176+0.011962597401773592*I	0.04715119081104781-0.018422809295922445*I	-0.056625075513268-0.0010978550362604736*I	-0.013742506043723252+0.019076206274867436*I	0.0647350616996922-0.010155732415306934*I	-0.02238153319034246-0.023929269967606075*I	-0.08033638069820699+0.012313642447739963*I	-0.017591167184750414-0.043930530142210766*I	0.09487120253781227+0.04638739774282759*I	0.1909058708384222+0.09207108857107334*I	-0.1751945092254275-0.11699429587011281*I	-0.3600876429391086+0.022756131855249905*I	0.21750513908032096+0.04335628036003639*I	0.3695568346479106-0.158761345455854*I	0.025659406523406855+0.1526551544289321*I	-0.3546892774775117+0.06413425056235704*I	-0.03619704863929535-0.2055445208567946*I	0.2497857641951922+0.15293324968517746*I
0.10356821954099411-0.007311228310930594*I	0.30043140744752733+0.2008527675422924*I	-0.280802664658281-0.1112219476797666*I	-0.36025615113947634+0.06768241920850297*I	0.4933605620724928+0.07132534596186382*I	0.08519095833319902-0.34033373419785967*I	0.4563427391375+0.12946303811904003*I	-0.39047674082622114+0.09530058042529434*I	-0.2259519319919869-0.18565133289588104*I	0.27825978157579284+0.2671923200597258*I	0.06180538009427501+0.027980038082485212*I	-0.02095460174075305-0.2021623473490188*I	-0.0494623813019657+0.09129784231360995*I	-0.05882903271416313-0.024968572808884783*I	0.08416901374604106-0.07656050145309648*I	0.009161658553853678+0.07013085176483706*I	-0.08956737920763815+0.035182382745987284*I	0.1089755692073072+0.173270139431004*I	0.07475150169123573-0.22872050488081022*I	-0.29376755608685384-0.0815443757173827*I	0.03675782186816108+0.24888102522718952*I	0.24551003399241111-0.2529360188832512*I	0.04431789646641514+0.0859780078064105*I	0.036056512705709275+0.1686043270084181*I	-0.5219171176675829-0.3149212045116876*I	-0.016010406281897087+0.2305200248156499*I	0.038025747303890696+0.10759064494921862*I	0.22548719364556688-0.2028861573532672*I	0.10971918448777072+0.12331158684961109*I	-0.3615373880995449-0.1965494996607974*I
0.050055278258881224-0.11098565708462561*I	0.006954647427978333+0.10240942329860045*I	-0.05414827929905862+0.05056340187370854*I	-0.19663365091223842-0.1877824491328644*I	0.17014335509236597+0.06024790647977265*I	0.45634273913750034+0.12946303811904034*I	-0.4393726248796792-0.13667673324392018*I	0.4640422809927447+0.07345646219884756*I	0.16559502474017967+0.09329101631850084*I	-0.225951931991986-0.18565133289588254*I	-0.03230194999819756+0.016265865283269024*I	0.054105838239028196+0.08398661400267843*I	0.0003879040985710886-0.06582337812867319*I	-0.012444558366972393+0.033160150156435864*I	0.0069577013529582175+0.04626013399221272*I	0.008344140582126193-0.060454324981976656*I	-0.011886789728910987-0.010592916666904735*I	-0.041896725628025794-0.07831100985360702*I	0.03621012264988963+0.12262398028176885*I	0.19090587083842261+0.0920710885710752*I	-0.11653342933750434-0.193230878409056*I	-0.33578208449583297+0.057136611566645464*I	0.14905554811102315+0.06626283947468392*I	0.338831160875441-0.12223629044148704*I	0.09039446822310153+0.1424994220136261*I	-0.3600876429391099+0.02275613185524893*I	-0.04808383836820716-0.21613743752370168*I	0.221631544610892+0.0555460335567058*I	-0.02852493904980453+0.1327797126970756*I	-0.03649836016642675-0.03693289114649724*I
-0.09661357211301545+0.10972065160953089*I	0.009265987945994985-0.22978050856581195*I	0.09112366117402185+0.025848921845503546*I	0.24160237473336119+0.17588419473340902*I	-0.2336514738472317-0.1296447569756882*I	-0.3904767408262209+0.09530058042529535*I	0.4640422809927446+0.07345646219884658*I	0.12184836517562962-0.24902560887154446*I	0.4640422809927469+0.07345646219884706*I	-0.3904767408262233+0.09530058042529556*I	-0.23365147384723248-0.12964475697568884*I	0.24160237473336474+0.17588419473341022*I	0.09112366117402078+0.025848921845503484*I	0.009265987945992506-0.2297805085658136*I	-0.09661357211301287+0.10972065160953193*I	0.047746991665846075+0.1650549854734011*I	0.0684593525287111-0.20710786773800513*I	-0.3046287378798449+0.038636337577439006*I	0.02015180528013435+0.15849396959560064*I	0.28671577118702823-0.19467100339566468*I	0.04431789646641236+0.08597800780641154*I	-0.005149224488906897+0.11033931152082982*I	-0.5053111010795523-0.22453414888009926*I	-0.005149224488907959+0.11033931152083037*I	0.04431789646641608+0.08597800780641159*I	0.2867157711870287-0.19467100339566365*I	0.020151805280129317+0.15849396959559936*I	-0.30462873787984474+0.03863633757743844*I	0.06845935252871477-0.20710786773800355*I	0.04774699166584507+0.16505498547340003*I
0.006957701352958471+0.04626013399221361*I	-0.012444558366971885+0.033160150156434205*I	0.000387904098570648-0.06582337812867307*I	0.054105838239028474+0.08398661400267976*I	-0.03230194999819714+0.016265865283268142*I	-0.22595193199198707-0.18565133289588215*I	0.16559502474017984+0.09329101631850148*I	0.4640422809927462+0.0734564621988461*I	-0.4393726248796802-0.13667673324391996*I	0.4563427391375004+0.12946303811904095*I	0.17014335509236686+0.060247906479772066*I	-0.19663365091224-0.18778244913286377*I	-0.05414827929905847+0.05056340187370879*I	0.006954647427979989+0.10240942329859956*I	0.05005527825888025-0.11098565708462528*I	-0.03649836016642781-0.03693289114649653*I	-0.028524939049802397+0.1327797126970749*I	0.22163154461089207+0.055546033556706*I	-0.048083838368209654-0.21613743752370126*I	-0.3600876429391089+0.02275613185524809*I	0.0903944682231021+0.14249942201362675*I	0.33883116087544024-0.12223629044148632*I	0.14905554811102456+0.06626283947468256*I	-0.33578208449583336+0.05713661156664616*I	-0.11653342933750623-0.19323087840905565*I	0.1909058708384233+0.09207108857107404*I	0.036210122649890666+0.12262398028177002*I	-0.04189672562802599-0.07831100985360667*I	-0.011886789728910926-0.010592916666906243*I	0.008344140582125669-0.060454324981975505*I
0.08416901374604278-0.07656050145309702*I	-0.05882903271416555-0.024968572808883267*I	-0.04946238130196598+0.09129784231360957*I	-0.020954601740750513-0.20216234734901997*I	0.06180538009427388+0.027980038082486246*I	0.27825978157579245+0.267192320059725*I	-0.22595193199198543-0.18565133289588154*I	-0.3904767408262228+0.09530058042529654*I	0.4563427391374993+0.12946303811903923*I	0.0851909583332005-0.3403337341978606*I	0.4933605620724925+0.07132534596186517*I	-0.36025615113947673+0.06768241920850109*I	-0.28080266465828074-0.11122194767976691*I	0.3004314074475272+0.20085276754229484*I	0.1035682195409939-0.007311228310931775*I	-0.36153738809954467-0.1965494996607991*I	0.10971918448777102+0.12331158684961313*I	0.22548719364556707-0.20288615735326768*I	0.038025747303889336+0.1075906449492171*I	-0.01601040628189826+0.2305200248156518*I	-0.5219171176675804-0.3149212045116885*I	0.03605651270570969+0.16860432700841724*I	0.04431789646641359+0.0859780078064125*I	0.2455100339924121-0.2529360188832523*I	0.03675782186816014+0.24888102522718852*I	-0.29376755608685523-0.08154437571738138*I	0.07475150169123876-0.22872050488081114*I	0.10897556920730736+0.17327013943100375*I	-0.08956737920764078+0.03518238274598849*I	0.009161658553854993+0.07013085176483592*I
