-1.0185104192252394-0.3650728828826008*I	0.37786143350926105-0.5975940792652932*I	1.479441608698611-0.36402967996440766*I	1.427020926135048+0.15332992554784594*I	0.26153925417870216+0.550949487040166*I	-0.6204806522523411+0.15230701319044262*I
0.37786143350926116-0.5975940792652933*I	-0.20014685663805487-0.979678830505123*I	0.37786143350926127-0.5975940792652931*I	0.6610780461114272+0.2505762676581148*I	0.42867884037344584+0.9032310180035816*I	0.6610780461114272+0.2505762676581143*I
1.479441608698611-0.3640296799644078*I	0.37786143350926116-0.5975940792652932*I	-1.0185104192252392-0.36507288288260065*I	-0.6204806522523408+0.1523070131904429*I	0.26153925417870216+0.550949487040166*I	1.4270209261350477+0.15332992554784566*I
1.4270209261350482+0.15332992554784583*I	0.6610780461114272+0.2505762676581145*I	-0.6204806522523412+0.15230701319044274*I	-1.4180492111579643-0.0646996635005492*I	-0.10954585532672523-0.23109879773999692*I	1.0799028167658864-0.0636564605823561*I
0.261539254178702+0.5509494870401663*I	0.4286788403734456+0.9032310180035817*I	0.2615392541787019+0.5509494870401661*I	-0.10954585532672528-0.23109879773999717*I	-0.3952083075570807-0.8328790656974299*I	-0.10954585532672508-0.23109879773999673*I
-0.620480652252341+0.1523070131904428*I	0.6610780461114272+0.2505762676581145*I	1.427020926135048+0.15332992554784577*I	1.079902816765886-0.06365646058235623*I	-0.10954585532672523-0.23109879773999692*I	-1.4180492111579641-0.06469966350054908*I
