-0.7191596953660114-0.24591246426461927*I	-0.3522926329662249-0.2789347129523358*I	-0.10171003291658778-0.4039701876510265*I	0.04340133947056029-0.21370605902836054*I	0.20281378327709057-0.09396927001900064*I	0.12436123613061752+0.020936297655445822*I	0.08694999053701383+0.14273840743257635*I	-0.00014783264210821345+0.07760486522952356*I	-0.0872866801066031+0.03808094333547756*I	-0.05982709118777109-0.018452736202830403*I	-0.05211228763452373-0.08106983597895354*I	0.00040400852445286295-0.036675284904757556*I	0.053049959968008265-0.00438361824998402*I	0.03898876169942015+0.021249339038829806*I	0.03779597972554481+0.05389067933428741*I	-0.000543350785765743+0.015620080877440453*I	-0.03906042504829086-0.017495836554772635*I	-0.031560030555668715-0.02263327308160931*I	-0.03447670947372444-0.03523653372232159*I	-0.04877422617148137-0.059464402820452594*I	-0.07917318394610992-0.10331064742671577*I	-0.058909158604740115-0.03374820092594638*I	-0.019028105374734847+0.04217906673989353*I	0.04962461091479767+0.08869208333464697*I	0.09686633828900319+0.11057784563445477*I	0.08421319813976116+0.0052068103474682045*I	0.04630097408966726-0.09407078059468371*I	-0.06200665450871995-0.1337594854946103*I	-0.13867756740901027-0.13651278396335378*I	-0.1433992327241725+0.029585197612980434*I	-0.10815300621194711+0.16737969098939284*I	0.0783943483034761+0.23403063143387978*I	0.20388525028517612+0.2351654333841405*I	0.304784142507441-0.026198919149684585*I	0.30344539858815606-0.20227012339815575*I	0.07186651978125012-0.4485995942429036*I	-0.03433123454067984-0.4390039301887615*I	-0.32337404848300827-0.29396941281469047*I
-0.3522926329662262-0.27893471295233574*I	-0.7129402611907226-0.3311788750897645*I	-0.3088912934956667-0.49264077198069617*I	-0.06055763985987009-0.29417020992171516*I	0.16776257560117783-0.19276976137291413*I	0.12531331446254088-0.04043608032467714*I	0.1242134034885102+0.09854116288497014*I	0.027567258192220768+0.06768070756973543*I	-0.059974923829879394+0.059152129026694124*I	-0.05124385364024072+0.0017248856367996005*I	-0.059423082663318035-0.05512802110758697*I	-0.008595401002276334-0.030281041422152183*I	0.03939277022387325-0.01542594586592733*I	0.03340654964522606+0.009204641504423773*I	0.038445410913654186+0.03686941991627007*I	0.0027213511490887512+0.01281394843228131*I	-0.032103381341434895-0.007013192204169453*I	-0.02732280660916511-0.012724977496326272*I	-0.03156003055566928-0.02263327308160966*I	-0.04621432791285217-0.040007392780768786*I	-0.07612335422055429-0.07057933066479025*I	-0.05020012438468772-0.016426498433535858*I	-0.008741196904176329+0.039323801531259535*I	0.053453593576491466+0.06388331392711277*I	0.09484904735513999+0.07264955464328543*I	0.06697246338408759-0.014869993226904544*I	0.021802535106588944-0.09187739024238412*I	-0.07862204076512479-0.0998861910870587*I	-0.14557879604512144-0.08572155167879933*I	-0.11605906186269531+0.06842486491804534*I	-0.06485705177858692+0.18601096381733706*I	0.13654651158975573+0.20234386093657333*I	0.2588172546803014+0.18689541462874976*I	0.32611184957193556-0.11456403001005788*I	0.3332493228181298-0.2610924543642277*I	0.05373192312849093-0.5224730245741928*I	0.10078510426446395-0.46363429410525875*I	-0.10792946709187967-0.31870377682588136*I
-0.10171003291659078-0.4039701876510267*I	-0.308891293495667-0.49264077198069656*I	-0.6180559450055123-0.7438519219346464*I	-0.18453005736504835-0.4717044743252501*I	0.1880537408975176-0.35520105023744974*I	0.16761474295907142-0.11516489614338982*I	0.2024770937075039+0.08685008074905552*I	0.06438631230073909+0.08008842668214124*I	-0.0524489772041131+0.09974951478910332*I	-0.059570915305427796+0.022476844121938025*I	-0.08634900777311959-0.04737251089345708*I	-0.020434320963898477-0.033878682068756064*I	0.03873365205902967-0.031562774894648135*I	0.038849419438107026+0.00019413501151354498*I	0.051785514645260926+0.03201122452953064*I	0.006885380357984562+0.014236146834659957*I	-0.035741154796473294+0.0011583090571911999*I	-0.032103381341435935-0.007013192204170257*I	-0.03906042504829184-0.017495836554773807*I	-0.05890915860474138-0.03374820092594794*I	-0.09820128932084726-0.061131580686824526*I	-0.05805877386142596-0.004520520411754416*I	-0.0013349510318419564+0.04944626494763139*I	0.07492865044982022+0.06015069275616857*I	0.12413920700393748+0.05868613177966537*I	0.07183115454584024-0.039860591812493414*I	0.004489744969660294-0.12000571892358157*I	-0.12119268909313229-0.0989674775341595*I	-0.2005295995312926-0.06320387356864372*I	-0.12701153892941713+0.12985634355225184*I	-0.04294532333577964+0.2660323404101803*I	0.23977925808674866+0.23741690989717718*I	0.39917764266138933+0.20027500097537837*I	0.45504501059216845-0.2407678819587077*I	0.47299941433265086-0.4061086202027767*I	0.05327661380567771-0.7687679262072793*I	0.2691141640474705-0.641274053586918*I	0.07186651978124677-0.44859959424290413*I
0.04340133947055778-0.21370605902835968*I	-0.06055763985987165-0.29417020992171405*I	-0.18453005736505082-0.4717044743252481*I	-0.5876269467281813-0.3716149554144399*I	-0.1846778900071541-0.3940996090957239*I	-0.0329903816676468-0.22648950235197818*I	0.10778765177130131-0.13361763234621854*I	0.07406946082230093-0.03871119468787627*I	0.06479032082519075+0.043413141777384624*I	0.01897185718994389+0.03739966614758484*I	-0.020582153606007538+0.04372618316076905*I	-0.017837303995015017+0.010929527141225272*I	-0.02097767174966302-0.01825860119131461*I	-0.005874049853186697-0.017467092989869634*I	0.007289388882439305-0.022439138070096353*I	0.006083743036061182-0.003520335991903108*I	0.006885380357983759+0.014236146834658514*I	0.0027213511490870083+0.012813948432280009*I	-0.0005433507857674925+0.015620080877438991*I	-0.003985796471837459+0.023580894347231346*I	-0.008741196904179412+0.03932380153125715*I	0.007239265663637113+0.0238759211463418*I	0.01872569313458559+0.002070223978494247*I	0.016772338999402028-0.03129649166044009*I	0.013061338202415826-0.052553588711123166*I	-0.025168447188632564-0.036002877159943714*I	-0.05072974868998243-0.01307199703551223*I	-0.049086598478610195+0.05355487169114244*I	-0.04305451667200227+0.09413357357495296*I	0.057924470824627795+0.10245766984951507*I	0.11323845863517971+0.1011738629499501*I	0.21005278770924354-0.046139165092011866*I	0.2683922710395469-0.07508149054689019*I	0.19027843471825012-0.320129163637618*I	0.35960235894476555-0.2767388794765077*I	0.218182382480054-0.4332678068359377*I	0.33324932281812497-0.261092454364227*I	0.16166139022036788-0.20376924774831107*I
0.20281378327708627-0.09396927001899917*I	0.16776257560117386-0.19276976137291216*I	0.18805374089751126-0.35520105023744625*I	-0.18467789000715662-0.3940996090957228*I	-0.618392634575096-0.5630325711665869*I	-0.2445049811949239-0.41255234529855295*I	0.0486547731563935-0.3981899428809219*I	0.10819166029575221-0.17029291725097526*I	0.20341476604098424+0.0013966265201200555*I	0.10377908252460928+0.06466248081621541*I	0.038396962489437796+0.14925657587340918*I	-0.02112550439177199+0.059346264038210264*I	-0.08761345309586277-0.01097766811393998*I	-0.05253770230533044-0.04089187427292451*I	-0.03480348246298455-0.0842951451717435*I	0.007289388882438618-0.0224391380700981*I	0.05178551464525881+0.03201122452952694*I	0.03844541091365232+0.03686941991626751*I	0.03779597972554231+0.05389067933428476*I	0.04962461091479465+0.08869208333464379*I	0.07783823291426256+0.15275691237434338*I	0.0749286504498156+0.06015069275616362*I	0.044966023057824996-0.044624515647053595*I	-0.03585223023037863-0.13307319555889363*I	-0.09371154435117915-0.18113729961040212*I	-0.13047723678306944-0.0440235951254564*I	-0.12269136661702153+0.08955303880570686*I	0.006826270125139916+0.22375523723436894*I	0.10022198904288343+0.28253940544995093*I	0.26198580171778363+0.10886423475003554*I	0.30680104934204333-0.03030856358265986*I	0.24963912335928046-0.34494216984033554*I	0.22616884071170254-0.375241713176736*I	-0.01172827061501014-0.5051520971604144*I	0.36484640812070424-0.2387289292133812*I	0.4550450105921602-0.2407678819587047*I	0.5073306488733238+0.03289530998598605*I	0.3047841425074352-0.02619891914968352*I
0.124361236130618+0.020936297655447533*I	0.1253133144625417-0.0404360803246745*I	0.16761474295907183-0.11516489614338538*I	-0.03299038166764671-0.22648950235197515*I	-0.24450498119492362-0.41255234529854967*I	-0.638870800368421-0.3698900697776382*I	-0.2441009726704751-0.4492276302033106*I	-0.04158578266992804-0.2567705437741318*I	0.14718042199516534-0.1490435782121493*I	0.10747601046752157-0.029506553183454867*I	0.1032357317388416+0.08028256169365244*I	0.021693208339032755+0.05021361457986585*I	-0.052685534947437204+0.03671299095660107*I	-0.04516011060417521-0.0017954503550999233*I	-0.05253770230532661-0.040891874272923324*I	-0.005874049853183776-0.017467092989870085*I	0.03884941943810932+0.00019413501151175556*I	0.03340654964522696+0.009204641504422585*I	0.03898876169942027+0.021249339038828245*I	0.05743939004832586+0.04030241957987737*I	0.09484904735513675+0.0726495546432811*I	0.06298666691225266+0.008710901120326036*I	0.013061338202414851-0.0525535887111245*I	-0.07138277510147932-0.07601026994071113*I	-0.12685310291052923-0.08365132770029887*I	-0.0992867228632906+0.037128373257609155*I	-0.05179571357617482+0.13345737510621355*I	0.11137806440111606+0.16634098377662557*I	0.20808750599031145+0.1738234175932314*I	0.2770252510933205-0.0610091583189208*I	0.2901948061461283-0.16695888078927673*I	0.11165639395312185-0.42001535472467655*I	0.21402356289964802-0.36246043115530446*I	0.10212332061736566-0.3648429419178879*I	0.2683922710395457-0.07508149054688662*I	0.2982079018101278-0.0014253868117344464*I	0.25881725468029926+0.18689541462874992*I	0.16445045935156366+0.08920521773825425*I
0.08694999053701839+0.14273840743257898*I	0.12421340348851512+0.09854116288497428*I	0.20247709370751038+0.08685008074906238*I	0.10778765177130414-0.13361763234621285*I	0.04865477315639372-0.3981899428809149*I	-0.24410097267047484-0.44922763020330775*I	-0.6174549622416203-0.6484860253955252*I	-0.2051122109710615-0.42797829116448494*I	0.13950071284993035-0.34868288179662765*I	0.14663707120939795-0.13342349733471193*I	0.20215032071823275+0.03779146929962741*I	0.07167570118317651+0.05764928861204339*I	-0.03514017203257038+0.09652420559631518*I	-0.052685534947433645+0.03671299095660203*I	-0.08761345309585448-0.010977668113937578*I	-0.020977671749656278-0.018258601191313825*I	0.0387336520590362-0.03156277489464866*I	0.03939277022387694-0.015425945865927574*I	0.053049959968010575-0.004383618249985098*I	0.08421319813976244+0.005206810347465714*I	0.14316731237867059+0.016507065039766167*I	0.0718311545458449-0.039860591812495766*I	-0.01453836040506982-0.07782665218368684*I	-0.1304772367830627-0.04402359512545339*I	-0.20186455056312416-0.013757608621003366*I	-0.10085711465107197+0.13054263348797218*I	0.0020206997220450443+0.22140782476312867*I	0.25270125402783844+0.16380811715872887*I	0.38463928225630156+0.1224483487916795*I	0.3834769324138218-0.25104327615823024*I	0.36933615309035733-0.35873464813696987*I	0.010478273016021568-0.6337047723075567*I	0.27246981480136234-0.46931249377141376*I	0.24963912335927993-0.3449421698403269*I	0.2605000752523822+0.06376221701203096*I	0.2397792580867546+0.23741690989718245*I	0.09573224407323565+0.4025451243735338*I	0.07839434830348108+0.23403063143388098*I
-0.0001478326420999878+0.07760486522952563*I	0.027567258192230052+0.06768070756973915*I	0.06438631230075302+0.08008842668214743*I	0.0740694608223081-0.03871119468787018*I	0.10819166029575579-0.17029291725096724*I	-0.041585782669927275-0.25677054377412695*I	-0.20511221097106386-0.4279782911644816*I	-0.6054642507232063-0.3606854282732222*I	-0.20565556175683392-0.41235821028705344*I	-0.03886443152084481-0.24395659534185926*I	0.11507704065373035-0.1560567704163264*I	0.08015320385836064-0.0422315306797832*I	0.07167570118318224+0.057649288612046025*I	0.02169320833904047+0.05021361457986942*I	-0.021125504391759902+0.05934626403821583*I	-0.017837303995004935+0.010929527141229028*I	-0.020434320963886487-0.03387868206875259*I	-0.00859540100226889-0.03028104142215011*I	0.00040400852445772483-0.0366752849047568*I	0.009533073335764683-0.05517241280678568*I	0.02180253510659292-0.09187739024238754*I	-0.021182650716788487-0.05958377150717628*I	-0.05072974868997479-0.013071997035508884*I	-0.05307239495043268+0.07713576603838354*I	-0.051795713576168946+0.1334573751062219*I	0.0651637364882744+0.12633359099586255*I	0.1319641517697657+0.10324408692844318*I	0.22682512670863475-0.07743565675246374*I	0.28145360924194757-0.1276350792580281*I	0.1651099875295993-0.3561320407975775*I	0.308872610254773-0.2898108765120271*I	0.16909578400143838-0.379712935144796*I	0.29019480614612775-0.16695888078926607*I	0.21958586104500544-0.10131157789878599*I	0.11323845863518871+0.1011738629499574*I	0.04839139748888456+0.1576300826563043*I	-0.06485705177857501+0.18601096381733576*I	-0.02790394776180012+0.11313864319831983*I
-0.0872866801065882+0.038080943335480906*I	-0.05997492382986193+0.05915212902669964*I	-0.05244897720408692+0.09974951478911238*I	0.06479032082520508+0.04341314177739359*I	0.20341476604099246+0.0013966265201318343*I	0.14718042199516637-0.14904357821214131*I	0.13950071284992424-0.34868288179662066*I	-0.2056555617568372-0.4123582102870507*I	-0.6187194075643833-0.6120911826160318*I	-0.23721559231250205-0.4349914833686681*I	0.06596357832791641-0.4014152520737336*I	0.11507704065373571-0.15605677041632382*I	0.20215032071824623+0.03779146929963372*I	0.10323573173885686+0.0802825616936597*I	0.038396962489459924+0.14925657587341942*I	-0.020582153605988474+0.043726183160776935*I	-0.08634900777309731-0.047372510893448655*I	-0.059423082663305295-0.05512802110758191*I	-0.052112287634514365-0.0810698359789506*I	-0.062006654508711206-0.1337594854946097*I	-0.09237659331933201-0.2305835645580391*I	-0.1211926890931115-0.09896747753415328*I	-0.10366326124227482+0.047373972065820155*I	0.006826270125159737+0.22375523723438193*I	0.08119388366816076+0.32471847218985755*I	0.25270125402785126+0.16380811715873875*I	0.3054660983102013+0.01913770136496742*I	0.2757935476376046-0.34425587990464007*I	0.271134863769511-0.4198662288238088*I	0.0011937253260637863-0.5787608898988789*I	0.3503080477156119-0.3165555813970795*I	0.38347693241381464-0.25104327615821903*I	0.40366738763103643+0.08026928205180847*I	0.26198580171779257+0.10886423475005086*I	0.00335565075390321+0.17196155981550648*I	-0.12701153892938702+0.12985634355225928*I	-0.2468305736209326+0.03086690702603805*I	-0.14339923272415514+0.029585197612981354*I
-0.059827091187758745-0.018452736202828567*I	-0.05124385364022619+0.0017248856368029797*I	-0.05957091530540441+0.022476844121943593*I	0.01897185718995657+0.037399666147590625*I	0.1037790825246183+0.06466248081622344*I	0.10747601046752338-0.029506553183448487*I	0.14663707120939257-0.13342349733470518*I	-0.03886443152084945-0.24395659534185515*I	-0.23721559231250605-0.43499148336866517*I	-0.6327870573323713-0.3734104057695556*I	-0.2372155923124964-0.434991483368666*I	-0.03886443152083746-0.24395659534185626*I	0.14663707120941083-0.13342349733470685*I	0.10747601046753455-0.029506553183448903*I	0.10377908252462655+0.06466248081622396*I	0.018971857189958353+0.037399666147591895*I	-0.05957091530540939+0.022476844121946123*I	-0.05124385364023053+0.001724885636804782*I	-0.059827091187763956-0.01845273620282699*I	-0.0881551141008787-0.04471377828027297*I	-0.14557879604511212-0.0857215516787989*I	-0.10652598852691918+0.013252452111268475*I	-0.04305451667198919+0.09413357357496085*I	0.11536386087296943+0.14276008942940643*I	0.20808750599032336+0.17382341759324482*I	0.2730394546214968-0.03742826397168272*I	0.28145360924195534-0.12763507925802076*I	0.11889565961675469-0.3961394335783489*I	0.23274925603422233-0.36039020717682785*I	0.11889565961674539-0.3961394335783477*I	0.28145360924194096-0.12763507925801884*I	0.2730394546214779-0.0374282639716805*I	0.20808750599031203+0.17382341759324632*I	0.11536386087296252+0.14276008942940618*I	-0.04305451667198527+0.09413357357495923*I	-0.1065259885269107+0.01325245211126537*I	-0.1455787960451018-0.08572155167880165*I	-0.08815511410087216-0.044713778280274806*I
