0.7631883603265781-0.8211300321096634*I	-0.050896822404800014+0.676815405373893*I	-0.6821947311624089-0.25500137275258594*I	0.3536442206909035-0.1134324865506415*I	0.1198890770152178+0.4353236619460369*I	-0.186062264881065-0.08901912128593056*I	0.1759410222335473-0.29376465287491904*I	0.057702513388820445+0.11563543368660514*I	-0.2676764549784027+0.10989854306187795*I	0.027124466101690375-0.08916808961760136*I	0.22453963706775418+0.031876006983498205*I	-0.06973986965133738+0.0454424408879271*I	-0.11364870007803864-0.10412251400833723*I	0.07654998668155619-0.005771041848284247*I	-0.008066355849820848+0.11329081554844102*I	-0.05772209217818428-0.019595605734682518*I	0.09984252285256004-0.082128030221078*I	0.025315555766801848+0.02845892630250596*I	-0.14009141062914462+0.03687580584451694*I	0.008802115362302168-0.024336651409589332*I	0.1260936135379443+0.0018185896851939166*I	-0.03489443110170109+0.013672723632116*I	-0.0706101008138764-0.023554730817148133*I	0.04682027990907116-0.0030431343324672784*I	-0.003834448554979889+0.028388632377780318*I	-0.042780467451981455-0.003070986013642936*I	0.07185508470502876-0.02350148656934285*I	0.02523162823265343+0.0034456096434539066*I	-0.11197302903398351+0.018020444073427896*I	0.15280728997578782-0.032086918417300866*I	-0.13099377071936041+0.032982475481082914*I	-0.09670309561032513+0.03698555450697366*I	0.21290030659019935-0.06827835026826712*I	0.0020597996085659678-0.039023421689704955*I	-0.2123448417550084+0.10193675239715681*I	0.10034185601361184+0.026829493709698265*I	0.12341407445661308-0.1210509507640303*I	-0.1743963479269635+0.007759760816661272*I	0.027783281185396396+0.1069117810151376*I	0.18863135935182154-0.06274079704463557*I	-0.1876220060053512-0.044048582694619226*I	-0.12635128772721035+0.12171026323140542*I	0.28869020166537895-0.06733007049346451*I	-0.00599105962060247-0.1547649425034695*I	-0.27111353751305056+0.20011611263150195*I	0.17388090384246102+0.12589476310362113*I	0.10830418995788568-0.2961836600483064*I	-0.31439943178738267-0.006979656337794642*I	0.167050571550665+0.2754367465850805*I	0.3407895737794562-0.20117925989189178*I	-0.4412496568075867-0.06549434537622852*I	-0.15141585032438287+0.4404518915682233*I	0.5061038817789648-0.3410443677572948*I	-0.3581620558978394-0.48972500356532783*I	-0.056564262416973925+0.6844192776857191*I	0.7819167241248514-0.15786251667352366*I	-0.5045043840307978-0.17849469509464283*I	-0.16265478351767026+0.6287050268444391*I
-0.05089682240480676+0.6768154053738957*I	0.4704851706069694-0.7800285362982505*I	0.3027473982860958+0.5633829188232619*I	-0.295818900828866-0.2269822195576163*I	0.16758195580984447-0.20245160783656904*I	-0.024661097697420784+0.11058978713563439*I	-0.1283597514922318+0.02661631240068013*I	0.027377002034455384-0.033387669289247836*I	0.08482697949051883+0.02646734406902041*I	-0.026547478204996554+0.010855949313501144*I	-0.042615403549642696-0.04372564872966682*I	0.022519208403801776+0.0025484262699191854*I	0.006810117030224971+0.03967139903965489*I	-0.016125101322073326-0.008995684872054032*I	0.018827894503384478-0.025366647582956665*I	0.00854067911909559+0.010378913803281124*I	-0.03240653641136633+0.008863320567827779*I	-0.001076699003203297-0.008166973453363213*I	0.03411767112911408+0.004122274892920041*I	-0.005047134549226326+0.004114564527054983*I	-0.02609231573939145-0.010663927777482483*I	0.00890972895322735+0.000021036166626949895*I	0.011925848807376627+0.010629589299650397*I	-0.010041474964192906-0.0028392860415429*I	0.004039812457085841-0.006114120346100737*I	0.008496470241161447+0.0036092119932464085*I	-0.01754883921933304+0.0003746236298149046*I	-0.004832093867404941-0.0024023585307455055*I	0.02523162823265384+0.0034456096434571787*I	-0.035285850461550125-0.003078683965174738*I	0.03087256613281447+0.0014530264462167127*I	0.024238315447346098-0.001800750149984638*I	-0.05186282854977677+0.001033118830899205*I	-0.0048789084957694935+0.008951121417351014*I	0.055581375713106014-0.009150793647536912*I	-0.017829290633833435-0.014083989696408826*I	-0.0391600608116573+0.020916530894239994*I	0.037623121228853605+0.012822653704089196*I	0.005432896062541668-0.030644384818382258*I	-0.048122851315372306-0.002505419920547524*I	0.036964515857794096+0.030510539884264398*I	0.04406329911023648-0.01630137939912291*I	-0.07462025516964424-0.013459073537397668*I	-0.022354466722161723+0.03894785793622371*I	0.09133985754029057-0.023099137551569175*I	-0.01721822601988212-0.05663094688261938*I	-0.07077865829359123+0.07347266587788115*I	0.07178238888025382+0.05612366743710489*I	-0.0007343241096262195-0.11899082661209903*I	-0.13570177448497653-0.019559839791944915*I	0.1316712100662411+0.12363719798971952*I	0.20137876216685424-0.11950921858831873*I	-0.32351564134116584+0.03974600928881051*I	0.05400444362784982+0.43827373068654574*I	0.07011044753610836-0.5341550336882118*I	-0.6559782947611134+0.11120164018705195*I	0.6701587630119854-0.20597289520298662*I	-0.3894915414427889-0.29610286856400303*I
-0.6821947311623977-0.25500137275259055*I	0.30274739828608904+0.5633829188232653*I	0.20088270617939843-0.6408077429162297*I	0.11668513340503765+0.47436379753733465*I	-0.38636463191365455-0.11344236368147285*I	0.2252844691986782-0.08681617414995879*I	0.028153644270341435+0.2514575521329876*I	-0.1012352853905334-0.06255177721690505*I	0.1328042043228847-0.15199010282956935*I	0.015087109839185995+0.07190978495695509*I	-0.15678551798869475+0.03765203603702678*I	0.03393458313191973-0.04949669057793898*I	0.10282458113988457+0.041044308523583005*I	-0.05091197514794682+0.020075793304982485*I	-0.021872533075318678-0.07295972868099035*I	0.044143450270202174+0.003092278719553815*I	-0.04831524362643088+0.06803859117187276*I	-0.023604421049054053-0.015473330841758082*I	0.08584472576134265-0.04343363469137249*I	-0.0007767599725791017+0.017794998525026553*I	-0.08460789790508948+0.015139664712577376*I	0.020727964169686256-0.013707062109948214*I	0.05164906416907748+0.006652491245823381*I	-0.030854618644608565+0.007558603286016696*I	-0.002589464663821123-0.01866758500872549*I	0.029271440689734023-0.002668510702643188*I	-0.04395239288392616+0.022907589881859255*I	-0.017548839219333135+0.0003746236298182845*I	0.0718550847050287-0.02350148656934834*I	-0.0967030956103195+0.03698555450697512*I	0.08190653587083005-0.0352958747871811*I	0.05816399397402979-0.03412478560004281*I	-0.13043830588417138+0.06664087760999246*I	0.005698560011849338+0.02479162652696647*I	0.12396953929180454-0.08739254863514469*I	-0.07199469230478621-0.004434167163344522*I	-0.06114748611298846+0.08779758264826963*I	0.11457686743845631-0.02815154251828593*I	-0.036424650363319516-0.058187752443516115*I	-0.11211627630237088+0.06672922700343756*I	0.1288514768454468-0.004466872172946927*I	0.05628901200399404-0.09579547631671077*I	-0.17004534185299836+0.08873745944344379*I	0.04153855649463309+0.09284008383154586*I	0.12588085411023336-0.16339761791026078*I	-0.14650958756553698-0.03584983573765454*I	0.004241223995512216+0.1793691991683047*I	0.20027104583452252-0.08226415312608981*I	-0.1658948952990211-0.08624125883943225*I	-0.1250257083323224+0.23229297533853296*I	0.23190479652206278-0.13110196654843248*I	-0.16878833244277433-0.25045237188901326*I	0.008289962554418192+0.2778805645522201*I	0.27233881790262693-0.20713562867064267*I	-0.054964764668807405+0.16488021483378423*I	0.2610998847093382-0.01888249339441272*I	-0.5610686464477782+0.5059245825910907*I	0.7819167241248477-0.15786251667352996*I
0.35364422069089424-0.11343248655063279*I	-0.29581890082885703-0.22698221955762463*I	0.11668513340503281+0.47436379753733887*I	0.4458240729095448-0.6694387491626239*I	0.17438764679387475+0.5899992312239419*I	-0.26844189879442065-0.26036988884686635*I	0.25240893530036956-0.17598426376754503*I	-0.05120857590242234+0.12144573644912296*I	-0.17097515504187244-0.01710933632897011*I	0.04989621043824932-0.03083924301933913*I	0.09163709652075419+0.06613874310867558*I	-0.04267257952708002+0.0018602644414357774*I	-0.023787509046253145-0.06909229631260581*I	0.031059887522891058+0.012927340073185491*I	-0.025596419381136347+0.04853471960748854*I	-0.017201800325289788-0.017162658325419935*I	0.05294556563251443-0.021244372690038316*I	0.003493544569854916+0.014493478330329887*I	-0.05849885215075102-0.001800607209643227*I	0.007833029950017176-0.008145937286734382*I	0.046043519936495074+0.014751864192555936*I	-0.015088609513428794+0.0012752784855206202*I	-0.022052503282294925-0.01677804812358236*I	0.017406199194385585+0.0036302481598679236*I	-0.005622990411962601+0.011004212929472939*I	-0.014873568831591218-0.0052416445722913*I	0.029271440689735424-0.0026685107026466043*I	0.008496470241160353+0.003609211993245336*I	-0.042780467451981066-0.0030709860136376743*I	0.059524165908888246+0.0012779338151836783*I	-0.051862828549769716+0.0010331188309047048*I	-0.0401647589573187+0.005872437452185077*I	0.08645394184591622-0.007697767201336635*I	0.0064090248135187915-0.015884739846397416*I	-0.09102288936143313+0.021949649725154143*I	0.032744212733079515+0.021773775121435638*I	0.06101427177564372-0.0397951784659277*I	-0.06595214194919631-0.016589409616943794*I	-0.002195544953878479+0.05142707077850733*I	0.08168642033910098-0.0034787256950477327*I	-0.06918735910711046-0.044103458355772104*I	-0.07047731803753254+0.036442438015687695*I	0.12830437339807393+0.0074114023326708155*I	0.02684507309036628-0.07293232628173425*I	-0.14539891346324824+0.06001359234048904*I	0.04942792215809996+0.0950715253733265*I	0.09060553343065973-0.14208996416368816*I	-0.1529200005048575-0.0761907866745429*I	0.060892551772642266+0.19710986386758625*I	0.27316115104711775-0.06338555115121705*I	-0.32424996545080215-0.07924481732328582*I	-0.08169733085712093+0.41871389089461*I	0.20178165760234407-0.41051783569851313*I	-0.45459953259426206-0.008307578401256824*I	0.3466431216708182-0.16622688591417104*I	-0.33548709781493624+0.1421708621225392*I	0.0701104475361094-0.5341550336882235*I	-0.2664867533183196+0.40730450875106183*I
0.11988907701522092+0.43532366194602734*I	0.1675819558098385-0.20245160783655905*I	-0.3863646319136475-0.11344236368147942*I	0.17438764679387042+0.5899992312239464*I	0.10914727343451593-0.8246738527292744*I	0.20151211289556611+0.5008311416063561*I	-0.429501449824306+0.028332186363878503*I	0.18266906564903015-0.13054182287961025*I	0.1390445812600591+0.17921104510813668*I	-0.0944251683603047-0.022880378177250124*I	0.011089148395007216-0.14282180128947305*I	0.03391500434258104+0.04654313737400895*I	-0.06500935098597371+0.0688148213643645*I	0.0015280467205569534-0.0406333700100996*I	0.06257569336328597-0.0042079158529781885*I	-0.016794304018824254+0.024198068197896272*I	-0.035870330166536-0.034265333151275064*I	0.018051134530817605-0.007571649057923528*I	0.007168269097630464+0.04630245003992046*I	-0.01167857224167661-0.004843741542114148*I	0.011400176392481556-0.03859973313073478*I	0.0032630524845141274+0.011680878178921607*I	-0.016587261755041518+0.020026810521001075*I	0.003179124950351373-0.013332438480126342*I	0.011531119840134685+0.001171448749904845*I	-0.005622990411961663+0.011004212929469648*I	-0.0025894646638231684-0.018667585008720327*I	0.0040398124570875426-0.006114120346102304*I	-0.0038344485549804148+0.02838863237777728*I	0.0020597996085690256-0.03902342168970809*I	0.0005554648351865449+0.033658402128897695*I	0.005698560011852058+0.024791626526964324*I	-0.007024231427555314-0.05441007315405193*I	-0.01589049793932906+0.00046446892632411247*I	0.02075904975784621+0.05250170786108576*I	0.019933571436702217-0.030189409701011482*I	-0.0358691855281316-0.024529350314622413*I	-0.00971462068019613+0.05453529902342163*I	0.03992070954706436-0.02358107053981525*I	-0.017765479909369233-0.061206221790345586*I	-0.018847986210977326+0.0745982896945352*I	0.055773567919483874+0.03785904760357121*I	-0.03395787070970584-0.10053441958973038*I	-0.08422951594094373+0.023119630449102306*I	0.10530941965556462+0.06799054598023002*I	0.06792869848669596-0.11531883239815024*I	-0.14831823114667783+0.04654478329861583*I	0.0428641358895329+0.20342279593866386*I	0.06909544896690623-0.22716951396520713*I	-0.30930686038770977-0.13153726512320307*I	0.28364472406298025+0.25713365108900205*I	0.29872895989468606-0.41529454490033035*I	-0.32916384992571485+0.3748226160426551*I	0.45047360816440907+0.22039013828190024*I	-0.4962144214763848+0.09938586945758143*I	0.27233881790262254-0.20713562867064347*I	0.44953961936199566+0.34337490992843056*I	-0.35816205589784467-0.48972500356532583*I
-0.18606226488105668-0.08901912128592256*I	-0.02466109769742323+0.11058978713562809*I	0.22528446919867348-0.08681617414995633*I	-0.2684418987944125-0.2603698888468658*I	0.20151211289555745+0.5008311416063521*I	0.4192765947045513-0.658582799849128*I	0.13177224324422074+0.5462735824942908*I	-0.24592269039060888-0.2578214625769501*I	0.25921905233058906-0.13631286472790108*I	-0.0673336772244976+0.11245005157707767*I	-0.15214726053848035-0.04247598391192996*I	0.05843688955733552-0.020460329216062396*I	0.05923056010939517+0.07500206367651358*I	-0.04374927853028776-0.006306709011925487*I	0.010330162082861178-0.064970021419699*I	0.02601275297366656+0.017041904600251574*I	-0.05168873512053101+0.03787079183000166*I	-0.008292071372060717-0.01714162215878804*I	0.06487141443989167-0.010614783390391574*I	-0.006547930394341907+0.011654192288789505*I	-0.05445903969365904-0.007914727555744431*I	0.016329500191176637-0.004536725293491307*I	0.028494680717158966+0.015126487822376434*I	-0.019920703380827045-0.0011270800452254253*I	0.00317912495035168-0.013332438480130061*I	0.017406199194383732+0.0036302481598746023*I	-0.030854618644605685+0.007558603286009885*I	-0.010041474964196245-0.0028392860415374834*I	0.046820279909073545-0.0030431343324689424*I	-0.064403074404664+0.007673187602172109*I	0.055581375713102295-0.009150793647544305*I	0.041694875275064144-0.012806055881228365*I	-0.09102288936143679+0.02194964972516003*I	-0.002541637728463601+0.018695091156262368*I	0.091886837908458-0.0383421520197145*I	-0.041713826501849995-0.018390159766933548*I	-0.0540583735036523+0.05246018960941261*I	0.07680751184332767+0.005472395722304753*I	-0.013605983394007523-0.053254252003317015*I	-0.08830660867136401+0.02235844831927693*I	0.0891443125864167+0.02832793322692519*I	0.06446819431922146-0.06010967257765403*I	-0.1399660174007055+0.029369207522111213*I	0.0013050708427299704+0.09256610545278707*I	0.12757004928844895-0.11157942427942773*I	-0.1088567013946183-0.09249216607367962*I	-0.01372770339700837+0.183650790330204*I	0.25080668432495445-0.024437693214992725*I	-0.2329101079105104-0.1023439548748682*I	-0.09891555687700314+0.3620829440120021*I	0.13100299930875786-0.3370451698206264*I	-0.38281714371400405+0.04781608903583132*I	0.34590879756119197-0.2852177125262651*I	-0.4711888722999148+0.1226110223306042*I	0.20178165760234795-0.4105178356985179*I	-0.06510799115147016+0.2877952901627483*I	-0.3235156413411678+0.03974600928881961*I	0.32049119694617506+0.03096922193547676*I
0.17594102223353109-0.29376465287492276*I	-0.1283597514922221+0.026616312400680225*I	0.02815364427034178+0.2514575521329903*I	0.25240893530036024-0.1759842637675506*I	-0.42950144982429134+0.02833218636388506*I	0.13177224324421175+0.546273582494287*I	0.22003821042424446-0.8969203597541259*I	0.20832222992577923+0.5405025406459999*I	-0.5512165057521691+0.03750048790399342*I	0.20149696015241333-0.15590847046258122*I	0.23082074826278567+0.21037383043549543*I	-0.1268317047716664-0.014017057609424972*I	-0.02915973938159727-0.1880740256660325*I	0.06803267547169899+0.050665412266914345*I	-0.07900714807717739+0.10750921689409168*I	-0.024564269018845397-0.05129729778759373*I	0.11805920608736374-0.025944056984915594*I	-0.004868455211456725+0.034827657497533755*I	-0.11031487953539802-0.029431431590641963*I	0.022090946987909792-0.013685769404021879*I	0.07518890524768086+0.0511895958483381*I	-0.029227411461014076-0.004469117912289891*I	-0.028717767936459807-0.04408077562665107*I	0.028494680717159847+0.015126487822372713*I	-0.01658726175504255+0.020026810521006827*I	-0.022052503282292385-0.016778048123589635*I	0.05164906416907487+0.006652491245828947*I	0.011925848807380537+0.010629589299643426*I	-0.07061010081388004-0.023554730817142603*I	0.10034185601360705+0.026829493709694938*I	-0.08893076729838416-0.019114198366873503*I	-0.07199469230479257-0.004434167163338678*I	0.15175282047721286+0.0195192323799835*I	0.01993357143670149-0.030189409701008352*I	-0.1668629562474968+0.008453125166469436*I	0.046389573685262225+0.059433935113086034*I	0.12182724541790059-0.05887694532699369*I	-0.11240877591112353-0.06324408897307052*I	-0.01829252137579246+0.1082566918234288*I	0.15817522354167005+0.025665119623562407*I	-0.12288863800810285-0.11964861795660515*I	-0.1582840078543041+0.057708884975467015*I	0.2565067752975806+0.05385137623131358*I	0.08216370991154809-0.17029986862611857*I	-0.3081569559666276+0.10940798161913198*I	0.10514420751414007+0.26239226212544065*I	0.17016364462695371-0.3385481671533011*I	-0.4416492077355329-0.1645919443952577*I	0.30122138821531774+0.3899196932270393*I	0.46661880411654694-0.44416472430019305*I	-0.4919731974808883+0.2787550686258624*I	0.3099550802194847+0.3393052450477304*I	-0.22085965996783294+0.07863895599435003*I	0.2987289598946878-0.4152945449003313*I	0.1753405341050807+0.553317311137302*I	-0.1687883324427685-0.25045237188901126*I	0.06485422497139008-0.40653871313352*I	-0.15141585032437987+0.4404518915682235*I
0.0577025133888318+0.11563543368661268*I	0.027377002034450666-0.033387669289253304*I	-0.10123528539053722-0.06255177721690337*I	-0.05120857590241381+0.12144573644912704*I	0.18266906564902038-0.13054182287961819*I	-0.245922690390606-0.25782146257694694*I	0.20832222992578586+0.5405025406460028*I	0.4031514933824728-0.667578484721179*I	0.15060013774761039+0.5209069349113333*I	-0.2373820112715131-0.2474425487736682*I	0.22681251591921756-0.12744954416007392*I	-0.06841037622770282+0.10428307812371711*I	-0.11802958940935739-0.03835370901901347*I	0.0533897550081044-0.016345764689007065*I	0.03313824437000261+0.06433813589903392*I	-0.03483954957705355-0.006285672845292648*I	0.022256010890228852-0.05434043212006103*I	0.01597127800947066+0.01420261855871224*I	-0.04764892266343076+0.031756671483907734*I	0.00020439886909094985-0.01353241016555203*I	0.04732257522055981-0.0102401597605669*I	-0.011380024261739008+0.009251833758045216*I	-0.029227411461019037-0.004469117912298747*I	0.016329500191181897-0.00453672529348752*I	0.0032630524845103774+0.011680878178924834*I	-0.01508860951342541+0.0012752784855174788*I	0.020727964169684452-0.013707062109946322*I	0.008909728953227806+0.000021036166629141454*I	-0.03489443110170007+0.01367272363211065*I	0.04657378377083833-0.021757177298574903*I	-0.03916006081166296+0.020916530894246388*I	-0.026779953175811638+0.020495841306251043*I	0.0610142717756498-0.03979517846592165*I	-0.006427976040310386-0.015311475801768889*I	-0.05405837350364709+0.05246018960941342*I	0.04152166138178612+0.0023937117571434514*I	0.017266582738801828-0.05180122555711111*I	-0.06406829322401805+0.020557698169286136*I	0.0372814840366439+0.029361052057835315*I	0.059589285823441966-0.05115855116030707*I	-0.08438464168760168+0.020218413874562836*I	-0.01652421979109193+0.07848211575638846*I	0.08840998847678509-0.09066289338518017*I	-0.07123358016576475-0.07966951236960126*I	-0.008294807334458917+0.1530064055118289*I	0.202683833009575-0.026943113135537575*I	-0.19594559205272186-0.07183341499061151*I	-0.054852257766756+0.3457815646128767*I	0.05638274413910756-0.3505042433580116*I	-0.4051716104361692+0.08676394697205232*I	0.4372486551014886-0.3083168500778413*I	-0.4884070983198014+0.06598007544798891*I	0.1310029993087548-0.33704516982063193*I	0.006674397728789844+0.3439189575998481*I	-0.32424996545079093-0.07924481732328101*I	0.18478942246119584+0.011409382143541756*I	0.13167121006624175+0.12363719798970679*I	-0.11911243477932502-0.15047844052379974*I
-0.26767645497840514+0.10989854306186944*I	0.08482697949051637+0.026467344069029015*I	0.13280420432289106-0.15199010282957456*I	-0.17097515504187707-0.017109336328971568*I	0.13904458126006092+0.17921104510814329*I	0.25921905233059456-0.13631286472790266*I	-0.5512165057521793+0.037500487903988855*I	0.15060013774761613+0.5209069349113364*I	0.31181437742696017-0.8657575744267884*I	0.17591569351441483+0.5493658612138409*I	-0.5914653935287584-0.007751736472570021*I	0.23561463128152668-0.15178619556966275*I	0.21682295117157474+0.24906822596520567*I	-0.15292402051105425-0.024680985386893818*I	0.026323773342463237-0.20981016679799314*I	0.07995852427907688+0.06129500156656714*I	-0.15345169744603918+0.11234311845472356*I	-0.020524456561745445-0.05741141813368738*I	0.18607984223740134-0.02105691117650448*I	-0.0224172944307806+0.035202281127362865*I	-0.15043282386434742-0.034912474086559335*I	0.04732257522055518-0.010240159760575756*I	0.0751889052476887+0.05118959584835255*I	-0.05445903969366809-0.007914727555746851*I	0.011400176392488158-0.03859973313074586*I	0.046043519936487816+0.014751864192568425*I	-0.08460789790508445+0.015139664712568378*I	-0.02609231573939629-0.010663927777479001*I	0.1260936135379468+0.001818589685197196*I	-0.1743963479269705+0.007759760816661635*I	0.151197355642018-0.014139169748896641*I	0.11457686743846388-0.02815154251828259*I	-0.24876949211834296+0.043748999953653826*I	-0.009714620680188767+0.05453529902342486*I	0.2528210161372573-0.0918594208080857*I	-0.11240877591112719-0.06324408897308287*I	-0.1492862920951513+0.14123916730452618*I	0.21427941790712912+0.030563755713228627*I	-0.04098210213726533-0.15494449274379085*I	-0.25292730385605955+0.05567101779274298*I	0.25706224013277784+0.08750977836021971*I	0.1845653655337161-0.18249379660614556*I	-0.39708772326500774+0.09029378325227477*I	0.031089715600780866+0.29698151665180167*I	0.3213610002689684-0.3526873369022061*I	-0.4274141963106788-0.21957298062323755*I	0.14138266339537445+0.4527828915475787*I	0.5288988757411369-0.38519525811343897*I	-0.3909050018208348+0.16737641543778484*I	0.17761273287165938+0.30625056577567356*I	-0.203282995815486+0.21142499813239546*I	0.46661880411654433-0.44416472430020065*I	0.01253118654992985+0.457249763720523*I	-0.3093068603877034-0.13153726512319985*I	0.3402089864799454-0.4272856265967399*I	-0.12502570833231882+0.23229297533853374*I	-0.27419908525691583+0.20994240120887914*I	0.34078957377945407-0.2011792598919035*I
0.027124466101682905-0.08916808961759437*I	-0.02654747820499109+0.010855949313492116*I	0.01508710983918423+0.0719097849569624*I	0.04989621043824371-0.03083924301933927*I	-0.09442516836029376-0.022880378177256713*I	-0.06733367722450509+0.1124500515770799*I	0.2014969601524147-0.1559084704625781*I	-0.2373820112715149-0.24744254877367383*I	0.17591569351441694+0.5493658612138466*I	0.40207479437926863-0.6757454581745421*I	0.18471780887672826+0.5250292098042374*I	-0.24242914582074124-0.243327984246613*I	0.20072020017982573-0.13811347193754087*I	-0.05950064727447456+0.10430411429033032*I	-0.10610374060198269-0.027724119719356833*I	0.043348280043910996-0.019185050730547784*I	0.037178056827091584+0.0582240155529237*I	-0.02634307933589579-0.002676460852051593*I	0.004707171670897351-0.053965808490228154*I	0.011139184142067644+0.011800260027958519*I	-0.02241729443078235+0.03520228112735998*I	0.00020439886909950737-0.013532410165547225*I	0.022090946987897833-0.013685769404026755*I	-0.006547930394330283+0.011654192288789942*I	-0.011678572241683774-0.004843741542109807*I	0.00783302995002529-0.00814593728674094*I	-0.0007767599725849717+0.01779499852503283*I	-0.0050471345492205085+0.004114564527048809*I	0.0088021153622982-0.02433665140958545*I	-0.008950662541974803+0.03457983100265588*I	0.005432896062541808-0.030644384818383198*I	-0.0015490675445422218-0.024262597219112843*I	-0.0021955449538566844+0.05142707077849416*I	0.017283345934428086+0.004194461907129724*I	-0.013605983394009487-0.05325425200331402*I	-0.028782442762467036+0.02363638213446103*I	0.03728148403664764+0.029361052057823942*I	0.024303435361889593-0.05423723512547052*I	-0.05351207555478259+0.021671440320777988*I	0.0077140956562519285+0.07668136560638872*I	0.036547159927005315-0.08962977455427346*I	-0.07611248866153517-0.07071839095223188*I	0.047286568378648974+0.14385561186426463*I	0.18485454237574395-0.04102710283194478*I	-0.2351056528643827-0.05091688409635324*I	-0.017229136537901164+0.3586042183169547*I	0.06181564020165098-0.38114862817640993*I	-0.4532944617515448+0.08425852705152997*I	0.4742131709592821-0.2778063101935848*I	-0.44434379920955525+0.04967869604884865*I	0.056382744139098384-0.35050424335800995*I	-0.015680068993365617+0.38286681553607776*I	-0.2329101079105089-0.10234395487487595*I	0.1675711964413107-0.045221564739066425*I	0.060892551772644306+0.19710986386760418*I	-0.047330045899060064-0.09435477308670688*I	-0.0007343241096318872-0.11899082661211273*I	-0.01658933970564623+0.13091860073187275*I
