-0.6154029945812299-1.0964822647762285*I	0.1625062606522802-0.7236617389047236*I	0.8347140802879184+0.11952266662878612*I	0.26590547083842825+0.2914514381562179*I	-0.4757125495122242+0.27391018433502423*I	-0.19871392210176703-0.06902535275584869*I	0.2074418521395631-0.3670745391632093*I	0.13776514343580964-0.0065462786964944845*I	-0.021459563129089816+0.35822328640859835*I	-0.08464399456868267+0.044651597176116525*I	-0.09280536437891307-0.2979351658213841*I	0.04053598263034174-0.060089140922221604*I	0.1475229320157828+0.21681077197812154*I	-0.006178061361996943+0.06307836830782954*I	-0.15585700701764812-0.13165435695641517*I	-0.018181663475475306-0.0587163237741954*I	0.13130588969337906+0.0523891380275987*I	0.03279564908167973+0.05041550513739208*I	-0.08702672188259804+0.015668514342972367*I	-0.03840452354536033-0.04033605506057031*I	0.03517658149085492-0.07011834822238763*I	0.03619991973811855+0.02980239580313919*I	0.013696290395185924+0.11034796256465208*I	-0.02776479153185013-0.01949127379908498*I	-0.051180708090563645-0.13665840571426344*I	0.014994117998530914+0.009599697215627732*I	0.07142372735830177+0.14961649754356104*I	0.08144287558493114+0.19237543209544375*I	0.03854339222456449+0.11008219149772955*I	-0.056336948229512546-0.17459215305998943*I	-0.06343502345914961-0.20911755871962912*I	0.010065898623488724+0.1386572578291863*I	0.06334156193145614+0.2859558876345159*I	0.049685976985073384-0.08412962850094136*I	-0.031450487455312176-0.3294175064860978*I	-0.1118756332263915+0.011081746958379022*I	-0.03255378734302322+0.32872053810025975*I	0.16265420439365982+0.07901302438509235*I	0.12083897488352378-0.2744583586284235*I	-0.18606040007204808-0.18207984072409297*I	-0.21618171594721275+0.1603235366473206*I	0.16481971803015993+0.28969056249165437*I	0.29119437232839523+0.013931468766488117*I	-0.08120902348977488-0.38676564957632525*I	-0.3080598662256352-0.23812180897079435*I	-0.08205573676275768+0.4454982641282982*I	0.21878873455141495+0.48132938470907455*I	0.3409585716004509-0.41999974060320366*I	0.0340214849955706-0.6812885912173509*I	-0.7093760995597301+0.14740023470686442*I	-0.5159519298655117+0.6064396613465489*I	0.6984642291646435+0.5934824292893384*I	0.6242239071927908+0.07516910514235466*I	0.006590048436582247-0.7565277782437262*I
0.1625062606522894-0.723661738904743*I	-0.3029602855272492-0.8562239523568548*I	0.4284117314906884-0.43221030074845795*I	0.36712504968842696-0.15536852062447315*I	0.06719154873662403+0.2224260854004505*I	0.004616216243524552+0.10878141894053574*I	-0.06094877866597255-0.07557163145235098*I	-0.005796188498878045-0.02775325377154457*I	0.053121148867109835+0.03810531847961576*I	0.006675153914765067+0.016791438702891962*I	-0.04410801193830589-0.015437543746102888*I	-0.007221606310338829-0.009221510015634465*I	0.03435792126834708+0.0029892273856274437*I	0.007405668027662087+0.005445935174856134*I	-0.024359724837485653+0.004362044533625882*I	-0.007218849938331922-0.002918145176432809*I	0.01461398560621998-0.008300818636816273*I	0.00667035506858103+0.0013179988708124952*I	-0.00560887446374865+0.01007945007690635*I	-0.0057877367281410795-0.00033687996609994646*I	-0.0022046038072386477-0.010533659257468488*I	0.004615215443765579-0.00016450054217567904*I	0.008435128206267848+0.01031112200398695*I	-0.003211538059781147+0.0003105364938844223*I	-0.012770673533323501-0.00989157658343688*I	0.0016470119064858387-0.000216084938240805*I	0.014994117998585538+0.009599697215621103*I	0.01859600736132575+0.01317417676752956*I	0.010111809356881487+0.008183581819807514*I	-0.015676872274349562-0.013446802875930218*I	-0.018506258074217824-0.01644362143164898*I	0.00998477680667757+0.013773135240852979*I	0.023551955870488615+0.024725233525132704*I	-0.00180474722132226-0.013718839028926089*I	-0.02378513269593826-0.03271182648199242*I	-0.00845359092149312+0.012626699586557544*I	0.0179829220856299+0.0396792662060306*I	0.020276545356284193-0.009607420252642418*I	-0.005224532202892037-0.0443504925648173*I	-0.033072010415482606+0.0033634060944551635*I	-0.015062620679914623+0.04453235345974741*I	0.04619943091768328+0.0078075960192482575*I	0.0430747119100428-0.0369859461624815*I	-0.059000907475514765-0.028406201943302636*I	-0.07862076568387519+0.014081017375873505*I	0.07083839608655905+0.062398682901246914*I	0.12113769140191012+0.03204480222158568*I	-0.08110843610685449-0.1830437727517988*I	-0.16970360585746685-0.20357415314055255*I	-0.28101043252896774+0.3468555978196715*I	-0.2768173412334824+0.4494312258399108*I	0.5141478523211777+0.4280657257977607*I	0.542548016948963+0.5606163899502914*I	0.5222713712339492-0.12073564579061354*I
0.8347140802879305+0.1195226666287603*I	0.42841173149069767-0.432210300748477*I	-0.2564014638055631-0.7030494138123532*I	0.22969780938888543-0.5012356535042253*I	0.5664433829152076+0.026358311800710358*I	0.20495669217241938+0.21587980670394802*I	-0.28973026050177225+0.2650589315804023*I	-0.14559277323467212-0.030920034276240835*I	0.09317692463153746-0.30678641857600436*I	0.09365713149748726-0.021983822442604405*I	0.03325800450782612+0.2770988925653385*I	-0.050286073300300285+0.04764082456174611*I	-0.10113943938077552-0.21277875079965106*I	0.016176257792858847-0.05572709638857624*I	0.12297181469149582+0.1375455530492939*I	0.008435924244209015+0.05477754967100521*I	-0.11157783920684712-0.06359670458586157*I	-0.02379053793920793-0.04863687369730204*I	0.07945574930154589-0.002060695851702554*I	0.03059104527437324+0.03988184588000821*I	-0.0381538499965536+0.055898128685186184*I	-0.029969395339090297-0.030024933056620715*I	-0.002307836204523954-0.0964287913720904*I	0.023429246204794734+0.019910819219634928*I	0.03393930966292013+0.12330605439397664*I	-0.012770673533268558-0.009891576583443763*I	-0.05118070809049058-0.13665840571427224*I	-0.05633694822946575-0.17459215306001488*I	-0.024891631234593366-0.0990353672219246*I	0.03517182597885377+0.15644053686471107*I	0.03844993069681323+0.1869205204127105*I	0.0034149273790504407-0.12006452373171528*I	-0.03154394898294462-0.2525791775711737*I	-0.052123757617762216+0.06560937628661345*I	-0.000662712866851468+0.28525891924867736*I	0.10046454815233612+0.005965142842565508*I	0.05683470008524444-0.275155327014327*I	-0.13528182890470233-0.09198506938069542*I	-0.12789652840668395+0.21458571611914012*I	0.1414135223517565+0.18662374615264876*I	0.19585163126467448-0.10020335321459382*I	-0.10244970553168527-0.2791549278087609*I	-0.23304720984445446-0.06386680355702898*I	0.001554957777634597+0.34842317704361453*I	0.20192324065414038+0.25713904450479236*I	0.17769381134790255-0.36126712605122346*I	-0.05524964667861453-0.4380810154790742*I	-0.4504732647219808+0.17289875823188616*I	-0.2631417103184633+0.4064804548381906*I	0.33004670120540625+0.3208829233929446*I	0.1422934623228945+0.0003201752714534432*I	-0.0043218219584740016-0.01564511424759381*I	0.10827197732730416+0.6816087664888437*I	0.6984642291646701+0.5934824292892746*I
0.2659054708384078+0.2914514381562601*I	0.36712504968842774-0.1553685206244578*I	0.22969780938890713-0.5012356535042468*I	-0.29834406928372414-0.7474425334162413*I	0.36746295282472435-0.5077819322007504*I	0.36132886118955787-0.18312177439600563*I	0.1203126976037391+0.2605314038800237*I	0.011291370158276021+0.1255728576434113*I	-0.10505679060430315-0.09100917519843438*I	-0.01301779480919514-0.03697476378718999*I	0.08747907013551057+0.04109454586520871*I	0.014080821942454164+0.02223737387770366*I	-0.06846773677581046-0.011075499212502981*I	-0.01444045624869639-0.012139655192067434*I	0.04897190687455021-0.005311591251163363*I	0.014076023096270264+0.006763934045649291*I	-0.029968599301181086+0.014441494610480275*I	-0.013006586666482007-0.0032550251425233928*I	0.012409381798915497-0.01883447789422031*I	0.011285570512324376+0.0011534983286626208*I	0.0028262537425556506+0.02039057208086366*I	-0.008999274787910325-0.000026343472270484393*I	-0.014975277340581617-0.020425235840950056*I	0.0062622273502079325-0.00038058548043068977*I	0.02342924620481451+0.019910819219633565*I	-0.003211538059753875+0.00031053649387087126*I	-0.02776479153183299-0.019491273799101864*I	-0.03427287963560094-0.026620979643505235*I	-0.018506258074192195-0.016443621431666722*I	0.028580784167967516+0.026947312008444666*I	0.03366376522733469+0.03290881534501655*I	-0.01748161949566724-0.02716564190484729*I	-0.042291390770093994-0.04915544791366073*I	0.0015311858852436917+0.026399834827399535*I	0.04153487795610023+0.06440449973119797*I	0.018471798134903832-0.023326259281516475*I	-0.029009664898822594-0.07706231904683823*I	-0.041525601336921084+0.01599010568095269*I	0.0029203014057291015+0.08421161966577795*I	0.06647597627394401-0.001799824233339741*I	0.03785017970712186-0.0813364387272507*I	-0.09207291789102198-0.025042795848837583*I	-0.0936833863637753+0.05861337083561216*I	0.11703782700426725+0.07020627892050457*I	0.164212403311918-0.004941143940840121*I	-0.14010934358240903-0.21144997469504712*I	-0.24832437154133719-0.18949313576468083*I	-0.2101720364423976+0.4092542807208661*I	-0.15567964983156635+0.4814760280614706*I	0.43303941621432385+0.2450219530459516*I	0.37284441109148286+0.35704223680969305*I	0.24126093870497053+0.226119952029027*I	-0.27681734123347695+0.4494312258398699*I	-0.008123518912761701+0.5488013715883249*I
-0.47571254951226355+0.27391018433510844*I	0.06719154873661735+0.22242608540049133*I	0.5664433829152377+0.02635831180068129*I	0.36746295282474634-0.5077819322007718*I	-0.07041917479504976-0.7119006665670056*I	0.282818958256045-0.4631303350246733*I	0.45217845540720775+0.08664643238787043*I	0.16084868023410845+0.2004422629578307*I	-0.2350126928648658+0.18393453773717766*I	-0.11123485196627818-0.027930806890621582*I	0.08484284962970078-0.2216300035543203*I	0.06929740666000171-0.017621777909040234*I	0.008706887183510868+0.19783367363644982*I	-0.035672087694118136+0.03934000592491034*I	-0.056860271569978034-0.14472109842905156*I	0.010567383329159834-0.04564764631168789*I	0.07112167429971311+0.08309571916994005*I	0.006231320436941983+0.04424389041356183*I	-0.06270496732079978-0.023367090243675424*I	-0.015355409732902808-0.03832575169336498*I	0.041971331606211505-0.02837113900139408*I	0.017820371741063927+0.02999026929653467*I	-0.017910830728845563+0.06885622051454193*I	-0.01497527734056173-0.02042523584095134*I	-0.002307836204496928-0.09642879137209193*I	0.008435128206250402+0.010311122003975133*I	0.013696290395135875+0.11034796256463782*I	0.010065898623439323+0.13865725782924615*I	-0.00009346152770986477+0.07683832891498238*I	0.003414927379102932-0.1200645237317275*I	0.006999443241622574-0.14249698607346056*I	-0.027017830262391792+0.08339265532212076*I	-0.02555434410147424+0.1862235520268081*I	0.054193498546324305-0.029969752388212294*I	0.05674123855756203-0.1983169980993554*I	-0.07552995329614241-0.0374574400524262*I	-0.09600545393056033+0.17112409726758487*I	0.07922386611042725+0.11357586461011544*I	0.1318473564663858-0.10090032160048026*I	-0.05167113436435496-0.18906015646528482*I	-0.14476202230393342-0.009604624085166116*I	-0.02185123790078028+0.24535636070461894*I	0.10658049959043964+0.14300422252374195*I	0.15645312930601726-0.25365640428363345*I	0.019763009702554207-0.2638260100652574*I	-0.36686257018162494+0.07582367114726717*I	-0.2800072042157674+0.18229011463390826*I	0.1667819409528161+0.37961553794492753*I	0.05302233064865594+0.24352775100977767*I	0.25458101287923457+0.009853409277467577*I	0.3610821968742882+0.4816495599805214*I	0.3300467012053868+0.32088292339290847*I	-0.48193044486991443-0.07484892987089642*I	-0.7093760995597398+0.1474002347068563*I
-0.19871392210181432-0.06902535275575908*I	0.004616216243510069+0.10878141894059752*I	0.20495669217244786+0.21587980670394133*I	0.3613288611896084-0.18312177439604074*I	0.2828189582560835-0.46313033502471534*I	-0.2916689153689419-0.7306510947134177*I	0.32335494088637406-0.5232194759468618*I	0.3541072548792262-0.19234328441164064*I	0.15467061887213937+0.2635206312656592*I	0.018697038185970127+0.13101879281826692*I	-0.12941651544179789-0.08664713066481744*I	-0.02023664474757825-0.03989290896365421*I	0.10209305574167059+0.032793727228358695*I	0.020751177011048137+0.023555372748489147*I	-0.07407661123948067-0.0009960491355994689*I	-0.0202281929768341-0.012476535158126868*I	0.04676730306723886-0.015845250508574216*I	0.0186912385400241+0.0065994335034443245*I	-0.02153347109485663+0.024752616614369866*I	-0.01621812472622194-0.002944488648707599*I	-0.0003612917344081871-0.028726054477652592*I	0.012932582418766195+0.0009374133904682608*I	0.017820371741081562+0.029990269296542957*I	-0.008999274787896638-0.000026343472265458296*I	-0.029969395339089294-0.030024933056621878*I	0.004615215443716258-0.00016450054219097112*I	0.03619991973805184+0.02980239580311976*I	0.04425765644223452+0.040394114884428754*I	0.023551955870452456+0.024725233525214788*I	-0.03607762685689592-0.04033981867244976*I	-0.04229139077004038-0.049155447913714234*I	0.02012719324651995+0.03957401159495541*I	0.05164668731292046+0.0725880815510367*I	0.002794925860557066-0.03677306215741809*I	-0.047515922972975945-0.09350594047848469*I	-0.031540824530196424+0.02976324092177217*I	0.026472257276159112+0.10893685319096028*I	0.06467122905253195-0.015518663262199198*I	0.014065047011193245-0.11404826520926038*I	-0.10052650881242658-0.012416096262297647*I	-0.07570046427811512+0.09829263704163939*I	0.1373143723605082+0.06059885866787531*I	0.15898787110899748-0.049291636505602296*I	-0.1731813539978853-0.208086568600572*I	-0.2633869922212046-0.14496078230495266*I	-0.16397260552468113+0.4170618767401263*I	-0.11260493792158006+0.44449008189901595*I	0.37403850873872635+0.21661575110270653*I	0.29422364540759616+0.3711232541856256*I	0.3120993347915438+0.2885186349302675*I	-0.15567964983160348+0.48147602806147183*I	-0.08923195501964354+0.36575759883654685*I	-0.16970360585748034-0.20357415314057306*I	-0.2728869136162358-0.20194577376866205*I
0.20744185213953925-0.36707453916317245*I	-0.06094877866598347-0.07557163145230883*I	-0.2897302605017617+0.26505893158042204*I	0.12031269760378631+0.2605314038799982*I	0.452178455407261+0.08664643238781465*I	0.323354940886413-0.5232194759469028*I	-0.01570160715819752-0.7930250604102221*I	0.3171768795244051-0.4601411076390332*I	0.4438443804053804+0.17180284740957494*I	0.1364889553966198+0.20480430749146344*I	-0.25956381018919455+0.10466931880836099*I	-0.09662086636012952-0.03623162552741809*I	0.1291220174404669-0.15357235118373994*I	0.06368853219630784-0.007542327832150921*I	-0.0431432532082342+0.1433838397571167*I	-0.037876691501401064+0.028806346667514127*I	-0.007987399683990854-0.10449148408682252*I	0.019002511535441417-0.03533652430776584*I	0.03363725660440544+0.056785276020184954*I	-0.0065393530963617896+0.034352313830082595*I	-0.042461948053110404-0.010408998414263477*I	-0.0003612917343910237-0.02872605447764456*I	0.04197133160623508-0.028371139001383154*I	0.0028262537425540997+0.020390572080872502*I	-0.0381538499965792+0.05589812868518705*I	-0.002204603807287464-0.01053365925747732*I	0.03517658149081503-0.07011834822240107*I	0.04968597698506606-0.08412962850091295*I	0.031891074476173426-0.04346161885152999*I	-0.052123757617779556+0.06560937628660685*I	-0.06409773632596796+0.07614136052902389*I	0.05419349854635394-0.029969752388256058*I	0.0952846307820724-0.0882348066016411*I	-0.05042402594078782-0.019674161016888677*I	-0.12089708516512762+0.07208873004569902*I	0.032952816504469774+0.0776409693792724*I	0.13175389493869386-0.024061992685516717*I	0.008080741244163922-0.13453252713699024*I	-0.11287094782779605-0.05306624293672202*I	-0.08404089414204723+0.17230847916206504*I	0.042576224792182094+0.142307254137807*I	0.20723170047333322-0.16356163294022372*I	0.10804819724305649-0.20956383059341668*I	-0.39026876586002157-0.027243145191738795*I	-0.375349945279411+0.06815529265279406*I	0.14554125891097985+0.48722625971245515*I	0.12803498702982463+0.4177827564235542*I	0.33819170741957366-0.08722167780714794*I	0.3442167029770168+0.2574592197762763*I	0.16678194095284168+0.3796155379449141*I	-0.5712015765441469+0.1683586458674477*I	-0.45047326472202287+0.17289875823193096*I	0.25281021954700106-0.19995920650829124*I	0.34095857160044446-0.4199997406031877*I
0.13776514343584176-0.006546278696548909*I	-0.005796188498856309-0.027753253771578414*I	-0.14559277323467476-0.030920034276232168*I	0.011291370158269176+0.12557285764343554*I	0.1608486802341026+0.20044226295785422*I	0.35410725487923417-0.19234328441164633*I	0.31717687952442275-0.4601411076390645*I	-0.284263247341281-0.725205159538577*I	0.2989952160488943-0.5188574314132804*I	0.346888404940873-0.19526142958808923*I	0.169284604478326+0.255219812628866*I	0.025367393254562203+0.13233679168909343*I	-0.13502538990549814-0.07656768058791522*I	-0.026024381475698313-0.04022978892972448*I	0.09988845193441263+0.022260067970934928*I	0.02536639245478657+0.023390872206319312*I	-0.06564148303322995+0.009315072868350599*I	-0.023439731036607177-0.012165998664286788*I	0.0339966295339439-0.02573682709203412*I	0.020338250446467126+0.006383348565260122*I	-0.0065393530963565975+0.0343523138300906*I	-0.016218124726236526-0.0029444886487096948*I	-0.015355409732927577-0.0383257516933758*I	0.011285570512315244+0.0011534983286470837*I	0.03059104527438654+0.03988184587999815*I	-0.005787736728133444-0.0003368799660889923*I	-0.03840452354536301-0.04033605506054562*I	-0.046062403663612646-0.054112953913293*I	-0.02378513269590534-0.032711826482033475*I	0.03580406552082736+0.05302081447091202*I	0.041534877956083203+0.06440449973121483*I	-0.01580108150070053-0.04994723892502162*I	-0.047515922972994035-0.09350594047846784*I	-0.012944817168929097+0.042937417689381446*I	0.03658406663306542+0.1171204350107591*I	0.04899435677825498-0.02896546613817273*I	-0.00444121106297863-0.13049188664093597*I	-0.09054173200575331+0.0013570389785441408*I	-0.052148508407659985+0.12301787056682029*I	0.13550962513916567+0.04688001963897371*I	0.13520273841308517-0.0820034629876549*I	-0.18163494491934518-0.19545986901406412*I	-0.24540407013560414-0.10528151609892461*I	-0.14369606016843245+0.40745445648751694*I	-0.11782947012445703+0.40013958933422333*I	0.3409664983232734+0.219979157197133*I	0.27916102472770127+0.41565560764535403*I	0.3582987657092534+0.2963262309495338*I	-0.11260493792153749+0.44449008189900996*I	-0.14823286249516948+0.3373513968932904*I	-0.24832437154135525-0.18949313576467308*I	-0.2020485175296513-0.1395470908674468*I	0.12113769140191308+0.032044802221604426*I	0.1917784775093726+0.018902001016893703*I
-0.021459563129020955+0.3582232864084883*I	0.05312114886715118+0.03810531847952782*I	0.09317692463152323-0.3067864185760123*I	-0.10505679060435794-0.09100917519837547*I	-0.23501269286492646+0.18393453773726579*I	0.1546706188721123+0.2635206312656932*I	0.44384438040540464+0.1718028474095329*I	0.29899521604891033-0.5188574314133116*I	-0.04025272448251657-0.8722902793391084*I	0.33179086513059963-0.468441926275878*I	0.48812354821619797+0.23986049978016016*I	0.13088008093295792+0.21488375756836847*I	-0.3114139505809489+0.05021948492904426*I	-0.09882547016739367-0.046765284784829296*I	0.17799488932648877-0.11334273684154703*I	0.07212366040258485+0.00276879417177161*I	-0.08062767090358186+0.1170733966073985*I	-0.05064736503472777+0.018914770084082582*I	0.012255619583708594-0.09153339225738359*I	0.033996629533948435-0.025736827092025613*I	0.033637256604413+0.056785276020195403*I	-0.021533471094893487+0.024752616614359232*I	-0.06270496732085723-0.023367090243700924*I	0.012409381798903876-0.018834477894249697*I	0.07945574930158848-0.0020606958517163728*I	-0.005608874463688311+0.01007945007692967*I	-0.08702672188256101+0.015668514343017758*I	-0.11187563322633388+0.011081746958332556*I	-0.0640042747982943-0.0006969683859461399*I	0.10046454815234375+0.005965142842573085*I	0.12017626201665428+0.010800560620321016*I	-0.0755299532961927-0.037457440052373524*I	-0.1594404773896625-0.03799346145199461*I	0.03295281650450423+0.07764096937926984*I	0.17029728716326734+0.08602019881216294*I	0.03318666859955953-0.11674924810148309*I	-0.13776257906238087-0.15210161015864157*I	-0.13031194374803248+0.13637358393122398*I	0.04248276326451241+0.2191455830527701*I	0.2669835760818846-0.10903400361196354*I	0.1399392717191821-0.25302544944498223*I	-0.45245842210135234-0.10029102673427162*I	-0.43935422007773156+0.06745832426688156*I	0.19631983007828854+0.577321031055904*I	0.21632017457032804+0.47204493589542107*I	0.3147855117411587-0.19028849414615823*I	0.2488739619133371+0.1433243977951998*I	0.14554125891101416+0.4872262597124473*I	-0.4961889201629018+0.34261365128118*I	-0.3668625701816309+0.0758236711472775*I	0.23594472564974014-0.4241495467126033*I	0.17769381134790566-0.36126712605123207*I	-0.08927113167419627+0.24320757573831733*I	-0.08205573676268926+0.445498264128244*I
-0.08464399456865555+0.04465159717609279*I	0.0066751539147757765+0.016791438702870136*I	0.09365713149747244-0.02198382244260941*I	-0.013017794809224933-0.03697476378717868*I	-0.11123485196630511-0.027930806890600814*I	0.018697038185962685+0.1310187928182693*I	0.13648895539663647+0.20480430749144593*I	0.3468884049408822-0.19526142958810203*I	0.33179086513059625-0.4684419262758776*I	-0.2775928922726662-0.7238871606677973*I	0.29338634158523746-0.5087779813364213*I	0.34110066821275936-0.19559830955419397*I	0.16708000067103201+0.2446861533714383*I	0.029982608698302375+0.13217229114690243*I	-0.1265902616992092-0.06625655858398989*I	-0.029235919535455002-0.039919252435882666*I	0.08711777840110149+0.012368491387501818*I	0.02701340436124226+0.02317478726813541*I	-0.05064736503469685+0.018914770084044907*I	-0.023439731036585882-0.012165998664301805*I	0.019002511535439054-0.03533652430774872*I	0.018691238540008183+0.006599433503452287*I	0.006231320436922574+0.04424389041355531*I	-0.013006586666486346-0.003255025142552001*I	-0.0237905379391935-0.048636873697333875*I	0.006670355068571418+0.0013179988708285724*I	0.032795649081651515+0.05041550513744583*I	0.037608812742172044+0.0667396534998151*I	0.017982922085630557+0.039679266206030045*I	-0.025785858307365565-0.06372037416588353*I	-0.0290096648987969-0.07706231904680821*I	0.002732055105365073+0.056384220565355685*I	0.026472257276173923+0.10893685319097247*I	0.03039834941698977-0.04213964290576467*I	-0.004441211062966854-0.13049188664094805*I	-0.07194572464448885+0.014531215746130413*I	-0.04203669905082151+0.13120145238664366*I	0.11983275286483769+0.0334332167630347*I	0.11669648033892763-0.09844708441933529*I	-0.1716501681126383-0.18168673377323616*I	-0.22185211426515714-0.08055628257373215*I	-0.14550080738983115+0.3937356174586661*I	-0.14161460282040178+0.36742776285223216*I	0.3325129074018434+0.23260585678366422*I	0.2971439468133306+0.45533487385139554*I	0.3785753110654609+0.2867188106969515*I	-0.11782947012448541+0.4001395893342602*I	-0.18130487291063682+0.34071480298774487*I	-0.2633869922212121-0.14496078230495937*I	-0.1558490866119385-0.13173949484820527*I	0.16421240331191464-0.004941143940855752*I	0.13277757003379304-0.009504200926363764*I	-0.0786207656838589+0.014081017375870697*I	-0.12094008142274283+0.04349668188431182*I
