0.6793177779097945-0.40974020463194777*I	-0.2348068140761268+0.46144738141816777*I	-0.2049618687378787-0.5223600251513438*I	0.17567069223403894+0.1905060997179945*I	-0.1498738789649079+0.1375201366517716*I	0.035251438024190396-0.19193918793120207*I	0.0786467802372508+0.2501934978254541*I	-0.19409291475365387-0.3134595423542391*I	0.31338956161089526+0.38301418702158474*I	0.09183685726455071-0.2763426004354747*I	-0.34905376858042203+0.03766854552057623*I	0.4731068606900879+0.4032342658564265*I	-0.4016198978490897-0.3298890480852831*I	-0.13745607132212312+0.36615990016057565*I
-0.23480681407612947+0.4614473814181669*I	0.6405385217290376-0.5512202556467829*I	-0.05913612184209027+0.6519534811361619*I	-0.07515753070491313-0.32203607780687443*I	0.21092213025823492-0.0014330882132052025*I	-0.12186336375949836+0.0957348824162283*I	0.03525143802419439-0.19193918793120035*I	0.05063626503183194+0.2919787520609939*I	-0.13750749551328978-0.39786295485851053*I	-0.22904195196604293+0.22917494136829475*I	0.3892730257205981-0.06361443429704286*I	-0.44586082955498796-0.4436837848292059*I	0.5704576034440842+0.3079467845988326*I	-0.16618261255711264-0.38087997413650687*I
-0.2049618687378718-0.5223600251513423*I	-0.05913612184209471+0.6519534811361607*I	0.32448203020701527-0.7945800931315186*I	-0.02388468381789624+0.460014293204962*I	-0.2761889674655449-0.13464639067412287*I	0.2109221302582367-0.0014330882132032041*I	-0.14987387896491455+0.13752013665176754*I	0.09183685726455781-0.276342600435471*I	-0.03566420696953543+0.4206827325421578*I	0.3708508032009914-0.18656787693328414*I	-0.4372841048186158+0.09079368445687848*I	0.4274876466325068+0.49305156558152463*I	-0.7506736664295035-0.29222050256470333*I	0.4731068606900801+0.4032342658564241*I
0.17567069223402682+0.19050609971799082*I	-0.07515753070490089-0.32203607780687027*I	-0.023884683817908037+0.46001429320495824*I	0.5186751579695384-0.45548537323055616*I	-0.023884683817883+0.46001429320496867*I	-0.07515753070492559-0.3220360778068807*I	0.1756706922340518+0.19050609971800125*I	-0.2796782169978875-0.06280381069270535*I	0.3892730257206116-0.06361443429703728*I	-0.39522456452316856-0.15170503276821812*I	0.43295010793079514-0.08991617025967841*I	-0.39522456452314303-0.15170503276820702*I	0.389273025720585-0.06361443429704883*I	-0.2796782169978619-0.0628038106926938*I
-0.1498738789648908+0.13752013665177754*I	0.21092213025821294-0.001433088213212308*I	-0.27618896746552-0.13464639067411488*I	-0.02388468381789499+0.4600142932049648*I	0.32448203020698796-0.7945800931315323*I	-0.0591361218420674+0.6519534811361732*I	-0.20496186873789757-0.5223600251513538*I	0.47310686069010544+0.4032342658564352*I	-0.7506736664295306-0.2922205025647142*I	0.42748764663253214+0.4930515655815366*I	-0.4372841048186165+0.09079368445687869*I	0.3708508032009652-0.1865678769332939*I	-0.03566420696950834+0.42068273254217003*I	0.09183685726453183-0.27634260043548187*I
0.035251438024176185-0.19193918793120668*I	-0.12186336375948081+0.09573488241623418*I	0.21092213025821516-0.0014330882132100875*I	-0.07515753070491249-0.3220360778068771*I	-0.05913612184207384+0.6519534811361725*I	0.6405385217290194-0.5512202556467927*I	-0.23480681407610993+0.461447381418176*I	-0.16618261255713174-0.380879974136515*I	0.570457603444104+0.3079467845988403*I	-0.4458608295550064-0.44368378482921467*I	0.38927302572059846-0.06361443429704314*I	-0.22904195196602406+0.2291749413683014*I	-0.13750749551330843-0.39786295485851964*I	0.05063626503185081+0.29197875206100166*I
0.07864678023726146+0.2501934978254575*I	0.035251438024179294-0.19193918793120468*I	-0.1498738789648968+0.13752013665177332*I	0.17567069223403822+0.19050609971799726*I	-0.2049618687378869-0.5223600251513512*I	-0.23480681407611614+0.4614473814181742*I	0.6793177779097848-0.40974020463195326*I	-0.13745607132211335+0.3661599001605806*I	-0.40161989784910057-0.3298890480852873*I	0.4731068606900968+0.4032342658564321*I	-0.34905376858042225+0.03766854552057648*I	0.0918368572645396-0.27634260043547826*I	0.31338956161090614+0.3830141870215901*I	-0.1940929147536652-0.31345954235424384*I
-0.19409291475365942-0.3134595423542415*I	0.050636265031841265+0.29197875206099705*I	0.09183685726454494-0.27634260043547565*I	-0.27967821699787554-0.06280381069270083*I	0.4731068606900939+0.4032342658564312*I	-0.1661826125571242-0.38087997413651203*I	-0.13745607132211646+0.3661599001605791*I	0.4438804926178168-0.3587492785807256*I	0.24078160130626935+0.3584692545232249*I	-0.5097747056124047-0.3708967428868472*I	0.3158193536664069-0.01244112227766328*I	0.04350386603160894+0.32902792782563833*I	-0.49550111752201875-0.37585704188125396*I	0.34140007681631523+0.3412289327860465*I
0.31338956161089815+0.38301418702158596*I	-0.13750749551329733-0.39786295485851264*I	-0.03566420696952344+0.4206827325421611*I	0.3892730257205982-0.06361443429704147*I	-0.7506736664295146-0.29222050256470933*I	0.5704576034440922+0.30794678459883634*I	-0.4016198978490926-0.3298890480852845*I	0.24078160130626625+0.3584692545232235*I	-0.08472308986411203-0.3942429242117577*I	0.5566009549726725+0.34602813224556106*I	-0.2889025699379475-0.012569060455063726*I	-0.17968176385560852-0.38829816415891444*I	0.6874851100793848+0.3762665876902958*I	-0.49550111752201564-0.37585704188125224*I
0.09183685726454094-0.2763426004354782*I	-0.22904195196602917+0.2291749413682993*I	0.3708508032009743-0.18656787693328963*I	-0.3952245645231556-0.15170503276821407*I	0.42748764663252303+0.4930515655815343*I	-0.44586082955500195-0.4436837848292132*I	0.4731068606900968+0.4032342658564321*I	-0.5097747056124087-0.3708967428868487*I	0.5566009549726796+0.3460281322455637*I	-0.0223903469629827-0.4006180936419356*I	0.06109983745065764-0.029828909635691698*I	-0.12487076276447717+0.29936011772483984*I	-0.17968176385561563-0.388298164158919*I	0.04350386603161316+0.32902792782564066*I
