0.6851408192808892-0.19899731950409563*I	-0.33684525299023726+0.23499710298964727*I	0.11994283507607714-0.3626120721158622*I	0.01033923782737233+0.21194011644681301*I	-0.14463241947185249-0.14392584011580362*I	0.09730848883733187+0.01346747280927512*I	-0.08793352210208998+0.11172884925275232*I	0.024073216415939028-0.08476532516927479*I	0.0303900583354794+0.09085787058017264*I	-0.02969561768786715-0.008840625741078682*I	0.040581583875948575-0.06972580549722569*I	-0.020700037442583807+0.05786688042429371*I	0.008897292299868196-0.06857396871309222*I	-0.0005713485509730187+0.10602401507076678*I	-0.007521166861535845-0.18482337017118528*I	-0.04660130291361702+0.11761436229676672*I	0.07832845838536151-0.026544490090570142*I	-0.06700075236280938-0.12354739878209288*I	0.05140092668639501+0.2309716026748357*I	0.08879058545564955-0.19572530400186824*I	-0.17569647635370772+0.12507414557833132*I	0.2380093632890112+0.11858963186262982*I	-0.24850162347199103-0.26460132655054164*I	0.039806378123829506+0.4196936386369426*I	0.03346351404382496-0.37585837831370134*I	-0.3006612048230379+0.2405379765432131*I
-0.336845252990238+0.2349971029896476*I	0.6959509340687603-0.2853572876650694*I	-0.32650601516286704+0.44693721943646153*I	0.09156073495109249-0.2813196505297263*I	0.10764772666470307+0.22540758925608945*I	-0.09583091197621492-0.06447705180121058*I	0.12138170525327019-0.07129785235999865*I	-0.04843196821672607+0.06899943366827338*I	-0.0056224012719282195-0.0936059509103532*I	0.023439297725340532+0.018651611839901893*I	-0.05039565513045066+0.049026254683215066*I	0.029745280306470303-0.044726405705246663*I	-0.020700037442583665+0.05786688042429388*I	0.019733595869346948-0.09357336850507139*I	-0.026472614022006555+0.16577149694323956*I	0.06726594035543496-0.09109291526202609*I	-0.08390643758855879+0.0029075892557523845*I	0.03842084893620354+0.136067739407696*I	-0.0022833833230981996-0.2345073776146862*I	-0.145846525147611+0.16586734710280865*I	0.22949145990732847-0.09060314494851283*I	-0.25298534894459224-0.1929382007637835*I	0.26747650358546715+0.3263431540527602*I	-0.00711759905865924-0.5014703656568305*I	0.07599042629102823+0.4252345121905088*I	0.1091327202882066-0.2762521039548892*I
0.11994283507607795-0.36261207211586327*I	-0.32650601516286565+0.4469372194364618*I	0.6604512348851167-0.7055352317357643*I	-0.22919752632553486+0.46040469224573766*I	-0.1126231064978635-0.39480906297891566*I	0.13172094308064206+0.14064226408681493*I	-0.2021758832384622+0.058660879717120154*I	0.09168608756540304-0.08013847810107744*I	-0.01696187989066169+0.13286091433569816*I	-0.02632243871451246-0.0357390704860586*I	0.07986893451129658-0.04744190363014665*I	-0.05039565513045088+0.049026254683215975*I	0.04058158387594875-0.06972580549722654*I	-0.04660130291361696+0.11761436229676782*I	0.07080729152382514-0.21136786026175716*I	-0.1141734038273993+0.10009097858544222*I	0.12220821821022018+0.01960374241308001*I	-0.024811469820776595-0.2016583404871938*I	-0.0459670912819512+0.3295012581625971*I	0.2597991963818507-0.20068307092133097*I	-0.37279717313930266+0.09144442170262532*I	0.36660632686848793+0.3425579664977063*I	-0.3907345857818717-0.5153855592859141*I	-0.022845463410198677+0.7788212470427882*I	-0.21503810942816376-0.6404597048642443*I	0.03980637812382845+0.41969363863694353*I
0.010339237827371008+0.21194011644681496*I	0.09156073495109314-0.281319650529728*I	-0.2291975263255363+0.4604046922457397*I	0.6001200220925476-0.3498343394662819*I	-0.20512430990959718+0.37563936707646456*I	0.04312876673436646-0.21232021686145416*I	0.10202532539277491+0.13180163834573733*I	-0.07239161425087426-0.045825439961309805*I	0.07098605012281874-0.022271597676781864*I	-0.018686687910254792+0.024273027963024937*I	-0.026322438714513428-0.035739070486056776*I	0.023439297725341257+0.018651611839900224*I	-0.029695617687867815-0.00884062574107735*I	0.047532344486088715+0.0024804532430433932*I	-0.08390643758856041+0.0029075892557551405*I	0.058154444805551694+0.042494370902621835*I	-0.0287559973451049-0.06873588067144508*I	-0.07858058479217586+0.07477443184078124*I	0.14558502231876966-0.08769555569276101*I	-0.21456450000838911-0.056870461356087504*I	0.26519312026236924+0.0918357764380737*I	-0.15296412420626906-0.33560301855402336*I	0.30548188619835576+0.334631367241998*I	-0.14385262865638368-0.46919030471867545*I	0.26747650358546576+0.326343154052762*I	-0.1162503193468644-0.2252182617019423*I
-0.1446324194718489-0.14392584011580745*I	0.10764772666469986+0.22540758925609333*I	-0.11262310649785806-0.39480906297892193*I	-0.2051243099095995+0.3756393670764676*I	0.6029077711185075-0.5029485119028442*I	-0.2348199275974645+0.3667987413353874*I	-0.041651464286434556-0.37367699789597175*I	0.0813252879501904+0.1896685187700328*I	-0.15269700706264328-0.07963889449320179*I	0.07098605012281772-0.02227159767678014*I	-0.016961879890658903+0.13286091433569375*I	-0.005622401271929476-0.09360595091034996*I	0.030390058335480363+0.09085787058016995*I	-0.06700075236281046-0.12354739878208994*I	0.12972938507175794+0.20442711258426086*I	-0.024811469820779627-0.2016583404871886*I	-0.053488258143485116+0.1446778879914085*I	0.2126265449172601+0.022955306446205578*I	-0.30198988161547835-0.11992343855912972*I	0.25300427159206296+0.336624930012381*I	-0.261005200710116-0.31095844670164796*I	-0.0010556303173609957+0.4595485442588308*I	-0.33933365909547375-0.28441395661108165*I	0.36660632686848305+0.3425579664977124*I	-0.42419809982569207-0.13952718097221567*I	0.23800936328900746+0.11858963186263356*I
0.09730848883732865+0.01346747280927948*I	-0.09583091197621149-0.06447705180121531*I	0.13172094308063628+0.1406422640868227*I	0.043128766734370355-0.2123202168614588*I	-0.23481992759746723+0.3667987413353902*I	0.6235593198178887-0.33118272762638234*I	-0.255519965040049+0.42466562175968164*I	0.0728740470408384-0.2570466225667031*I	0.08132528795018906+0.18966851877003466*I	-0.07239161425087294-0.045825439961312844*I	0.09168608756540009-0.0801384781010716*I	-0.04843196821672397+0.06899943366826981*I	0.024073216415937206-0.08476532516927146*I	-0.00911149554988289+0.13358728616464763*I	-0.002283383323101028-0.2345073776146812*I	-0.09831418066151924+0.16834780034584776*I	0.14558502231876722-0.08769555569275676*I	-0.1948309041390397-0.1504438298611619*I	0.2387205062403635+0.25760727338131273*I	-0.08569818385083412-0.4266959338160496*I	0.22157544860979758+0.337538956497749*I	-0.10543177972017842-0.33312256531098167*I	0.2651931202623652+0.09183577643807919*I	-0.26209684449447096-0.05935091459914056*I	0.22949145990732378-0.09060314494850691*I	-0.1367350295977232+0.032280060938153714*I
-0.08793352210208552+0.11172884925274573*I	0.12138170525326496-0.07129785235999095*I	-0.20217588323845379+0.058660879717106935*I	0.1020253253927688+0.1318016383457459*I	-0.04165146428642905-0.3736769978959795*I	-0.2555199650400509+0.42466562175968503*I	0.6523866472943265-0.6412482861131636*I	-0.2555199650400506+0.42466562175968353*I	-0.04165146428642997-0.37367699789597614*I	0.1020253253927699+0.1318016383457429*I	-0.20217588323845567+0.05866087971711113*I	0.12138170525326593-0.07129785235999307*I	-0.08793352210208642+0.11172884925274747*I	0.08879058545564572-0.19572530400186336*I	-0.12429554966730699+0.35604574825315966*I	0.25979919638184396-0.20068307092132162*I	-0.2944687147539367+0.06489993161204881*I	0.25300427159205846+0.3366249300123849*I	-0.26852636757165177-0.4957818168728319*I	-0.04822828178195014+0.683186921626363*I	-0.2685263675716513-0.49578181687283335*I	0.25300427159205763+0.3366249300123884*I	-0.2944687147539361+0.06489993161204609*I	0.25979919638184223-0.2006830709213173*I	-0.12429554966730547+0.35604574825315705*I	0.08879058545564465-0.1957253040018611*I
0.024073216415936304-0.08476532516926855*I	-0.048431968216722625+0.06899943366826587*I	0.0916860875653977-0.08013847810106546*I	-0.07239161425087061-0.04582543996131742*I	0.08132528795018656+0.18966851877003893*I	0.0728740470408404-0.25704662256670546*I	-0.25551996504005137+0.42466562175968264*I	0.6235593198178908-0.3311827276263827*I	-0.23481992759747006+0.3667987413353899*I	0.04312876673437238-0.21232021686145883*I	0.13172094308063392+0.1406422640868232*I	-0.09583091197621002-0.06447705180121589*I	0.0973084888373279+0.01346747280927982*I	-0.13673502959772252+0.03228006093815311*I	0.22949145990732284-0.09060314494850617*I	-0.26209684449446863-0.059350914599141054*I	0.26519312026236325+0.09183577643807919*I	-0.10543177972017612-0.3331225653109808*I	0.2215754486097969+0.33753895649774707*I	-0.08569818385083268-0.42669593381604937*I	0.2387205062403627+0.2576072733813131*I	-0.19483090413903797-0.1504438298611654*I	0.14558502231876655-0.08769555569275272*I	-0.09831418066151745+0.1683478003458411*I	-0.002283383323102361-0.23450737761467627*I	-0.009111495549881703+0.1335872861646442*I
0.03039005833548092+0.09085787058016485*I	-0.005622401271930466-0.09360595091034338*I	-0.01696187989065832+0.13286091433568292*I	0.07098605012281678-0.0222715976767719*I	-0.15269700706264142-0.07963889449321016*I	0.08132528795018704+0.18966851877003787*I	-0.04165146428642867-0.3736769978959754*I	-0.23481992759747064+0.3667987413353901*I	0.6029077711185166-0.502948511902847*I	-0.2051243099096053+0.3756393670764704*I	-0.11262310649785096-0.3948090629789262*I	0.10764772666469588+0.2254075892560962*I	-0.14463241947184619-0.1439258401158097*I	0.23800936328900513+0.11858963186263628*I	-0.4241980998256892-0.13952718097221994*I	0.3666063268684761+0.34255796649771675*I	-0.3393336590954676-0.2844139566110837*I	-0.001055630317368053+0.459548544258832*I	-0.26100520071011285-0.31095844670164585*I	0.2530042715920587+0.3366249300123819*I	-0.30198988161547735-0.11992343855913042*I	0.21262654491725955+0.022955306446212374*I	-0.05348825814348614+0.14467788799140122*I	-0.02481146982078007-0.20165834048717768*I	0.12972938507175882+0.20442711258425245*I	-0.06700075236281057-0.12354739878208418*I
-0.02969561768786775-0.008840625741072824*I	0.02343929772534105+0.018651611839894517*I	-0.026322438714512862-0.03573907048604748*I	-0.01868668791025464+0.024273027963018275*I	0.07098605012281793-0.02227159767677516*I	-0.0723916142508718-0.04582543996131384*I	0.1020253253927694+0.13180163834574024*I	0.043128766734372694-0.21232021686145683*I	-0.20512430990960606+0.3756393670764681*I	0.6001200220925541-0.34983433946628567*I	-0.22919752632554585+0.4604046922457451*I	0.09156073495109844-0.28131965052973157*I	0.010339237827367214+0.21194011644681793*I	-0.11625031934686104-0.22521826170194592*I	0.26747650358546043+0.3263431540527675*I	-0.14385262865637477-0.4691903047186812*I	0.305481886198349+0.33463136724200077*I	-0.1529641242062612-0.3356030185540252*I	0.26519312026236574+0.09183577643807177*I	-0.2145645000083853-0.05687046135608779*I	0.14558502231877005-0.08769555569276137*I	-0.07858058479217575+0.07477443184077576*I	-0.028755997345104253-0.06873588067143858*I	0.05815444480555185+0.04249437090261216*I	-0.0839064375885602+0.0029075892557624892*I	0.047532344486088424+0.002480453243038372*I
