 -0.89696970e+00  0.96502470e+01     0.96502470e+01     0.79759395-126     0.82650107-127       11   
 -0.89494949e+00  0.96206040e+01     0.96206040e+01     0.23024951-125     0.23932958-126       11   
 -0.89292929e+00  0.95636978e+01     0.95636978e+01     0.66278881-125     0.69302567-126       11   
 -0.89090909e+00  0.93843129e+01     0.93843129e+01     0.18832360-124     0.20067916-125       11   
 -0.88888889e+00  0.64867285e+01     0.64867285e+01     0.37694756-124     0.58110581-125        8   
 -0.88686869e+00  0.53643839e+01     0.53643839e+01     0.90266795-124     0.16827057-124        6   
 -0.88484848e+00  0.71384867e+01     0.71384867e+01     0.34783019-123     0.48726040-124        8   
 -0.88282828e+00  0.71703968e+01     0.71703968e+01     0.10117128-122     0.14109579-123        8   
 -0.88080808e+00  0.71536526e+01     0.71536526e+01     0.29227715-122     0.40857051-123        8   
 -0.87878788e+00  0.80043167e+01     0.80043167e+01     0.94698747-122     0.11830960-122        9   
 -0.87676768e+00  0.80191879e+01     0.80191879e+01     0.27472824-121     0.34258861-122        9   
 -0.87474747e+00  0.77790119e+01     0.77790119e+01     0.77170320-121     0.99203243-122        9   
 -0.87272727e+00  0.73551798e+01     0.73551798e+01     0.21128668-120     0.28726242-121       10   
 -0.87070707e+00  0.69615688e+01     0.69615688e+01     0.57908043-120     0.83182462-121        8   
 -0.86868687e+00  0.70002122e+01     0.70002122e+01     0.16861489-119     0.24087111-120        9   
 -0.86666667e+00  0.69939302e+01     0.69939302e+01     0.48781928-119     0.69748949-120        9   
 -0.86464646e+00  0.67555270e+01     0.67555270e+01     0.13644256-118     0.20197175-119        9   
 -0.86262626e+00  0.82063730e+01     0.82063730e+01     0.47994870-118     0.58484875-119       11   
 -0.86060606e+00  0.90606593e+01     0.90606593e+01     0.15344626-117     0.16935441-118       12   
 -0.85858586e+00  0.11304142e+02     0.11304142e+02     0.55435387-117     0.49039888-118       14   
 -0.85656566e+00  0.11665833e+02     0.11665833e+02     0.16566019-116     0.14200460-117       14   
 -0.85454545e+00  0.11813657e+02     0.11813657e+02     0.48578011-116     0.41120214-117       14   
 -0.85252525e+00  0.11618780e+02     0.11618780e+02     0.13834671-115     0.11907164-116       14   
 -0.85050505e+00  0.83141017e+01     0.83141017e+01     0.28666627-115     0.34479524-116       10   
 -0.84848485e+00  0.84728963e+01     0.84728963e+01     0.84595275-115     0.99842217-116       11   
 -0.84646465e+00  0.88379820e+01     0.88379820e+01     0.25551728-114     0.28911270-115       11   
 -0.84444444e+00  0.11537974e+02     0.11537974e+02     0.96593890-114     0.83718245-115       15   
 -0.84242424e+00  0.12454406e+02     0.12454406e+02     0.30192293-113     0.24242258-114       15   
 -0.84040404e+00  0.10520266e+02     0.10520266e+02     0.73850383-113     0.70198206-114       13   
 -0.83838384e+00  0.92387826e+01     0.92387826e+01     0.18779919-112     0.20327266-113       11   
 -0.83636364e+00  0.99045871e+01     0.99045871e+01     0.58299965-112     0.58861580-113       12   
 -0.83434343e+00  0.11315673e+02     0.11315673e+02     0.19287026-111     0.17044524-112       14   
 -0.83232323e+00  0.86388084e+01     0.86388084e+01     0.42637493-111     0.49355757-112       10   
 -0.83030303e+00  0.86194273e+01     0.86194273e+01     0.12318822-110     0.14291926-111       10   
 -0.82828283e+00  0.10455259e+02     0.10455259e+02     0.43269164-110     0.41385072-111       12   
 -0.82626263e+00  0.10350678e+02     0.10350678e+02     0.12404106-109     0.11983858-110       12   
 -0.82424242e+00  0.88106677e+01     0.88106677e+01     0.30574435-109     0.34701609-110       10   
 -0.82222222e+00  0.87714947e+01     0.87714947e+01     0.88140633-109     0.10048531-109       10   
 -0.82020202e+00  0.10402800e+02     0.10402800e+02     0.30269537-108     0.29097489-109       14   
 -0.81818182e+00  0.12023397e+02     0.12023397e+02     0.10130611-107     0.84257480-109       16   
 -0.81616162e+00  0.11253228e+02     0.11253228e+02     0.27456081-107     0.24398404-108       13   
 -0.81414141e+00  0.11237524e+02     0.11237524e+02     0.79393509-107     0.70650357-108       13   
 -0.81212121e+00  0.11070476e+02     0.11070476e+02     0.22648196-106     0.20458195-107       14   
 -0.81010101e+00  0.11613084e+02     0.11613084e+02     0.68796734-106     0.59240711-107       13   
 -0.80808081e+00  0.99954458e+01     0.99954458e+01     0.17146496-105     0.17154308-106       12   
 -0.80606061e+00  0.10390626e+02     0.10390626e+02     0.51614040-105     0.49673660-106       12   
 -0.80404040e+00  0.96993682e+01     0.96993682e+01     0.13951553-104     0.14383981-105       12   
 -0.80202020e+00  0.10645399e+02     0.10645399e+02     0.44339827-104     0.41651636-105       13   
 -0.80000000e+00  0.11785810e+02     0.11785810e+02     0.14214920-103     0.12061047-104       14   
 -0.79797980e+00  0.13297692e+02     0.13297692e+02     0.46442356-103     0.34925124-104       17   
 -0.79595960e+00  0.13385056e+02     0.13385056e+02     0.13536647-102     0.10113254-103       16   
 -0.79393939e+00  0.12475868e+02     0.12475868e+02     0.36535465-102     0.29284908-103       15   
 -0.79191919e+00  0.93904145e+01     0.93904145e+01     0.79630891-102     0.84800187-103       11   
 -0.78989899e+00  0.92741439e+01     0.92741439e+01     0.22773175-101     0.24555555-102       11   
 -0.78787879e+00  0.94001498e+01     0.94001498e+01     0.66840160-101     0.71105421-102       11   
 -0.78585859e+00  0.10869750e+02     0.10869750e+02     0.22380780-100     0.20589967-101       13   
 -0.78383838e+00  0.94270630e+01     0.94270630e+01     0.56206303-100     0.59622284-101       11   
 -0.78181818e+00  0.79483025e+01     0.79483025e+01     0.13722585e-99     0.17264800-100        9   
 -0.77979798e+00  0.63054751e+01     0.63054751e+01     0.31523347e-99     0.49993611-100        8   
 -0.77777778e+00  0.70894147e+01     0.70894147e+01     0.10263083e-98     0.14476629e-99        9   
 -0.77575758e+00  0.72980892e+01     0.72980892e+01     0.30593529e-98     0.41919916e-99        9   
 -0.77373737e+00  0.75469851e+01     0.75469851e+01     0.91610837e-98     0.12138733e-98        9   
 -0.77171717e+00  0.94902478e+01     0.94902478e+01     0.33358296e-97     0.35150079e-98       11   
 -0.76969697e+00  0.96873506e+01     0.96873506e+01     0.98601671e-97     0.10178394e-97       11   
 -0.76767677e+00  0.11151837e+02     0.11151837e+02     0.32868404e-96     0.29473534e-97       13   
 -0.76565657e+00  0.97540153e+01     0.97540153e+01     0.83246999e-96     0.85346390e-97       11   
 -0.76363636e+00  0.88371653e+01     0.88371653e+01     0.21839922e-95     0.24713719e-96       11   
 -0.76161616e+00  0.11183217e+02     0.11183217e+02     0.80030918e-95     0.71563415e-96       12   
 -0.75959596e+00  0.81809765e+01     0.81809765e+01     0.16953101e-94     0.20722589e-95       11   
 -0.75757576e+00  0.10365387e+02     0.10365387e+02     0.62198867e-94     0.60006315e-95       13   
 -0.75555556e+00  0.93634083e+01     0.93634083e+01     0.16269862e-93     0.17376004e-94       11   
 -0.75353535e+00  0.93547762e+01     0.93547762e+01     0.47069139e-93     0.50315623e-94       11   
 -0.75151515e+00  0.93004788e+01     0.93004788e+01     0.13550681e-92     0.14569874e-93       11   
 -0.74949495e+00  0.92526552e+01     0.92526552e+01     0.39036883e-92     0.42189925e-93       11   
 -0.74747475e+00  0.92463331e+01     0.92463331e+01     0.11296171e-91     0.12216919e-92        9   
 -0.74545455e+00  0.83384877e+01     0.83384877e+01     0.29498637e-91     0.35376483e-92        9   
 -0.74343434e+00  0.95565374e+01     0.95565374e+01     0.97896726e-91     0.10243954e-91       11   
 -0.74141414e+00  0.95438143e+01     0.95438143e+01     0.28310174e-90     0.29663375e-91       11   
 -0.73939394e+00  0.82662584e+01     0.82662584e+01     0.71003946e-90     0.85896112e-91       19   
 -0.73737374e+00  0.11871529e+02     0.11871529e+02     0.29527938e-89     0.24872902e-90       14   
 -0.73535354e+00  0.12079309e+02     0.12079309e+02     0.87000451e-89     0.72024359e-90       14   
 -0.73333333e+00  0.12378551e+02     0.12378551e+02     0.25816786e-88     0.20856064e-89       14   
 -0.73131313e+00  0.12721557e+02     0.12721557e+02     0.76829069e-88     0.60392819e-89       15   
 -0.72929293e+00  0.12446816e+02     0.12446816e+02     0.21766897e-87     0.17487924e-88       15   
 -0.72727273e+00  0.11029065e+02     0.11029065e+02     0.55850863e-87     0.50639709e-88       14   
 -0.72525253e+00  0.96148275e+01     0.96148275e+01     0.14098914e-86     0.14663720e-87       11   
 -0.72323232e+00  0.10775963e+02     0.10775963e+02     0.45756540e-86     0.42461673e-87       12   
 -0.72121212e+00  0.10842519e+02     0.10842519e+02     0.13331538e-85     0.12295609e-86       12   
 -0.71919192e+00  0.11201360e+02     0.11201360e+02     0.39881709e-85     0.35604345e-86       12   
 -0.71717172e+00  0.11224096e+02     0.11224096e+02     0.11571970e-84     0.10309936e-85       12   
 -0.71515152e+00  0.11127466e+02     0.11127466e+02     0.33220425e-84     0.29854438e-85       12   
 -0.71313131e+00  0.11050187e+02     0.11050187e+02     0.95528174e-84     0.86449374e-85       12   
 -0.71111111e+00  0.10975555e+02     0.10975555e+02     0.27475226e-83     0.25033110e-84       12   
 -0.70909091e+00  0.10888359e+02     0.10888359e+02     0.78927837e-83     0.72488273e-84       12   
 -0.70707071e+00  0.98362286e+01     0.98362286e+01     0.20646637e-82     0.20990399e-83       12   
 -0.70505051e+00  0.10836334e+02     0.10836334e+02     0.65865204e-82     0.60781813e-83       12   
 -0.70303030e+00  0.10475442e+02     0.10475442e+02     0.18437370e-81     0.17600565e-82       12   
 -0.70101010e+00  0.98816965e+01     0.98816965e+01     0.50362938e-81     0.50965883e-82       12   
 -0.69898990e+00  0.96394410e+01     0.96394410e+01     0.14226051e-80     0.14758170e-81       11   
 -0.69696970e+00  0.96447514e+01     0.96447514e+01     0.41217010e-80     0.42735171e-81       12   
 -0.69494949e+00  0.10541994e+02     0.10541994e+02     0.13045512e-79     0.12374806e-80       13   
 -0.69292929e+00  0.89450728e+01     0.89450728e+01     0.32053483e-79     0.35833675e-80       11   
 -0.69090909e+00  0.87738715e+01     0.87738715e+01     0.91040696e-79     0.10376343e-79       11   
 -0.68888889e+00  0.10014560e+02     0.10014560e+02     0.30090479e-78     0.30046732e-79       11   
 -0.68686869e+00  0.98020841e+01     0.98020841e+01     0.85284209e-78     0.87006200e-79       11   
 -0.68484848e+00  0.96211194e+01     0.96211194e+01     0.24239785e-77     0.25194349e-78       11   
 -0.68282828e+00  0.96424918e+01     0.96424918e+01     0.70346967e-77     0.72955174e-78       11   
 -0.68080808e+00  0.98957111e+01     0.98957111e+01     0.20905283e-76     0.21125600e-77       11   
 -0.67878788e+00  0.10010722e+02     0.10010722e+02     0.61238903e-76     0.61173313e-77       11   
 -0.67676768e+00  0.10144624e+02     0.10144624e+02     0.17970116e-75     0.17713931e-76       11   
 -0.67474747e+00  0.10379958e+02     0.10379958e+02     0.53243121e-75     0.51294157e-76       11   
 -0.67272727e+00  0.10618707e+02     0.10618707e+02     0.15772207e-74     0.14853228e-75       11   
 -0.67070707e+00  0.75235878e+01     0.75235878e+01     0.32359276e-74     0.43010431e-75       10   
 -0.66868687e+00  0.12807183e+02     0.12807183e+02     0.15950722e-73     0.12454513e-74       12   
 -0.66666667e+00  0.10368162e+02     0.10368162e+02     0.37392241e-73     0.36064482e-74       12   
 -0.66464646e+00  0.10298828e+02     0.10298828e+02     0.10755248e-72     0.10443177e-73       12   
 -0.66262626e+00  0.97772533e+01     0.97772533e+01     0.29566673e-72     0.30240265e-73       11   
 -0.66060606e+00  0.97880542e+01     0.97880542e+01     0.85710675e-72     0.87566612e-73       11   
 -0.65858586e+00  0.97309567e+01     0.97309567e+01     0.24674425e-71     0.25356628e-72       11   
 -0.65656566e+00  0.10556663e+02     0.10556663e+02     0.77512387e-71     0.73425083e-72       12   
 -0.65454545e+00  0.87246546e+01     0.87246546e+01     0.18550074e-70     0.21261671e-71       10   
 -0.65252525e+00  0.84305123e+01     0.84305123e+01     0.51904416e-70     0.61567334e-71        9   
 -0.65050505e+00  0.80288301e+01     0.80288301e+01     0.14313820e-69     0.17828027e-70        9   
 -0.64848485e+00  0.10458927e+02     0.10458927e+02     0.53993734e-69     0.51624546e-70       11   
 -0.64646465e+00  0.95882195e+01     0.95882195e+01     0.14333332e-68     0.14948899e-69       11   
 -0.64444444e+00  0.93405279e+01     0.93405279e+01     0.40432776e-68     0.43287464e-69       11   
 -0.64242424e+00  0.89899876e+01     0.89899876e+01     0.11268710e-67     0.12534733e-68       11   
 -0.64040404e+00  0.88096557e+01     0.88096557e+01     0.31976210e-67     0.36296775e-68       12   
 -0.63838384e+00  0.92549022e+01     0.92549022e+01     0.97273116e-67     0.10510442e-67       10   
 -0.63636364e+00  0.91828388e+01     0.91828388e+01     0.27948011e-66     0.30435045e-67       10   
 -0.63434343e+00  0.90832664e+01     0.90832664e+01     0.80051402e-66     0.88130634e-67       10   
 -0.63232323e+00  0.90078495e+01     0.90078495e+01     0.22987988e-65     0.25519951e-66       10   
 -0.63030303e+00  0.88753010e+01     0.88753010e+01     0.65586715e-65     0.73898018e-66       10   
 -0.62828283e+00  0.72379478e+01     0.72379478e+01     0.15488209e-64     0.21398619e-65        8   
 -0.62626263e+00  0.68995545e+01     0.68995545e+01     0.42752325e-64     0.61963893e-65        8   
 -0.62424242e+00  0.88026415e+01     0.88026415e+01     0.15794455e-63     0.17942859e-64       10   
 -0.62222222e+00  0.87674446e+01     0.87674446e+01     0.45553067e-63     0.51957063e-64       10   
 -0.62020202e+00  0.83174157e+01     0.83174157e+01     0.12513706e-62     0.15045185e-63        9   
 -0.61818182e+00  0.77507572e+01     0.77507572e+01     0.33767167e-62     0.43566281e-63        9   
 -0.61616162e+00  0.76625718e+01     0.76625718e+01     0.96666946e-62     0.12615470e-62        9   
 -0.61414141e+00  0.76042702e+01     0.76042702e+01     0.27778829e-61     0.36530565e-62        9   
 -0.61212121e+00  0.84301115e+01     0.84301115e+01     0.89174906e-61     0.10578141e-61       10   
 -0.61010101e+00  0.82259101e+01     0.82259101e+01     0.25196850e-60     0.30631079e-61       10   
 -0.60808081e+00  0.71363948e+01     0.71363948e+01     0.63298600e-60     0.88698289e-61        8   
 -0.60606061e+00  0.69853004e+01     0.69853004e+01     0.17941274e-59     0.25684327e-60        8   
 -0.60404040e+00  0.65615436e+01     0.65615436e+01     0.48800824e-59     0.74374000e-60        9   
 -0.60202020e+00  0.85473433e+01     0.85473433e+01     0.18407942e-58     0.21536449e-59       10   
 -0.60000000e+00  0.88086552e+01     0.88086552e+01     0.54933422e-58     0.62363006e-59       10   
 -0.59797980e+00  0.10405060e+02     0.10405060e+02     0.18789904e-57     0.18058430e-58       10   
 -0.59595960e+00  0.83634469e+01     0.83634469e+01     0.43733904e-57     0.52291721e-58       10   
 -0.59393939e+00  0.82589834e+01     0.82589834e+01     0.12505829e-56     0.15142092e-57        9   
 -0.59191919e+00  0.81524324e+01     0.81524324e+01     0.35745884e-56     0.43846894e-57        9   
 -0.58989899e+00  0.80574388e+01     0.80574388e+01     0.10230310e-55     0.12696727e-56        9   
 -0.58787879e+00  0.79445337e+01     0.79445337e+01     0.29208762e-55     0.36765861e-56        9   
 -0.58585859e+00  0.59289110e+01     0.59289110e+01     0.63120818e-55     0.10646275e-55        7   
 -0.58383838e+00  0.78426686e+01     0.78426686e+01     0.24177673e-54     0.30828375e-55        9   
 -0.58181818e+00  0.78110143e+01     0.78110143e+01     0.69728612e-54     0.89269600e-55        9   
 -0.57979798e+00  0.77753153e+01     0.77753153e+01     0.20099004e-53     0.25849761e-54        9   
 -0.57777778e+00  0.67800991e+01     0.67800991e+01     0.50751108e-53     0.74853048e-54        7   
 -0.57575758e+00  0.54788258e+01     0.54788258e+01     0.11875446e-52     0.21675166e-53        6   
 -0.57373737e+00  0.59755631e+01     0.59755631e+01     0.37505437e-52     0.62764690e-53        8   
 -0.57171717e+00  0.52532560e+01     0.52532560e+01     0.95476590e-52     0.18174745e-52        8   
 -0.56969697e+00  0.57760526e+01     0.57760526e+01     0.30398519e-51     0.52628536e-52        7   
 -0.56767677e+00  0.54212077e+01     0.54212077e+01     0.82617163e-51     0.15239623e-51        6   
 -0.56565657e+00  0.51970205e+01     0.51970205e+01     0.22934095e-50     0.44129315e-51        6   
 -0.56363636e+00  0.50594303e+01     0.50594303e+01     0.64651969e-50     0.12778508e-50        6   
 -0.56161616e+00  0.59990576e+01     0.59990576e+01     0.22198116e-49     0.37002672e-50        7   
 -0.55959596e+00  0.56905241e+01     0.56905241e+01     0.60973104e-49     0.10714849e-49        7   
 -0.55757576e+00  0.48866149e+01     0.48866149e+01     0.15161672e-48     0.31026943e-49        5   
 -0.55555556e+00  0.47262172e+01     0.47262172e+01     0.42462505e-48     0.89844591e-49        5   
 -0.55353535e+00  0.39984538e+01     0.39984538e+01     0.10402482e-47     0.26016261e-48        5   
 -0.55151515e+00  0.58672850e+01     0.58672850e+01     0.44201297e-47     0.75335181e-48        7   
 -0.54949495e+00  0.59413522e+01     0.59413522e+01     0.12960928e-46     0.21814777e-47        7   
 -0.54747475e+00  0.59674250e+01     0.59674250e+01     0.37695604e-46     0.63168961e-47        7   
 -0.54545455e+00  0.60066632e+01     0.60066632e+01     0.10987274e-45     0.18291810e-46        7   
 -0.54343434e+00  0.60781863e+01     0.60781863e+01     0.32194645e-45     0.52967519e-46        7   
 -0.54141414e+00  0.61961002e+01     0.61961002e+01     0.95034439e-45     0.15337783e-45        7   
 -0.53939394e+00  0.63639851e+01     0.63639851e+01     0.28264720e-44     0.44413555e-45        7   
 -0.53737374e+00  0.65604678e+01     0.65604678e+01     0.84372961e-44     0.12860815e-44        7   
 -0.53535354e+00  0.67388851e+01     0.67388851e+01     0.25096288e-43     0.37241008e-44        7   
 -0.53333333e+00  0.68331020e+01     0.68331020e+01     0.73687239e-43     0.10783864e-43        7   
 -0.53131313e+00  0.67524409e+01     0.67524409e+01     0.21085705e-42     0.31226789e-43        8   
 -0.52929293e+00  0.65437722e+01     0.65437722e+01     0.59170938e-42     0.90423285e-43        8   
 -0.52727273e+00  0.49366558e+01     0.49366558e+01     0.12926057e-41     0.26183834e-42        5   
 -0.52525253e+00  0.62225800e+01     0.62225800e+01     0.47179863e-41     0.75820419e-42        7   
 -0.52323232e+00  0.58242176e+01     0.58242176e+01     0.12787237e-40     0.21955288e-41        7   
 -0.52121212e+00  0.56162747e+01     0.56162747e+01     0.35705936e-40     0.63575836e-41        6   
 -0.51919192e+00  0.48970372e+01     0.48970372e+01     0.90152637e-40     0.18409629e-40        6   
 -0.51717172e+00  0.67846794e+01     0.67846794e+01     0.36168234e-39     0.53308686e-40        8   
 -0.51515152e+00  0.67660728e+01     0.67660728e+01     0.10444499e-38     0.15436574e-39        8   
 -0.51313131e+00  0.63786885e+01     0.63786885e+01     0.28512499e-38     0.44699625e-39        8   
 -0.51111111e+00  0.58132111e+01     0.58132111e+01     0.75244182e-38     0.12943652e-38        6   
 -0.50909091e+00  0.56944730e+01     0.56944730e+01     0.21343386e-37     0.37480880e-38        8   
 -0.50707071e+00  0.66035775e+01     0.66035775e+01     0.71670760e-37     0.10853323e-37        8   
 -0.50505051e+00  0.55349061e+01     0.55349061e+01     0.17395060e-36     0.31427923e-37        7   
 -0.50303030e+00  0.67287209e+01     0.67287209e+01     0.61235201e-36     0.91005707e-37        7   
 -0.50101010e+00  0.67482282e+01     0.67482282e+01     0.17783258e-35     0.26352485e-36        7   
 -0.49898990e+00  0.67291902e+01     0.67291902e+01     0.51349632e-35     0.76308783e-36        7   
 -0.49696970e+00  0.67035021e+01     0.67035021e+01     0.14812530e-34     0.22096703e-35        7   
 -0.49494949e+00  0.66735486e+01     0.66735486e+01     0.42700923e-34     0.63985332e-35        7   
 -0.49292929e+00  0.66368159e+01     0.66368159e+01     0.12296830e-33     0.18528206e-34        7   
 -0.49090909e+00  0.65836082e+01     0.65836082e+01     0.35322408e-33     0.53652051e-34        7   
 -0.48888889e+00  0.64725256e+01     0.64725256e+01     0.10055717e-32     0.15536002e-33        7   
 -0.48686869e+00  0.55884919e+01     0.55884919e+01     0.25141249e-32     0.44987538e-33        7   
 -0.48484848e+00  0.56406991e+01     0.56406991e+01     0.73481517e-32     0.13027023e-32        6   
 -0.48282828e+00  0.55200931e+01     0.55200931e+01     0.20823059e-31     0.37722297e-32        6   
 -0.48080808e+00  0.54245459e+01     0.54245459e+01     0.59253563e-31     0.10923230e-31        6   
 -0.47878788e+00  0.53381910e+01     0.53381910e+01     0.16884886e-30     0.31630352e-31        6   
 -0.47676768e+00  0.52599419e+01     0.52599419e+01     0.48176797e-30     0.91591881e-31        6   
 -0.47474747e+00  0.51892631e+01     0.51892631e+01     0.13763080e-29     0.26522223e-30        6   
 -0.47272727e+00  0.51220127e+01     0.51220127e+01     0.39337208e-29     0.76800293e-30        6   
 -0.47070707e+00  0.50436329e+01     0.50436329e+01     0.11216550e-28     0.22239029e-29        6   
 -0.46868687e+00  0.48950539e+01     0.48950539e+01     0.31522906e-28     0.64397465e-29        6   
 -0.46666667e+00  0.40887404e+01     0.40887404e+01     0.76244982e-28     0.18647548e-28        5   
 -0.46464646e+00  0.40071251e+01     0.40071251e+01     0.21637525e-27     0.53997627e-28        5   
 -0.46262626e+00  0.39441621e+01     0.39441621e+01     0.61671197e-27     0.15636071e-27        5   
 -0.46060606e+00  0.39038438e+01     0.39038438e+01     0.17675553e-26     0.45277306e-27        5   
 -0.45858586e+00  0.38666106e+01     0.38666106e+01     0.50694864e-26     0.13110931e-26        5   
 -0.45656566e+00  0.39133413e+01     0.39133413e+01     0.14857105e-25     0.37965268e-26        4   
 -0.45454545e+00  0.38516644e+01     0.38516644e+01     0.42343609e-25     0.10993587e-25        4   
 -0.45252525e+00  0.38296425e+01     0.38296425e+01     0.12191317e-24     0.31834085e-25        4   
 -0.45050505e+00  0.38127654e+01     0.38127654e+01     0.35146769e-24     0.92181829e-25        4   
 -0.44848485e+00  0.37975739e+01     0.37975739e+01     0.10136885e-23     0.26693054e-24        4   
 -0.44646465e+00  0.37827577e+01     0.37827577e+01     0.29238814e-23     0.77294968e-24        4   
 -0.44444444e+00  0.37672096e+01     0.37672096e+01     0.84318711e-23     0.22382272e-23        4   
 -0.44242424e+00  0.37466876e+01     0.37466876e+01     0.24283127e-22     0.64812254e-23        4   
 -0.44040404e+00  0.37146917e+01     0.37146917e+01     0.69716061e-22     0.18767658e-22        4   
 -0.43838384e+00  0.36390864e+01     0.36390864e+01     0.19776771e-21     0.54345429e-22        4   
 -0.43636364e+00  0.28134608e+01     0.28134608e+01     0.44274823e-21     0.15736784e-21        3   
 -0.43434343e+00  0.29787994e+01     0.29787994e+01     0.13574073e-20     0.45568939e-21        3   
 -0.43232323e+00  0.29592271e+01     0.29592271e+01     0.39048124e-20     0.13195379e-20        3   
 -0.43030303e+00  0.29431790e+01     0.29431790e+01     0.11245830e-19     0.38209805e-20        3   
 -0.42828283e+00  0.29284300e+01     0.29284300e+01     0.32401314e-19     0.11064398e-19        3   
