 -0.10000000E+01  0.47879789E+01     0.22889673E+01     0.17457285-157     0.76267078-158     0.24990116E+01     0.19059231-157     0.76267078-158        4        4   
 -0.99797980E+00  0.53300911E+01     0.26216638E+01     0.57898464-157     0.22084626-157     0.27084273E+01     0.59814606-157     0.22084626-157        4        4   
 -0.99595960E+00  0.51163625E+01     0.24597720E+01     0.15730331-156     0.63950362-157     0.26565905E+01     0.16988992-156     0.63950362-157        4        4   
 -0.99393939E+00  0.46828779E+01     0.21962629E+01     0.40670572-156     0.18518080-156     0.24866150E+01     0.46047336-156     0.18518080-156        4        4   
 -0.99191919E+00  0.49045277E+01     0.23526765E+01     0.12615693-155     0.53622728-156     0.25518512E+01     0.13683722-155     0.53622728-156        4        4   
 -0.98989899E+00  0.48167425E+01     0.23728388E+01     0.36844282-155     0.15527511-155     0.24439037E+01     0.37947743-155     0.15527511-155        4        4   
 -0.98787879E+00  0.52343966E+01     0.26256517E+01     0.11805705-154     0.44962951-155     0.26087449E+01     0.11729687-154     0.44962951-155        4        4   
 -0.98585859E+00  0.44801662E+01     0.19862775E+01     0.25861140-154     0.13019903-154     0.24938887E+01     0.32470190-154     0.13019903-154        4        4   
 -0.98383838E+00  0.49593509E+01     0.24576621E+01     0.92657990-154     0.37701680-154     0.25016888E+01     0.94317873-154     0.37701680-154        4        4   
 -0.98181818E+00  0.39332435E+01     0.19470056E+01     0.21255967-153     0.10917260-153     0.19862379E+01     0.21684276-153     0.10917260-153        4        4   
 -0.97979798E+00  0.38868596E+01     0.19214702E+01     0.60743563-153     0.31613065-153     0.19653894E+01     0.62131982-153     0.31613065-153        2        2   
 -0.97777778E+00  0.22746203E+01     0.10238071E+01     0.93721166-153     0.91541823-153     0.12508132E+01     0.11450172-152     0.91541823-153        2        2   
 -0.97575758E+00  0.16407056E+01     0.67086767E+00     0.17783178-152     0.26507728-152     0.96983797E+00     0.25708201-152     0.26507728-152        2        2   
 -0.97373737E+00  0.22094683E+01     0.12276791E+01     0.94234585-152     0.76758319-152     0.98178919E+00     0.75360488-152     0.76758319-152        2        2   
 -0.97171717E+00  0.42849365E+01     0.20193846E+01     0.44884608-151     0.22226875-151     0.22655519E+01     0.50356139-151     0.22226875-151        4        4   
 -0.96969697E+00  0.40291109E+01     0.18194452E+01     0.11710362-150     0.64362270-151     0.22096657E+01     0.14221910-150     0.64362270-151        4        4   
 -0.96767677E+00  0.35645940E+01     0.15859131E+01     0.29557227-150     0.18637356-150     0.19786809E+01     0.36877381-150     0.18637356-150        4        4   
 -0.96565657E+00  0.34691275E+01     0.18677988E+01     0.10080158-149     0.53968116-150     0.16013287E+01     0.86420691-150     0.53968116-150        4        4   
 -0.96363636E+00  0.44582110E+01     0.21834839E+01     0.34122450-149     0.15627525-149     0.22747270E+01     0.35548354-149     0.15627525-149        4        4   
 -0.96161616E+00  0.40855874E+01     0.21742637E+01     0.98390997-149     0.45252560-149     0.19113237E+01     0.86492291-149     0.45252560-149        4        4   
 -0.95959596E+00  0.42651014E+01     0.21845172E+01     0.28625401-148     0.13103765-148     0.20805842E+01     0.27263486-148     0.13103765-148        4        4   
 -0.95757576E+00  0.40756544E+01     0.21741315E+01     0.82496374-148     0.37944519-148     0.19015229E+01     0.72152373-148     0.37944519-148        4        4   
