1.000000000000000000e+00 1.594347999999999876e-01
1.003800000000000026e+00 1.597748999999999975e-01
1.007600000000000051e+00 1.600746777777777852e-01
1.011400000000000077e+00 1.603326888888888802e-01
1.015200000000000102e+00 1.605500555555555431e-01
1.018999999999999906e+00 1.607270466666666786e-01
1.022799999999999931e+00 1.608650033333333396e-01
1.026610000000000023e+00 1.609650800000000104e-01
1.030410000000000048e+00 1.610293576666667059e-01
1.034210000000000074e+00 1.610605155555555612e-01
1.038010000000000099e+00 1.610630622222221919e-01
1.041809999999999903e+00 1.610398911111111109e-01
1.045609999999999928e+00 1.609976044444444421e-01
1.049409999999999954e+00 1.609402777777777793e-01
1.053209999999999980e+00 1.608744444444444310e-01
1.057010000000000005e+00 1.608068555555555446e-01
1.060810000000000031e+00 1.607437555555555342e-01
1.064610000000000056e+00 1.606927888888888822e-01
1.068410000000000082e+00 1.606608888888888809e-01
1.072210000000000107e+00 1.606569888888888797e-01
1.076019999999999976e+00 1.606863666666666635e-01
1.079820000000000002e+00 1.607579111111111236e-01
1.083620000000000028e+00 1.608782888888888873e-01
1.087420000000000053e+00 1.610551222222222079e-01
1.091220000000000079e+00 1.612918777777777590e-01
1.095020000000000104e+00 1.615965000000000318e-01
1.098819999999999908e+00 1.619737222222222273e-01
1.102619999999999933e+00 1.624273222222222257e-01
1.106419999999999959e+00 1.629594222222222333e-01
1.110219999999999985e+00 1.635748777777777940e-01
1.114020000000000010e+00 1.642738666666666569e-01
1.117820000000000036e+00 1.650571333333333557e-01
1.121620000000000061e+00 1.659256333333333222e-01
1.125429999999999930e+00 1.668778888888889089e-01
1.129229999999999956e+00 1.679111444444444379e-01
1.133029999999999982e+00 1.690249000000000057e-01
1.136830000000000007e+00 1.702158222222222295e-01
1.140630000000000033e+00 1.714789333333333332e-01
1.144430000000000058e+00 1.728128111111111309e-01
1.148230000000000084e+00 1.742131111111110964e-01
1.152030000000000109e+00 1.756744777777777822e-01
1.155829999999999913e+00 1.771942555555555687e-01
1.159629999999999939e+00 1.787685555555555417e-01
1.163429999999999964e+00 1.803943777777777813e-01
1.167229999999999990e+00 1.820679000000000047e-01
1.171030000000000015e+00 1.837865555555555641e-01
1.174830000000000041e+00 1.855504666666666358e-01
1.178639999999999910e+00 1.873564888888888946e-01
1.182439999999999936e+00 1.892065433333333102e-01
1.186239999999999961e+00 1.911020833333333391e-01
1.190039999999999987e+00 1.930421800000000077e-01
1.193840000000000012e+00 1.950318522222221906e-01
1.197640000000000038e+00 1.970746777777777625e-01
1.201440000000000063e+00 1.991747697777777604e-01
1.205240000000000089e+00 2.013382511111111162e-01
1.209039999999999893e+00 2.035712233333333288e-01
1.212839999999999918e+00 2.058809366666666529e-01
1.216639999999999944e+00 2.082754155555555931e-01
1.220439999999999969e+00 2.107624222222222454e-01
1.224239999999999995e+00 2.133509222222222113e-01
1.228050000000000086e+00 2.160495555555556058e-01
1.231849999999999890e+00 2.188672999999999869e-01
1.235649999999999915e+00 2.218130777777777562e-01
1.239449999999999941e+00 2.248952666666666489e-01
1.243249999999999966e+00 2.281221444444444801e-01
1.247049999999999992e+00 2.315018777777777537e-01
1.250850000000000017e+00 2.350410888888888605e-01
1.254650000000000043e+00 2.387463333333333382e-01
1.258450000000000069e+00 2.426232111111110978e-01
1.262250000000000094e+00 2.466764777777777917e-01
1.266049999999999898e+00 2.509090111111110799e-01
1.269849999999999923e+00 2.553238777777777635e-01
1.273649999999999949e+00 2.599232222222222499e-01
1.277460000000000040e+00 2.647065222222221847e-01
1.281260000000000066e+00 2.696733000000000047e-01
1.285060000000000091e+00 2.748224666666666538e-01
1.288859999999999895e+00 2.801509999999999834e-01
1.292659999999999920e+00 2.856553444444444589e-01
1.296459999999999946e+00 2.913308888888889170e-01
1.300259999999999971e+00 2.971732222222221997e-01
1.304059999999999997e+00 3.031759999999999455e-01
1.307860000000000023e+00 3.093330000000000246e-01
1.311660000000000048e+00 3.156390000000000584e-01
1.315460000000000074e+00 3.220863333333333078e-01
1.319260000000000099e+00 3.286668888888889528e-01
1.323059999999999903e+00 3.353745555555555646e-01
1.326869999999999994e+00 3.422032222222222142e-01
1.330670000000000019e+00 3.491444444444444795e-01
1.334470000000000045e+00 3.561934444444444514e-01
1.338270000000000071e+00 3.633434444444444411e-01
1.342070000000000096e+00 3.705892222222222365e-01
1.345869999999999900e+00 3.779242222222222169e-01
1.349669999999999925e+00 3.853449999999999931e-01
1.353469999999999951e+00 3.928478888888888299e-01
1.357269999999999976e+00 4.004281111111110958e-01
1.361070000000000002e+00 4.080838888888889127e-01
1.364870000000000028e+00 4.158123333333333393e-01
