-0.01020426803228347-0.8547764764501998*I	-0.4899416446361334+0.6595862968020305*I	0.504979370485098+0.18854532251568548*I	-0.020106374086067302-0.8499665746058243*I	-0.504878979514234-0.008781740062198588*I	0.49988370909905133+0.17822251466719957*I	-0.00002138892727465702-0.17117301138076266*I	-0.4998449889813659-0.005337775311521735*I	-0.000018146052606228535+0.1662684583110824*I	0.00003426561966557093-0.16462223255893124*I
-0.48994164463611056+0.6595862968020824*I	-0.5027229741323758-2.502450909813905*I	-0.002057906399208467+1.8678388498125489*I	0.5046146757105952+0.6159334657125908*I	0.00032560290792630253-0.43166206109839145*I	-0.0015367256749950447+1.034952373157156*I	0.0011229947865028969-0.613639989462903*I	0.00046386493957362954-0.4151758715001447*I	-0.0004657061194787393+0.2464429372459387*I	0.0004852538668223232-0.24400286011935843*I
0.504979370485075+0.18854532251563316*I	-0.0020579063991857383+1.8678388498126024*I	-0.5030876689068788-2.0750627666170014*I	-0.4896160417282052+0.22792423570367865*I	0.5045932867833383+0.44476045433186506*I	-0.49843511140462265-1.2235245652284954*I	-0.0010514718081465757+0.7909495130377745*I	0.4994180029795469+0.42466545191316196*I	0.00046386493955515723-0.4151758715000932*I	-0.0004999717391444627+0.41106516980487007*I
-0.020106374086066692-0.8499665746058231*I	0.5046146757105721+0.6159334657125382*I	-0.4896160417281822+0.2279242357037306*I	-0.0101252659886783-0.846185905377479*I	-0.5100092986045313-0.017495538448113655*I	0.505078540650187+0.20075759421248326*I	-0.00014010321157881256-0.1852191238524295*I	-0.5049185144941071-0.013686293131850593*I	0.00003872011767814057+0.1728847393556491*I	-0.000021388927267187302-0.17117301138073462*I
-0.5048789795141881-0.00878174006218535*I	0.00032560290784747897-0.43166206109839433*I	0.5045932867833717+0.44476045433185446*I	-0.5100092986044865-0.017495538448100145*I	-0.010143412041315743-0.6799174470664278*I	-0.4900817478476399+0.4743671729496842*I	0.5050785406501374+0.20075759421246192*I	-0.02006765396841989-0.6770818352502057*I	-0.5049003684414757-0.17995475144293338*I	0.49988370909901875+0.17822251466717182*I
0.49988370909899404+0.17822251466714445*I	-0.0015367256749798663+1.0349523731572778*I	-0.49843511140457997-1.223524565228563*I	0.5050785406501287+0.2007575942124301*I	-0.49008174784767633+0.4743671729496965*I	-0.5037744459405544-1.7115013967760988*I	-0.0009349116126858292+1.254198860349569*I	0.5045932867833317+0.44476045433187245*I	0.00032560290792298455-0.43166206109836724*I	-0.00036469477449787777+0.42738814319691987*I
-0.000021388927263166213-0.171173011380721*I	0.0011229947865666334-0.613639989463024*I	-0.0010514718082227856+0.7909495130378538*I	-0.00014010321156543437-0.1852191238523892*I	0.5050785406501743+0.20075759421244901*I	-0.0009349116127221543+1.2541988603495824*I	-0.50425969980736-1.4674985366566884*I	-0.4896160417281787+0.22792423570369247*I	0.5046146757105837+0.6159334657125756*I	-0.4995581061910959-0.6098845757655394*I
-0.4998449889813207-0.005337775311509363*I	0.00046386493949412966-0.41517587150014523*I	0.4994180029795815+0.42466545191315*I	-0.5049185144940629-0.013686293131838334*I	-0.020067653968420345-0.6770818352502055*I	0.5045932867833692+0.4447604543318603*I	-0.48961604172821555+0.227924235703705*I	-0.010103877061441755-0.675012893996775*I	-0.5100480187221833-0.1903802778037626*I	0.5049793704850809+0.18854532251565476*I
-0.00001814605260669344+0.16626845831109371*I	-0.0004657061195376677+0.24644293724596453*I	0.00046386493961508325-0.4151758715001297*I	0.00003872011767624972+0.17288473935566054*I	-0.5049003684415011-0.17995475144293852*I	0.00032560290794788824-0.43166206109837857*I	0.5046146757105837+0.6159334657125917*I	-0.5100480187222086-0.19038027780376798*I	0.49477510245279915-0.6662311539345618*I	-0.4899416446361179+0.6595862968020775*I
0.00003426561966568542-0.16462223255894223*I	0.0004852538668810302-0.24400286011938402*I	-0.0004999717392034468+0.4110651698049067*I	-0.000021388927265997282-0.17117301138074587*I	0.4998837090990437+0.17822251466717692*I	-0.00036469477452225757+0.4273881431969315*I	-0.49955810619109603-0.6098845757655551*I	0.5049793704851058+0.18854532251566017*I	-0.4899416446361181+0.6595862968020771*I	-0.5049436087034649-0.6531057338247006*I
