-0.5675515556295359-0.532493923390736*I	-0.5061768972099644+0.4632129581943773*I	0.36581790706954564+0.38044472629740944*I	-0.24318637678666866-0.6089844048738564*I	-0.15418486082465632+0.14934738730516656*I	0.37731227096538944+0.4790367594322788*I	0.02668398158270824-0.28563813713969266*I	-0.4069257329512716-0.03386541186800737*I	0.32734479262608485+0.3150603528915637*I	0.12210425733128893-0.24020436066839035*I
-0.5061768972099641+0.46321295819437763*I	0.4403275792768493-0.4030458913188296*I	-0.31829962362313396-0.3309503300880392*I	0.2116330462448901+0.529792113602576*I	0.13412589417871934-0.12994764544157753*I	-0.3283095794158315-0.416724249478986*I	-0.023186500163242307+0.24850784770969203*I	0.3540287742087919+0.029422215751870623*I	-0.28482147561998217-0.27406977253639836*I	-0.10620668344215378+0.20899000420723396*I
0.36581790706959316+0.38044472629749326*I	-0.31829962362317554-0.3309503300881126*I	0.08533401827822537-0.5341320036582623*I	-0.37205100303121685+0.33326531275285454*I	0.23831702782765768+0.2441539764629757*I	0.16469077342350816-0.5456554405728606*I	-0.4345162628580361-0.20773424527182982*I	0.09249079534543876+0.20496698689593118*I	0.3540287742088147+0.029422215751904457*I	-0.40049877112868265-0.23052891172266704*I
-0.24318637678667532-0.6089844048738671*I	0.21163304624489543+0.5297921136025856*I	-0.3720510030312592+0.3332653127527914*I	-0.08023708151608178-1.107866432860447*I	-0.558031949406463+0.6305704601276456*I	0.5656618204536923+0.5592143293544549*I	-0.15069558144127804-0.40401741797800006*I	-0.6494305984902652-0.27037821190904143*I	0.7157272399489989+0.6391815192790173*I	0.02668398158270735-0.285638137139709*I
-0.15418486082469762+0.149347387305093*I	0.13412589417875642-0.1299476454415135*I	0.23831702782769631+0.24415397646303078*I	-0.5580319494065056+0.6305704601275832*I	0.24710771110995067-0.7928060799689689*I	-0.6568724786511546+0.059195540216530396*I	0.5656618204537458+0.559214329354546*I	0.4725408631622824+0.0301971144050856*I	-0.9767753911163717-0.5854385648006543*I	0.37731227096544107+0.4790367594323718*I
0.37731227096543274+0.4790367594323546*I	-0.3283095794158696-0.41672424947905184*I	0.16469077342351865-0.5456554405728451*I	0.5656618204537296+0.5592143293545098*I	-0.6568724786511984+0.059195540216467335*I	0.005811316418791068-0.6107801365907015*I	-0.341486123786415-0.08244248237840923*I	0.2383170278276388+0.24415397646293283*I	0.13412589417872317-0.1299476454415598*I	-0.3549935609985836-0.13108611233935774*I
0.026683981582785066-0.2856381371395519*I	-0.02318650016330892+0.2485078477095679*I	-0.4345162628581184-0.2077342452719809*I	-0.1506955814412012-0.40401741797787494*I	0.5656618204537611+0.5592143293545879*I	-0.34148612378650633-0.08244248237857105*I	0.1120179998609343-0.8197701407979388*I	-0.3720510030311836+0.3332653127528894*I	0.21163304624491996+0.5297921136026217*I	0.18787727358674267-0.7941632882825456*I
-0.40692573295132073-0.033865411868100326*I	0.3540287742088366+0.029422215751952585*I	0.0924907953454771+0.20496698689601178*I	-0.6494305984903108-0.2703782119091207*I	0.4725408631622856+0.030197114405074*I	0.23831702782768338+0.2441539764630225*I	-0.3720510030312063+0.3332653127528582*I	0.7423534487755805-0.37308048075470557*I	-1.2737591893554732-0.008611059151387268*I	0.36581790706959705+0.38044472629747705*I
0.3273447926260509+0.31506035289150375*I	-0.2848214756199534-0.2740697725363456*I	0.35402877420886475+0.029422215751985697*I	0.7157272399489627+0.639181519278962*I	-0.9767753911163899-0.5854385648006877*I	0.13412589417877652-0.12994764544147547*I	0.21163304624493984+0.5297921136026498*I	-1.2737591893554967-0.008611059151418576*I	0.896538309600257-0.5224278680598511*I	-0.506176897209921+0.463212958194449*I
0.1221042573313682-0.24020436066824458*I	-0.10620668344222373+0.208990004207106*I	-0.40049877112876375-0.2305289117228191*I	0.026683981582787508-0.28563813713957975*I	0.37731227096545283+0.479036759432412*I	-0.3549935609986741-0.131086112339522*I	0.18787727358674822-0.7941632882825389*I	0.36581790706961625+0.38044472629750425*I	-0.5061768972099443+0.4632129581944175*I	0.07450967220721516-0.7834906176163683*I
